,A,I,P,T,U,dates,Total
130,0.19433903727954926,0.06640247682532188,0.5624096107002352,0.13717188257594443,0.0396769926189491,2005Q1,2370537.7800000003
131,0.19788122274041073,0.06303379640059165,0.5598801470830863,0.13751886403354324,0.04168596974236802,2005Q2,2373822.91
132,0.19098858942340025,0.061039951420996205,0.5616485692637078,0.14924234426870805,0.03708054562318785,2005Q3,2383548.26
133,0.18587936395696916,0.06884846124770748,0.5694830701184387,0.1413548192453151,0.034434285431569595,2005Q4,2435153.48
134,0.19316022849853356,0.06074287918622393,0.565501977268838,0.1438558415270955,0.03673907351930916,2006Q1,2427474.6599999997
135,0.1930909555024829,0.06163448407971525,0.5624710327454263,0.14674693621140927,0.03605659146096628,2006Q2,2433092.16
136,0.19408406321440716,0.06329128803903816,0.563931752623436,0.14464305618097845,0.034049839942140205,2006Q3,2453406.54
137,0.1921306140293832,0.06084292093734952,0.566847658208563,0.1450109827979585,0.03516782402674583,2006Q4,2505404.37
138,0.19551701898424922,0.05769354138948709,0.5633702471864926,0.14522766268618414,0.03819152975358688,2007Q1,2523995.52
139,0.19675806456871972,0.05747554032515024,0.5647942102732868,0.14137526771106024,0.039596917121783114,2007Q2,2520992.2199999997
140,0.1976038348929219,0.059903073239326816,0.5646821730361161,0.14162927515888374,0.0361816436727515,2007Q3,2522671.7399999998
141,0.19349333681835393,0.062371975181155656,0.5644692430904833,0.13868640334921492,0.04097904156079233,2007Q4,2585694.9299999997
142,0.19242554076633844,0.0617816155530267,0.5606955310506392,0.1349144201977031,0.05018289243229239,2008Q1,2607964.66
143,0.19227977571700441,0.05880200707550384,0.5560562961075981,0.13612022050341727,0.05674170059647648,2008Q2,2612989.8899999997
144,0.19056951855183854,0.06737688180616788,0.5595836599410953,0.11813766863750087,0.06433227106339741,2008Q3,2633561.62
145,0.18079621288365813,0.06145927884368986,0.5560593552910361,0.11408222507384153,0.0876029279077743,2008Q4,2657515.4000000004
146,0.1760608423875301,0.05794167039185652,0.5529671937133076,0.09681162179318836,0.11621867171411741,2009Q1,2662772.56
147,0.1754553790638497,0.06316138462062278,0.5457043011688353,0.1068337923867953,0.1088451427598969,2009Q2,2662703.66
148,0.17182996343576867,0.06506153795195795,0.5453108004819376,0.10476026663431613,0.1130374314960196,2009Q3,2657389.38
149,0.16915116086968293,0.0638231457860734,0.5349561291890635,0.109357157038695,0.12271240711648505,2009Q4,2682509.1100000003
150,0.17016097780636996,0.06360216677222698,0.5297073731898394,0.10374972139674435,0.13277976083481932,2010Q1,2656017.06
151,0.16504682876937835,0.06062219734524215,0.5342954499291277,0.10398166429005379,0.13605385966619804,2010Q2,2628614.88
152,0.16212422698763443,0.06233820172882492,0.5412656946845184,0.10606959580547992,0.12820228079354243,2010Q3,2609387.4299999997
153,0.1647436788485365,0.062031391630745544,0.5305758361243061,0.10652957191275643,0.13611952148365547,2010Q4,2619642.1799999997
154,0.15542589479800703,0.059483079593250845,0.535206040962938,0.10660725531654576,0.14327772932925842,2011Q1,2620215.38
155,0.1562831689124441,0.05871394420143719,0.5389186668793516,0.11016812407236969,0.13591609593439727,2011Q2,2579024.49
156,0.15266030163352357,0.05972515475907838,0.5365756422064594,0.11080229195694064,0.140236609443998,2011Q3,2583442.95
157,0.15209069956721646,0.0572600153535323,0.5287687025686221,0.10553032376568444,0.15635025874494482,2011Q4,2576879.3299999996
158,0.1599872378870604,0.06080772268274608,0.5137653984168302,0.09218890967844151,0.1732507313349217,2012Q1,2545471.91
159,0.16289290158274228,0.05374209720794047,0.5140550378702029,0.09895646875526971,0.1703534945838446,2012Q2,2492604.81
160,0.16566577738446964,0.05805881481423104,0.5104942838503244,0.09974873447101851,0.16603238947995644,2012Q3,2476814.08
161,0.16272863113782604,0.06393033604808368,0.4990861342208278,0.0976468483882344,0.1766080502050282,2012Q4,2506177.6599999997
162,0.15874571970838663,0.06358150140315098,0.49730354601386023,0.09182275162434435,0.18854648125025777,2013Q1,2492671.87
163,0.16681569973211427,0.06329667161277386,0.49057445548177253,0.10382301674299847,0.1754901564303408,2013Q2,2482625.8000000003
164,0.17132595153660918,0.06661212772196863,0.48407983269649746,0.10505289091408879,0.172929197130836,2013Q3,2473669.67
165,0.16638810573532303,0.06600869921529773,0.4937459233430721,0.10502729721088308,0.16882997449542408,2013Q4,2431281.36
166,0.16477474956218244,0.06823877916112595,0.49406826911189244,0.1049206426220685,0.16799755954273063,2014Q1,2399058.6
167,0.1717412689690825,0.060399087779998466,0.4954977055909808,0.10936631307536272,0.16299562458457553,2014Q2,2402407.31
168,0.17636675951299954,0.06294937084637674,0.490304005508726,0.11489245682193895,0.15548740730995889,2014Q3,2384696.59
169,0.17236642907215055,0.05489133555771767,0.4909841863295837,0.11910348157584986,0.16265456746469834,2014Q4,2354500.19
170,0.17108797337942439,0.06230166190391395,0.4918510820253735,0.11987804948443045,0.15488123320685754,2015Q1,2354335.2700000005
171,0.17525705201136704,0.05434485723253378,0.4924192131402828,0.1308420413460111,0.14713683626980534,2015Q2,2360704.15
172,0.17352071607801847,0.057189565759982304,0.49438546295686275,0.13343456582238802,0.14146968938274837,2015Q3,2324306.5100000002
173,0.17820915737620918,0.05700357412879416,0.4977961343305553,0.13574957974525742,0.1312415544191838,2015Q4,2302032.3200000003
174,0.17077903669650757,0.0578181712917059,0.5036940071432873,0.13352122589335147,0.1341875589751479,2016Q1,2286874.3
