,A,I,P,T,U,dates,Total
175,0.16816036474124987,0.057405829712077326,0.5172348852469504,0.14005690400249596,0.11714201629722648,2016Q2,2261057.12
176,0.17420774611304804,0.061128897019841325,0.5089595002621767,0.1433722333618235,0.1123316232431106,2016Q3,2273944.3499999996
177,0.16729852421165842,0.06621220932400235,0.514564814670323,0.1438817996886737,0.10804265210534254,2016Q4,2270408.91
178,0.17310257185772807,0.06228530723075549,0.5194679644310236,0.13557557186581293,0.1095685846146799,2017Q1,2264727.53
179,0.17698323794105103,0.05809498113084144,0.5231488412946149,0.14081165962719686,0.10096128000629578,2017Q2,2256751.4
180,0.18070797842054045,0.06294410204823192,0.5274799589519641,0.13856815476207957,0.09029980581718389,2017Q3,2247552.12
181,0.17603949051349005,0.05969371394861309,0.5292972088251677,0.13877947861643142,0.09619010809629755,2017Q4,2247328.5900000003
182,0.17036164083474134,0.060225829171717975,0.5377252268615722,0.13176020008979697,0.09992710304217145,2018Q1,2233193.33
183,0.17464644311596464,0.05794785746836749,0.5371880718408008,0.14684300386462945,0.08337462371023772,2018Q2,2242390.9299999997
184,0.171335104787124,0.05842691551461581,0.5435077416698965,0.14884517687738774,0.07788506115097613,2018Q3,2268543.51
185,0.16831508409926738,0.06217491760612788,0.5445724280211887,0.15108147863300864,0.07385609164040743,2018Q4,2259300.3
186,0.17560644075976492,0.06223365382816201,0.5449065473554845,0.1383358409676062,0.07891751708898219,2019Q1,2275072.5900000003
187,0.16443136678352857,0.060851501675052315,0.5608315509512801,0.14023119865343892,0.07365438193670021,2019Q2,2257311.59
188,0.16790888273826474,0.06223956561065955,0.5603223794406265,0.13660583958858705,0.07292333262186204,2019Q3,2242301.8000000003
189,0.16412784917197612,0.06580755302683129,0.5656482210001124,0.13645385482508116,0.06796252197599924,2019Q4,2243146.01
190,0.1539355731034225,0.06728631641168568,0.5697047988265691,0.1308828126170281,0.07819049904129467,2020Q1,2269086.17
191,0.15569036507253192,0.08176628976182514,0.5587720125444725,0.11426358376767584,0.08950774885349473,2020Q2,2266579.1799999997
192,0.15533643170316105,0.06046908796513878,0.5736979883343327,0.12802689752875526,0.08246959446861225,2020Q3,2230310.4699999997
193,0.16345710584730355,0.0674869974910296,0.5643887955161896,0.12172873573572868,0.08293836540974853,2020Q4,2193509.35
194,0.16567926955161003,0.07265994133294593,0.5601758121276714,0.11989540606201984,0.08158957092575288,2021Q1,2161509.59
195,0.17023669301751038,0.06099408057093508,0.5796181401162648,0.11129968248858975,0.07785140380670001,2021Q2,2109451.75
196,0.17052927929948383,0.062300270091084436,0.5795490379714731,0.120949637554933,0.0666717750830255,2021Q3,2084533.8200000003
197,0.1635510307596058,0.06356108482093054,0.5855794460433366,0.1198311416714587,0.06747729670466847,2021Q4,2116159.76
198,0.14995490243851212,0.06457457506716141,0.6054309165136714,0.11142741469180167,0.06861219128885335,2022Q1,2136379.37
199,0.1481191033089495,0.06465657211884177,0.6230913746902806,0.09856986978808488,0.0655630800938433,2022Q2,2172656.01
200,0.14594650526916347,0.0633039538716499,0.6382463428384372,0.08515733658255778,0.0673458614381917,2022Q3,2186039.6
201,0.14618955021433397,0.06512605632554895,0.6415119849128805,0.0777402154630634,0.06943219308417317,2022Q4,2187863.63
