,A,I,P,T,U,dates,Total,E
130,0.08753400832957833,0.19785820258554054,0.4362729413736805,0.16607284330515046,0.11226200440605015,2005Q1,203306.81,0.6023457846788309
131,0.07261786549349496,0.19726025464613936,0.4370496844939776,0.2147130448112207,0.07835915055516732,2005Q2,199882.08000000002,0.6517627293051983
132,0.07300891853038013,0.2093714662772522,0.4577194621835276,0.1911147719082294,0.06878538110061069,2005Q3,193740.44,0.648834234091757
133,0.08805984219536596,0.19165139522655095,0.42336831638755906,0.2150813955276048,0.08183905066291915,2005Q4,202289.37000000002,0.6384497119151639
134,0.08614939816498231,0.16460056895469707,0.4764083585643338,0.20454622199427225,0.06829545232171472,2006Q1,219736.3,0.680954580558606
135,0.07719715268370696,0.14521620256293571,0.5092026026107652,0.2154139525665467,0.05297008957604548,2006Q2,218777.24,0.7246165551773118
136,0.08724369934515855,0.1619128576621704,0.4725804660694631,0.21564385986494042,0.06261911705826767,2006Q3,217044.89999999997,0.6882243259344035
137,0.06792706689175157,0.13987986684268908,0.44888364910136386,0.2595831445969757,0.0837262725672197,2006Q4,223062.48000000004,0.7084667936983395
138,0.08723210110900326,0.1465704727447612,0.5196511132426576,0.17272905754392512,0.07381725535965275,2007Q1,220903.77000000002,0.6923801707865828
139,0.0771186560197533,0.14484147971193811,0.5145545695896137,0.18911651267842267,0.0743687820002723,2007Q2,221224.68,0.7036710822680363
140,0.09264274081920681,0.1502845970098196,0.5091123532613836,0.16833450454237556,0.07962580436721454,2007Q3,220996.69999999998,0.677446857803759
141,0.10979687171902575,0.1141634009332995,0.534419865826567,0.17049258101879936,0.07112728050230845,2007Q4,219256.52,0.7049124468453664
142,0.10866924537124123,0.13073906559663445,0.5311579035352308,0.15166553610820266,0.07776824938869077,2008Q1,234014.14,0.6828234396434335
143,0.0990066237533211,0.12533802556108412,0.5328283143763399,0.16366625714426405,0.07916077916499073,2008Q2,232929.87000000002,0.696494571520604
144,0.09654695575887381,0.11568377230725742,0.5364222117775951,0.16056822569293436,0.09077883446333948,2008Q3,236442.66999999998,0.6969904374705294
145,0.08314970434874921,0.12652386643805047,0.5145971134059365,0.19386193040019842,0.08186738540706538,2008Q4,242654.13999999998,0.7084590438061349
146,0.08016620684717421,0.12263245653926969,0.5344231468015999,0.1350086730380076,0.12776951677394852,2009Q1,237857.83000000002,0.6694318198396075
147,0.08024749472405839,0.11507751506335631,0.5485907797009172,0.14911362746005685,0.10697058305161132,2009Q2,229963.69,0.6977044071609739
148,0.08872284668261594,0.11126413686062836,0.5183040627821606,0.17142722976847186,0.11028172390612334,2009Q3,242769.59999999998,0.6897312925506325
149,0.07192683373666706,0.09961563257998865,0.5343101914405077,0.1654095294111301,0.12873781283170646,2009Q4,250268.34999999998,0.6997197208516378
150,0.06813133634472268,0.09306042872016314,0.49641420129058883,0.18245975722888613,0.1599342764156392,2010Q1,258427.78,0.678873958519475
151,0.0741445031383628,0.0795062482988848,0.506898089481163,0.17874348759737083,0.16070767148421866,2010Q2,264716.05,0.6856415770785338
152,0.07697411755176761,0.08745815143286954,0.5068878066925204,0.15798596914075727,0.17069395518208505,2010Q3,270131.71,0.6648737758332777
153,0.08671432077717363,0.07656838664266148,0.5226593926082714,0.15582107917746707,0.15823682079442633,2010Q4,276768.01,0.6784804717857386
154,0.08791545740027462,0.09719823150399713,0.4835198361514838,0.16659014151836976,0.16477633342587455,2011Q1,286899.15,0.6501099776698536
155,0.09202120506346179,0.09695287167657823,0.4895534261371136,0.1589840946267256,0.16248840249612054,2011Q2,291937.82000000007,0.6485375207638392
156,0.07614228019788727,0.10037015433847656,0.47989462704020097,0.1780325502780839,0.16556038814535126,2011Q3,288366.2,0.6579271773182849
157,0.06412017511524683,0.10368444860130699,0.4996100257891479,0.19022825584587102,0.1423570946484271,2011Q4,282595.61000000004,0.689838281635019
158,0.06971280668056179,0.07501529826855749,0.48577579794842457,0.17715229701073013,0.19234380009172605,2012Q1,275276.25,0.6629280949591547
159,0.05779544109274243,0.09444446301883316,0.5089570113882828,0.1666034557000132,0.17219962880012837,2012Q2,287133.72000000003,0.675560467088296
160,0.05793873431996885,0.09513148626333054,0.5098349630571082,0.15491604946006543,0.18217876689952697,2012Q3,279316.25,0.6647510125171736
161,0.058605935450009625,0.07836957795127168,0.5416794434252842,0.14710378802534305,0.17424125514809133,2012Q4,285185.79000000004,0.6887832314506273
