,A,I,P,T,U,dates,Total,E
130,0.06363790757695438,0.4191688134675422,0.2707363650064219,0.1667991235470193,0.07965779040206221,2005Q1,6030201.41,0.4375354885534412
131,0.06311597689073269,0.4135305034453146,0.27516086821342484,0.17870870250805235,0.0694839489424754,2005Q2,6057239.210000001,0.4538695707214772
132,0.061978006700846404,0.41168032654098513,0.2706801111879686,0.19147788039703822,0.06418367517316163,2005Q3,6066364.99,0.4621579915850068
133,0.06113107482017458,0.4073942336306286,0.2811346214185453,0.18256694486519706,0.06777312526545455,2005Q4,6026337.85,0.46370156628374226
134,0.06042812722508509,0.4042014928865638,0.2830860301465743,0.1835030392300379,0.06878131051173896,2006Q1,6055400.47,0.4665890693766122
135,0.06235997188886261,0.40254011790187844,0.27966197134723264,0.19093161880671566,0.06450632005531057,2006Q2,6093200.630000001,0.4705935901539483
136,0.06043228213156911,0.4014590317948263,0.27977970313071615,0.19532277753505747,0.06300620540783096,2006Q3,6122113.33,0.4751024806657736
137,0.06387154655925666,0.39915603943967193,0.28554136399434416,0.18873658824981404,0.06269446175691323,2006Q4,6111683.7,0.4742779522441582
138,0.06165366826823778,0.4050238917554506,0.29905211855834773,0.1716821777998836,0.06258814361808031,2007Q1,6129974.43,0.47073429635823133
139,0.06293607353356842,0.3991263624243381,0.3051899666996438,0.17415317527808427,0.05859442206436552,2007Q2,6150417.6899999995,0.4793431419777281
140,0.06394402676547443,0.3937475194187215,0.3044812051733785,0.18081206611857584,0.057015182523849774,2007Q3,6162063.76,0.4852932712919543
141,0.061824288698268476,0.40031589993615446,0.3049390421944053,0.17191639975318715,0.061004369417984546,2007Q4,6146617.260000001,0.47685544194759244
142,0.061152112149437554,0.40078931713450056,0.30850806063550656,0.1633458486208559,0.06620466145969932,2008Q1,6152779.140000001,0.47185390925636245
143,0.06091400871089447,0.396703267439515,0.3138358083673141,0.1647714415345471,0.06377547394772938,2008Q2,6189626.13,0.4786072499018612
144,0.06266064014214404,0.3902595494395793,0.3071244755595024,0.17067352471293368,0.06928181014584059,2008Q3,6189856.17,0.47779800027243613
145,0.06407566073645271,0.3865790071266709,0.3122965942027147,0.15519180903883092,0.08185692889533067,2008Q4,6177918.19,0.4674884032415457
146,0.056069144455465764,0.38362689895197066,0.31667135742260644,0.138387205586596,0.10524539358336109,2009Q1,6192605.28,0.4550585630092025
147,0.05633274911825363,0.38294377466177565,0.3196503972088476,0.13618038570919985,0.10489269330192329,2009Q2,6192667.95,0.45583078291804746
148,0.05814393537402811,0.38168057226196866,0.31078677672002475,0.1411088018772477,0.10827991376673073,2009Q3,6168630.79,0.4518955785972725
149,0.05837101177963618,0.3836444007562399,0.31102612554391845,0.13431157478818262,0.11264688713202292,2009Q4,6153016.01,0.44533770033210107
150,0.05842341126360959,0.384586006691306,0.31347421809784237,0.12570127678585183,0.11781508716139037,2010Q1,6114402.809999999,0.43917549488369423
151,0.05460008814274725,0.38467774017926226,0.30964674967891137,0.13116804404896568,0.11990737795011333,2010Q2,6131758.050000001,0.4408147937278771
152,0.05420336186627263,0.37328498662704157,0.30819769997032004,0.1378353532923572,0.12647859824400848,2010Q3,6117438.450000001,0.4460330532626772
153,0.05430359520855541,0.3787948925027121,0.3123087115306828,0.12953742287981282,0.12505537787823695,2010Q4,6091895.55,0.4418461344104956
154,0.05536918571645806,0.3801688295159891,0.30783099362948957,0.12667723092287847,0.12995376021518468,2011Q1,6094500.680000001,0.43450822455236804
155,0.05618000623641136,0.3687696324504058,0.31614495380160706,0.13233822227577222,0.1265671852358037,2011Q2,6148856.739999999,0.44848317607737925
156,0.05690056501289643,0.3648009880122798,0.30943035400704005,0.13287896811592306,0.1359891248518606,2011Q3,6134838.73,0.44230932212296314
157,0.05561292592533414,0.3732779029426708,0.3021638618099948,0.12507589749806383,0.14386941182393634,2011Q4,6136549.45,0.4272397593080587
158,0.05617820925397011,0.37203316834577904,0.30280283886420184,0.11596879701414617,0.15301698652190274,2012Q1,6154557.16,0.41877163587834804
159,0.05550674060087651,0.3648686298345078,0.30456384533494973,0.11717843496446119,0.15788234926520472,2012Q2,6132672.11,0.42174228029941097
160,0.05735568204850908,0.3596425600819129,0.2989869812098134,0.11994212822881907,0.1640726484309456,2012Q3,6156901.59,0.41892910943863243
161,0.055252554519285534,0.3679824836366335,0.2966823042519647,0.11022427005300678,0.16985838753910942,2012Q4,6112149.98,0.4069065743049714
162,0.05343410436325723,0.36768769452934663,0.29326410758362975,0.10764825893830005,0.17796583458546647,2013Q1,6114106.409999999,0.4009123665219298
163,0.056229962989906464,0.3738001979895421,0.2911020718320238,0.10702786121826373,0.17183990597026397,2013Q2,6102716.27,0.3981299330502875
164,0.05687239209608403,0.3672594761100467,0.2903478399336754,0.11369203807758692,0.1718282537826068,2013Q3,6096562.800000001,0.40403987801126234
165,0.057343052794342146,0.3707835289751381,0.2891871392463913,0.11113358593031517,0.17155269305381343,2013Q4,6099814.239999999,0.4003207251767064
166,0.05594128167753646,0.37120391934811336,0.28854429408336113,0.10900539008931831,0.17530511480167074,2014Q1,6097422.15,0.3975496841726794
167,0.057142573073001426,0.36565393395462886,0.29061153137256757,0.11508362699011848,0.17150833460968376,2014Q2,6116201.829999999,0.40569515836268605
168,0.058849547758835684,0.3615170189044125,0.2930936196996469,0.12084696647364376,0.16569284716346114,2014Q3,6120997.42,0.41394058617329066
