,A,I,P,T,U,dates,Total,E
130,0.16752883968214347,0.0446399647821322,0.5722467691174653,0.17501467613162186,0.04056975028663709,2005Q1,1196347.27,0.7472614452490872
131,0.17651910121125258,0.04665045600059908,0.5566353933061228,0.17671311188676259,0.04348193759526304,2005Q2,1198490.75,0.7333485051928853
132,0.15989256187562856,0.03987937354463017,0.5628461987827025,0.19341290870770914,0.04396895708932963,2005Q3,1202396.27,0.7562591074904116
133,0.16022262028468234,0.04668663008988614,0.5746785607541716,0.1835336941668953,0.03487849470436471,2005Q4,1233826.47,0.7582122549210668
134,0.16457018744472998,0.03946257026111249,0.5680825684812657,0.1867330416109334,0.04115163220195831,2006Q1,1238533.62,0.7548156100921991
135,0.162941764675201,0.0399286623678086,0.5677884299094539,0.18585769962294618,0.043483443424590526,2006Q2,1261925.8199999998,0.7536461295324001
136,0.1676093753772383,0.04474492183992393,0.5577354842575691,0.18559365330087815,0.04431656522439036,2006Q3,1276132.9700000002,0.7433291375584473
137,0.17054298331776063,0.04112371626958736,0.560184643799145,0.18905427614517115,0.03909438046833587,2006Q4,1326926.77,0.7492389199443161
138,0.17135464704356096,0.03938784355737684,0.5543219478975616,0.1912075927025956,0.04372796879890505,2007Q1,1345081.0,0.7455295406001573
139,0.17741394808040015,0.04211037321501608,0.5510110021299779,0.18198284677308593,0.047481829801520097,2007Q2,1351802.7899999998,0.7329938489030638
140,0.18217064433418664,0.04367228440808764,0.5545545658520636,0.1793398343837323,0.0402626710219298,2007Q3,1350320.25,0.7338944002357959
141,0.17539820032634376,0.0474656716540287,0.5520256955267369,0.18000920327713194,0.04510122921575866,2007Q4,1390374.3,0.7320348988038688
142,0.17693769352018662,0.04438576564362602,0.5554939991928127,0.16937700949430182,0.05380553214907286,2008Q1,1399873.3399999999,0.7248710086871145
143,0.17226642267164483,0.03622869806182272,0.5609593032558213,0.17040668318573704,0.06013889282497409,2008Q2,1398738.92,0.7313659864415584
144,0.16888340125795975,0.04720292829748028,0.5679538442561298,0.14798862932531218,0.06797119686311788,2008Q3,1415061.1500000001,0.715942473581442
145,0.15942846572104868,0.04278478409129398,0.5565519391598633,0.14118677212514621,0.10004803890264771,2008Q4,1433983.6300000001,0.6977387112850095
146,0.15980403143150565,0.0372433379300897,0.5446043115415026,0.11961564866819613,0.13873267042870607,2009Q1,1412902.0899999999,0.6642199602096986
147,0.15477537849430859,0.04217311440767635,0.543331284503441,0.13425671146558615,0.1254635111289878,2009Q2,1417166.62,0.6775879959690272
148,0.14781777124886,0.046282556925410084,0.5437904883153587,0.1363766944153809,0.12573248909499024,2009Q3,1419952.8800000001,0.6801671827307395
149,0.14752520553663662,0.042170997238641934,0.5359019350431967,0.13577445299403842,0.13862740918748617,2009Q4,1429832.6800000002,0.6716763880372352
150,0.14612466839365132,0.04177236833264535,0.5337533747398764,0.1347727754887773,0.14357681304504957,2010Q1,1430728.79,0.6685261502286537
151,0.14444342689346787,0.04201667709619446,0.5324217695573576,0.13373190757605574,0.14738621887692432,2010Q2,1427501.51,0.6661536771334133
152,0.13882640626112766,0.04273214557897009,0.5411318523419366,0.1375234011469503,0.13978619467101538,2010Q3,1416655.99,0.6786552534888869
153,0.14197342763786722,0.04536762701866573,0.5368511236769341,0.1304665826453299,0.14534123902120302,2010Q4,1414696.21,0.6673177063222641
154,0.13126851228848926,0.04220144888602528,0.5402977100164791,0.1264894480543517,0.15974288075465456,2011Q1,1435178.4500000002,0.6667871580708308
155,0.1292516117078459,0.04219332688348961,0.5505183200890664,0.13848526921105378,0.13955147210854427,2011Q2,1395372.31,0.6890035893001202
156,0.12309277989478551,0.04300908503040233,0.5451867238275564,0.14471414775255065,0.1439972634947052,2011Q3,1387755.4,0.6899008715801069
157,0.12411403107038274,0.04175276004485845,0.5296587622046435,0.13103062151575676,0.1734438251643585,2011Q4,1387582.52,0.6606893837204003
158,0.13381427938138588,0.047790903903519644,0.5095081336040317,0.11752285977791094,0.1913638233331519,2012Q1,1367529.69,0.6270309933819426
159,0.13980039657677779,0.03791215382895724,0.5082510701091759,0.1329299734832723,0.1811064060018166,2012Q2,1330763.7500000002,0.6411810435924482
160,0.1361476358703179,0.04214353524787181,0.5255314101879075,0.12922004504368953,0.16695737365021332,2012Q3,1319243.6199999999,0.6547514552315971
161,0.13187941231873831,0.05007876228494077,0.5176542251479208,0.12459528130448237,0.17579231894391786,2012Q4,1365602.8399999999,0.6422495064524032
162,0.12662642625977386,0.0488884667062759,0.5196245132962446,0.11852202443453258,0.186338569303173,2013Q1,1333914.61,0.6381465377307772
163,0.13880301287369623,0.04731559841340948,0.5067181493176094,0.13335212217040912,0.17381111722487566,2013Q2,1336183.4600000002,0.6400702714880185
164,0.1400060966104177,0.05135246561566378,0.5013761021571509,0.12889330459595866,0.17837203102080898,2013Q3,1344845.65,0.6302694067531096
165,0.14108365600941258,0.04853725408110652,0.5156755590912709,0.12837005800577708,0.1663334728124329,2013Q4,1310638.42,0.644045617097048
166,0.13852836384910536,0.05429082767500796,0.5171064763319817,0.12257839567416907,0.1674959364697359,2014Q1,1310492.27,0.6396848720061509
167,0.14309786679103803,0.04330849189561648,0.5168586174021749,0.1353119633070791,0.16142306060409156,2014Q2,1289342.98,0.652170580709254
168,0.14683919698383657,0.04428037930012217,0.5121125824890891,0.13810086769876664,0.15866697352818557,2014Q3,1281837.71,0.6502134501878557
169,0.14072104439454133,0.03987499349424562,0.5056904020249421,0.14466841752234197,0.16904514256392886,2014Q4,1266378.8900000001,0.6503588195472841
170,0.14767249139122007,0.05013634995690337,0.4996415207169076,0.14863004130893093,0.15391959662603802,2015Q1,1256362.7,0.6482715620258386
171,0.14831208422477718,0.036844539581414794,0.5009667420338444,0.16529817655626025,0.1485784576037034,2015Q2,1253803.97,0.6662649185901046
172,0.14790679131772572,0.04244755406583049,0.50671770735776,0.17042998895099573,0.13249795830768812,2015Q3,1221621.39,0.6771476963087557
173,0.14793018543953557,0.04290543051809707,0.5164675269959568,0.16578045505179548,0.1269164019946152,2015Q4,1215063.44,0.6822479820477523
174,0.14058585147622027,0.04516071615102471,0.517729817443458,0.16421639520334413,0.13230721972595294,2016Q1,1236676.5799999998,0.6819462126468021
175,0.1372239362119727,0.04120751323348879,0.5327073595881342,0.17725780645479544,0.11160338451160891,2016Q2,1211458.69,0.7099651660429296
176,0.13962464004914552,0.04474231159483232,0.5256163792769142,0.1744783059219615,0.11553836315714631,2016Q3,1215850.0100000002,0.7000946851988757
177,0.13734362154143717,0.0531323895323966,0.5253838202275105,0.17564392436458534,0.10849624433407062,2016Q4,1215676.5499999998,0.7010277445920957
178,0.14821754716920538,0.053259914408270534,0.5198880006469324,0.171543611571098,0.10709092620449374,2017Q1,1214346.2999999998,0.6914316122180304
179,0.15535439618431598,0.04533912989726246,0.5297196270593705,0.16503992316549734,0.10454692369355369,2017Q2,1216536.8,0.6947595502248679
180,0.15397316871204708,0.049513016523123024,0.5355445621468126,0.16900087268911995,0.09196837992889739,2017Q3,1199235.76,0.7045454348359325
181,0.1450817240284162,0.04961023546186231,0.538790039115388,0.16739656327912356,0.09912143811520982,2017Q4,1186172.56,0.7061866023945116
182,0.14462550420470463,0.047215981402437025,0.5556051749684481,0.15674534551510338,0.09580799390930694,2018Q1,1180765.46,0.7123505204835514
183,0.1496655142772129,0.04152480041354672,0.5504901919308295,0.17410335928140216,0.08421613409700876,2018Q2,1191333.3599999999,0.7245935512122317
184,0.1477064203262724,0.03993466177147241,0.5552877455469863,0.18100103368020712,0.07607013867506171,2018Q3,1230777.17,0.7362887792271935
185,0.14008653603180135,0.04656753228143386,0.5586995460314735,0.18137857347811853,0.07326781217717274,2018Q4,1218317.94,0.7400781195095921
186,0.15199727049890668,0.04603895221579164,0.5595625824691988,0.16366580453778334,0.07873539027831956,2019Q1,1226920.19,0.7232283870069821
187,0.13751376125384668,0.04357611624860708,0.5796247935926249,0.16423775329266938,0.07504757561225202,2019Q2,1202706.54,0.7438625468852943
188,0.13812633720634587,0.04823760880616013,0.5734241764000827,0.16145089549505076,0.07876098209236053,2019Q3,1193874.27,0.7348750718951335
189,0.13924997633587713,0.05678264603850355,0.5682413876727095,0.16680452206583868,0.0689214678870712,2019Q4,1193895.93,0.7350459097385481
190,0.1380701487870756,0.05870579287243873,0.5647376552856821,0.16003175947702633,0.07845464357777712,2020Q1,1220561.6600000001,0.7247694147627084
