,A,I,P,T,U,dates,Total
130,0.21229677699360675,0.03879299745978761,0.5592336880937739,0.1492239010723019,0.040452636380529684,2005Q1,3586515.0700000003
131,0.20679457422768907,0.03659829439909158,0.5596901264573199,0.1645784577776476,0.032338547138251975,2005Q2,3599286.3099999996
132,0.2040055650270532,0.038172270031042996,0.5550385524654659,0.16645454507865468,0.03632906739778335,2005Q3,3639838.55
133,0.20731887543252067,0.0376166587440347,0.5497140289782605,0.17166092324781196,0.03368951359737206,2005Q4,3678575.5200000005
134,0.211885587603517,0.03771467925945654,0.544425637940704,0.17104807607096642,0.034926019125356,2006Q1,3707310.8600000003
135,0.21515025283820188,0.03582112733186457,0.5423282805845981,0.17179080171327468,0.034909537532060594,2006Q2,3705822.5100000002
136,0.2184450065778254,0.03828141514177173,0.5433216875180743,0.16585645651430986,0.03409543424801877,2006Q3,3704818.63
137,0.21944106920179685,0.0398269179261665,0.5390391832314171,0.16907304817297297,0.032619781467646776,2006Q4,3708342.4399999995
138,0.2171041422663003,0.03777270288541618,0.5529566597807561,0.15721184678475109,0.03495464828277636,2007Q1,3745725.86
139,0.2213509250298113,0.03503904072692999,0.5583576168464639,0.15414026908628856,0.031112148310506137,2007Q2,3773709.1900000004
140,0.21940452650678038,0.0350170974219658,0.5588255561953872,0.15348499161432771,0.03326782826153886,2007Q3,3799558.21
141,0.21412616048538732,0.034562983904477436,0.5601253575543345,0.15249671189381325,0.03868878616198752,2007Q4,3819356.58
142,0.2068582258550716,0.03407145220024298,0.5591530296754338,0.15451384189767947,0.04540345037157219,2008Q1,3851562.57
143,0.20515659621835625,0.03185092162108691,0.5603685067575808,0.14871451978874767,0.05390945561422841,2008Q2,3860889.85
144,0.20518427008508833,0.03594184467875466,0.5533791344014406,0.14199095104213008,0.0635037997925862,2008Q3,3898824.6500000004
145,0.20011730341979148,0.0364359119957536,0.5429072513843383,0.13623451162923203,0.08430502157088457,2008Q4,3918061.39
146,0.18207893379847997,0.0345166407767851,0.5440633301709109,0.1198296214992552,0.11951147375456882,2009Q1,3925471.8
147,0.18141290271199526,0.033574636303087275,0.5353841219710523,0.12308556864245014,0.12654277037141495,2009Q2,3942706.0
148,0.18394220876343145,0.03950884178910158,0.5315741876590983,0.12212203984445541,0.12285272194391336,2009Q3,3938785.42
149,0.18060676153429134,0.03868107518821356,0.5308042501415272,0.12294957761814054,0.1269583355178274,2009Q4,3963160.26
150,0.18024068200171167,0.03672505524949547,0.526545791645152,0.11760649899021806,0.13888197211342285,2010Q1,3996724.28
151,0.1827389379960945,0.03386094949550144,0.5326095944065188,0.12052509149631759,0.13026542660556767,2010Q2,4017033.25
152,0.18055067117122547,0.03415050095317716,0.5297046765707801,0.12187852836480038,0.13371562294001674,2010Q3,4049441.33
153,0.18151794274556401,0.03382250955790907,0.5316768441001412,0.11814084741098003,0.1348418561854057,2010Q4,4064999.9600000004
154,0.17784929823656978,0.034381722439965026,0.5244913997090247,0.12104043464354611,0.14223714497089435,2011Q1,4057822.59
155,0.17137911485936685,0.03671749808309903,0.5263249091441173,0.12236135785185936,0.14321712006155732,2011Q2,4056991.0200000005
156,0.1702916992003147,0.03523316060391527,0.5234964214276754,0.12398546086831874,0.14699325789977585,2011Q3,4064625.13
157,0.169822231551154,0.035213638241579616,0.5157727979998763,0.1221511157760654,0.1570402164313249,2011Q4,4095026.4499999993
158,0.16661436547601408,0.03557603439388632,0.5208492904524511,0.1118880528107812,0.16507225686686727,2012Q1,4068390.49
159,0.16873273655662066,0.035077362670753315,0.5127260471788525,0.1098915111432051,0.17357234245056838,2012Q2,4032183.7
160,0.1732526140047003,0.035025702241302185,0.5092420767393472,0.10414452884110774,0.17833507817354272,2012Q3,4068357.26
161,0.1720348324980538,0.03511674377469337,0.5057371637432173,0.10471565996218629,0.1823956000218492,2012Q4,4046463.73
162,0.1727981544883955,0.032790119077224525,0.5064682928715116,0.10033336166171636,0.18761007190115206,2013Q1,4025879.86
163,0.17308764941085855,0.035761439481944386,0.5039783095641278,0.1059808305304097,0.18119177101265946,2013Q2,4022576.6100000003
164,0.17221424955660783,0.03556407928271311,0.5032352835332146,0.10739330258623674,0.18159308504122784,2013Q3,4010884.94
165,0.16765745770601667,0.031089085195705985,0.5075505236909651,0.11840952264015689,0.17529341076715538,2013Q4,4010798.62
166,0.16846223233880409,0.035377266072934406,0.5041250330259858,0.11295854425956324,0.17907692430271266,2014Q1,3981107.5199999996
167,0.1682401769567192,0.0317699210420754,0.5137402510536083,0.12118800925280916,0.16506164169478793,2014Q2,3949693.48
168,0.17145080480540917,0.03524180117174437,0.5162578748877629,0.12290497794263022,0.15414454119245324,2014Q3,3954954.7800000003
169,0.17538778114526377,0.031702321980751354,0.5174445618585001,0.12429002301808223,0.1511753119974026,2014Q4,3985023.56
170,0.17194274854481148,0.03149894337461449,0.5210999109439189,0.1218076542307838,0.1536507429058714,2015Q1,3976314.6499999994
171,0.17332159509673348,0.027079914541238412,0.5303514537888546,0.1332125803918618,0.13603445618131163,2015Q2,3959561.24
172,0.17692592404463964,0.03303634260787517,0.5318466463777548,0.13453138597972128,0.12365970099000913,2015Q3,3949819.19
173,0.17465960238248884,0.031213065168281828,0.5375384463559757,0.1333334467656994,0.1232554393275543,2015Q4,3949490.04
174,0.1747047065628368,0.029879391852605575,0.545771070494062,0.12713235013878185,0.12251248095171376,2016Q1,3938858.28
175,0.1772497497652365,0.029823585417972323,0.5520629248682071,0.127647766752118,0.11321597319646605,2016Q2,3913704.8200000003
176,0.17600604685683494,0.03005289765149245,0.5567853442219698,0.1342960691943646,0.10285964207533824,2016Q3,3920357.4099999997
177,0.17550183401503788,0.03153861512702475,0.5614408511946253,0.13208683371003635,0.09943186595327574,2016Q4,3898176.87
178,0.17577577518919438,0.03568215060058138,0.5611537605610253,0.12579171943252995,0.10159659421666907,2017Q1,3877167.3699999996
179,0.1776998901056949,0.03534092031752577,0.5643385594697339,0.1350725634149845,0.08754806669206101,2017Q2,3853666.4799999995
180,0.17719804095798716,0.040174093695821214,0.5633034851543676,0.13744608966042204,0.08187829053140198,2017Q3,3871418.7600000002
181,0.17370237974729247,0.03587752641423425,0.5698456971571855,0.1373925567534493,0.08318183992783837,2017Q4,3877407.5000000005
182,0.17640193846583752,0.035129168609108356,0.572742346697994,0.13165560389877284,0.08407094232828742,2018Q1,3873968.71
183,0.17501470474444397,0.03512721187917736,0.5792441277211218,0.13322252709527133,0.07739142855998567,2018Q2,3867646.2699999996
184,0.1767065875816301,0.035454821421302976,0.5811229988240285,0.133447206393105,0.07326838577993341,2018Q3,3841207.05
185,0.17916839805549334,0.03399536876375405,0.5758243003063612,0.14096942788730601,0.07004250498708527,2018Q4,3844144.2100000004
186,0.17776804743891,0.0322448648372937,0.5814500344057935,0.13738678434180207,0.07115026897620072,2019Q1,3817932.58
187,0.17387590962987598,0.03026648633875546,0.5851134909147484,0.14030553563263085,0.07043857748398925,2019Q2,3811382.6200000006
188,0.17358430132514646,0.03654226049400278,0.584305180220527,0.1346308763132709,0.07093738164705293,2019Q3,3797592.3799999994
189,0.1752932655513113,0.03375151202606389,0.588850276087543,0.1306880456570007,0.07141690067808099,2019Q4,3758235.4800000004
190,0.1783733229131389,0.046669424513454016,0.5835199447832272,0.12106679198254083,0.07037051580763906,2020Q1,3743500.1999999997
191,0.17518099512556198,0.06654182112848478,0.5748256118683476,0.10234546468493515,0.0811061071926706,2020Q2,3718408.15
192,0.1718203846046563,0.046744956634506105,0.5872916830635119,0.11634463052658336,0.07779834517074226,2020Q3,3693672.91
193,0.17564281083100017,0.043882630233626096,0.5899495970954172,0.11846982602234526,0.07205513581761122,2020Q4,3666046.66
194,0.1731972143570745,0.048588988204948905,0.5950056818923868,0.11014698441223907,0.07306113113335083,2021Q1,3658481.82
195,0.17862387179013559,0.041925005121277954,0.6043901832856922,0.11299253669776889,0.0620684031051253,2021Q2,3634590.85
196,0.17082002882064523,0.03929378443355331,0.604230053214006,0.11707042173041571,0.06858571180137968,2021Q3,3626150.6
197,0.17952828857784317,0.03696105436803147,0.6066083447732665,0.11491837911358405,0.06198393316727476,2021Q4,3591993.58
198,0.1859331294910172,0.03997020144141757,0.6038722459935302,0.10574810472769616,0.06447631834633887,2022Q1,3531164.0900000003
199,0.18638354766389814,0.03887300625986183,0.6195415930066367,0.09840919073805514,0.05679266233154836,2022Q2,3516742.1599999997
200,0.17636911033309433,0.04503385307493334,0.6380066558743425,0.0846016402189544,0.05598874049867531,2022Q3,3489696.2900000005
201,0.17387699593418393,0.04249713300148436,0.647341603734338,0.07573040417348062,0.060553863156513184,2022Q4,3466098.76
