,A,I,P,T,U,dates,Total
130,0.1034029578779445,0.3781807489484584,0.34766884993037733,0.10812360091204404,0.06262384233117581,2005Q1,2688519.32
131,0.10305251137241112,0.3729158424652311,0.3478320194639076,0.12307808843059495,0.0531215382678552,2005Q2,2685351.83
132,0.1010993094884225,0.3878042455911586,0.33889890686785745,0.12204853201716861,0.050149006035392955,2005Q3,2696951.1599999997
133,0.09850824932569553,0.37227648116502476,0.3420212379171475,0.13316137102066627,0.0540326605714658,2005Q4,2746997.2500000005
134,0.10018439385960838,0.3607174325971619,0.34946986104368466,0.12597150070938992,0.0636568117901552,2006Q1,2723170.94
135,0.10012124723308398,0.35220144048643337,0.35781906270879255,0.14071469740890546,0.04914355216278459,2006Q2,2740953.27
136,0.09706686290615144,0.3509847113609353,0.35912364402838703,0.14117515655169638,0.05164962515282974,2006Q3,2752989.97
137,0.09625552066066609,0.33304893801837704,0.3735421179314304,0.13979779121032657,0.057355632179199964,2006Q4,2797830.9
138,0.10139000140441444,0.3294704439309832,0.38196662029145567,0.12418952762960665,0.06298340674354012,2007Q1,2792195.7399999998
139,0.0970310210360623,0.3239365883394518,0.3906070185166592,0.13000408129531973,0.058421290812506965,2007Q2,2829273.33
140,0.09507433164162946,0.3263977061099251,0.39527756110750895,0.12472525262327809,0.05852514851765835,2007Q3,2810645.58
141,0.09515516645456278,0.31281720973683014,0.4019590441530406,0.1303181314147524,0.05975044824081394,2007Q4,2851212.9200000004
142,0.09219982286593084,0.31190391026155134,0.39963085491785594,0.12824794823830882,0.06801746371635317,2008Q1,2874918.4299999997
143,0.09907078069937615,0.3061766689590065,0.40102832876584477,0.12345530900182501,0.07026891257394746,2008Q2,2866779.6700000004
144,0.10193290134508234,0.3065237771271003,0.3994477646852378,0.12108016451377242,0.07101539232880713,2008Q3,2894135.81
145,0.09869189654000932,0.2923940227905837,0.4023395518589283,0.12118048049157333,0.08539404831890533,2008Q4,2907750.89
146,0.09096455831890228,0.2850183178646208,0.41148675075067037,0.11089300492417617,0.10163736814163031,2009Q1,2918634.41
147,0.09084270007717825,0.2827271318963439,0.4123268478097201,0.10793443762320626,0.10616888259355142,2009Q2,2912970.66
148,0.08864321664345931,0.2787513256025703,0.4161855206365884,0.11640998444179172,0.1000099526755902,2009Q3,2923736.41
149,0.08523421084294405,0.2668530869309784,0.42915124875714583,0.10798437328408068,0.11077708018485101,2009Q4,2952407.93
150,0.08387453657158295,0.2614854941846234,0.4246647314039372,0.11059010375147313,0.11938513408838336,2010Q1,2957217.77
151,0.08557780892047316,0.2528746034801368,0.4294918446553651,0.1085425102962302,0.12351323264779471,2010Q2,2897922.29
152,0.08690884792006467,0.2570052891964928,0.42505846711590994,0.11141180709107709,0.11961558867645541,2010Q3,2891159.37
153,0.0880414481347127,0.23983812444287475,0.4284819310043721,0.11405440778288363,0.12958408863515686,2010Q4,2908075.86
