
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |  27873306  108948940   98513331   40474237   25995144 | 301804958 
       131 |  29433207  107332366   99262410   44518699   21927446 | 302474128 
       132 |  28752362  110905467  102793417   43840983   19868947 | 306161176 
       133 |  29050345  106131273  105205525   46909320   22062842 | 309359305 
       134 |  28255514  104931665  104563207   49231910   23507870 | 310490166 
       135 |  28633424  102211053  105565673   49526489   23479377 | 309416016 
       136 |  28726959  105103602  105168704   48947312   22495256 | 310441833 
       137 |  27935466   98836209  108612699   50879831   24221897 | 310486102 
       138 |  28855490   97028038  114484832   48548243   23836909 | 312753512 
       139 |  28949300   99311577  115680147   47262075   20493448 | 311696547 
       140 |  28621842  104426570  115370798   45174019   21500902 | 315094131 
       141 |  28902049   97183487  118649589   48933398   23254093 | 316922616 
       142 |  28904275   94639172  120603490   49214177   25917696 | 319278810 
       143 |  27835591   95864886  124812428   47356009   27073550 | 322942464 
       144 |  28651805   96237423  123882209   45859033   28406780 | 323037250 
       145 |  28573459   86272313  126460029   47508238   36600412 | 325414451 
       146 |  26751877   82888378  129219489   43550269   42344045 | 324754058 
       147 |  27213788   82527258  131453745   41950568   44042606 | 327187965 
       148 |  26757580   84773415  129460778   42245780   41309751 | 324547304 
       149 |  26060729   81604568  130562708   41831511   45373409 | 325432925 
       150 |  26445436   80502871  130961924   39590652   47984717 | 325485600 
       151 |  26629167   80447085  132521585   38333027   48535930 | 326466794 
       152 |  25220637   82795016  131489750   39121358   47954391 | 326581152 
       153 |  25698915   75906899  132901111   39990749   51009779 | 325507453 
       154 |  25032375   72533388  131947881   40118103   54189108 | 323820855 
       155 |  24231506   71124800  131691146   42029187   51718475 | 320795114 
       156 |  23991956   73451250  130322306   40896351   53360423 | 322022286 
       157 |  24722224   69011685  132655269   39306339   58720053 | 324415570 
       158 |  26077541   63997136  132548381   37992621   62618442 | 323234121 
       159 |  23840674   64846534  133903886   37411683   60189893 | 320192670 
       160 |  25076834   65513931  131204556   37854237   59896800 | 319546358 
       161 |  25226911   59796112  131447753   35319990   65057758 | 316848524 
       162 |  24148757   58860063  130769896   31864672   68368265 | 314011653 
       163 |  24091641   58831043  129624276   34139613   65059455 | 311746028 
       164 |  24793691   61368666  126736944   34823808   61952754 | 309675863 
       165 |  24760959   55840581  128354282   34376032   66425854 | 309757708 
       166 |  24043288   54939808  129687830   34251944   63819094 | 306741964 
       167 |  23837180   57412601  131604354   33309519   58250448 | 304414102 
       168 |  25182701   59892227  130428019   33872336   56832551 | 306207834 
       169 |  23779922   54713889  134487518   35232941   59014370 | 307228640 
       170 |  24283088   55472609  135412723   32435340   58755412 | 306359172 
       171 |  24398220   54137411  134176651   35388630   56138965 | 304239877 
       172 |  22952886   60195548  130736960   38038824   49044341 | 300968559 
       173 |  22057160   52671681  132708944   38075344   52978228 | 298491357 
       174 |  22002102   52904421  131891350   37064016   51248988 | 295110877 
       175 |  22470432   51541640  131731324   39213807   48862036 | 293819239 
       176 |  22211487   53664896  131576528   39765166   44589935 | 291808012 
       177 |  23453120   52649740  129457010   38640430   43768437 | 287968737 
       178 |  22237197   52151989  127739691   39202369   45148830 | 286480076 
       179 |  22682220   52179022  128404719   40460733   39961477 | 283688171 
       180 |  23162464   55214722  129440934   36918443   37680378 | 282416941 
       181 |  23175744   51679664  131272768   39977789   38096003 | 284201968 
       182 |  22702263   52691658  131485055   39217251   38434114 | 284530341 
       183 |  22099694   52221674  132468552   41360434   33193220 | 281343574 
       184 |  23029813   53927136  129455224   41768559   30316562 | 278497294 
       185 |  23197672   51065648  130984010   41674133   31396281 | 278317744 
       186 |  22668793   52218522  130209075   39978779   31183405 | 276258574 
       187 |  23409942   49760326  129155193   41803534   31460750 | 275589745 
       188 |  21165869   49751373  128640695   39081683   31738615 | 270378235 
       189 |  22042547   47305262  126274866   41049383   31674216 | 268346274 
       190 |  22031375   49179911  123576218   38913698   32532426 | 266233628 
       191 |  20112100   61884941  118300020   33823818   28429333 | 262550212 
       192 |  20061852   53221512  119452927   33363307   31685692 | 257785290 
       193 |  19418209   47505162  118714216   37111303   34632051 | 257380941 
       194 |  21540463   47728162  117051820   35417185   32769923 | 254507553 
       195 |  22573235   44213899  117062987   37175638   30956667 | 251982426 
       196 |  22889871   44288721  114757629   39385253   28821847 | 250143321 
       197 |  22994754   42975027  114151404   38600099   28212697 | 246933981 
       198 |  23529255   44519440  108294652   37028567   27224039 | 240595953 
       199 |  22141758   44973545  111462736   33009001   25076790 | 236663830 
       200 |  22148122   43777513  114835514   27368287   25050935 | 233180371 
       201 |  20540132   41821204  121354439   25012910   23651440 | 232380125 
-----------+-------------------------------------------------------+----------
     Total |1776954522 4888437224 8947850709 2860920976 2899384973 | 2.137e+10 
