
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |  74801485   13093040  199292435   52102498   13973182 | 353262640 
       131 |  71981517   12256192  202410360   56855179   11199868 | 354703116 
       132 |  71744840   13173078  203547899   58872575   12689506 | 360027898 
       133 |  73570368   13122887  204748504   61312540   11968148 | 364722447 
       134 |  75878482   12642203  203566025   61821484   12751068 | 366659262 
       135 |  77801755   11692854  201204784   61757750   12244544 | 364701687 
       136 |  79281234   13016569  201609639   59451127   11534073 | 364892642 
       137 |  79796789   13585575  199700992   60417822   11330713 | 364831891 
       138 |  79745259   12380817  205797651   56361755   12263394 | 366548876 
       139 |  82017346   11842438  207349900   55855169   10848096 | 367912949 
       140 |  81079496   11544748  209439905   56567830   11922270 | 370554249 
       141 |  79299873   12373024  212047760   55640336   13470892 | 372831885 
       142 |  77382239   12025476  214509371   56522816   16695358 | 377135260 
       143 |  77076974   11280493  214482793   55481277   19944740 | 378266277 
       144 |  78367423   13071833  213205065   52978468   24340592 | 381963381 
       145 |  76115520   12634097  210064042   51802169   31916593 | 382532421 
       146 |  70045435   11981327  210405364   46309747   45232875 | 383974748 
       147 |  69877481   11888366  207771635   47289767   47007484 | 383834733 
       148 |  70801977   13874085  205267711   46801683   46325874 | 383071330 
       149 |  69676703   14145556  206683556   46857293   47777517 | 385140625 
       150 |  69331942   12966129  204987605   45149423   52478345 | 384913444 
       151 |  69466643   12106464  208278037   45769867   49918129 | 385539140 
       152 |  69290467   12375234  207019376   46687730   52132091 | 387504898 
       153 |  69940821   12082342  208104790   46080110   52102647 | 388310710 
       154 |  67224244   12194143  204310596   47463242   54322236 | 385514461 
       155 |  64471676   12945484  204458909   48175944   55135342 | 385187355 
       156 |  64631694   12716187  203698071   48571935   57099574 | 386717461 
       157 |  65020391   13193481  201303825   48708229   59921164 | 388147090 
       158 |  64680082   12626564  201055075   44044716   63133526 | 385539963 
       159 |  63234777   12241803  197710092   42879533   65538044 | 381604249 
       160 |  65358185   12691220  196990332   40821548   67125133 | 382986418 
       161 |  64546913   12097068  192681302   40216342   68796816 | 378338441 
       162 |  64216463   11037769  192474150   38196785   69794000 | 375719167 
       163 |  65132595   11746484  190860852   40303282   66535342 | 374578555 
       164 |  63841513   12142625  189149789   41676381   65045065 | 371855373 
       165 |  62363500   10862688  190706745   45651857   62846196 | 372430986 
       166 |  61647112   12239782  186659609   43519307   64575654 | 368641464 
       167 |  62082625   10542394  188603070   45571686   59201681 | 366001456 
       168 |  63147280   11494934  188928960   46062920   55447469 | 365081563 
       169 |  63972519   10744214  191402501   46048881   54182526 | 366350641 
       170 |  62458260   10875987  193175293   45104320   54516022 | 366129882 
       171 |  63642449    8957810  195383959   50533422   47472293 | 365989933 
       172 |  64431593   10896810  194575551   50699182   43340420 | 363943556 
       173 |  62729673   10135081  195015104   50439907   42832893 | 361152658 
       174 |  61225558    9878751  196604662   48079912   41852765 | 357641648 
       175 |  62042394   10019821  198090242   47624640   38499008 | 356276105 
       176 |  61373310   10002356  198040280   49857769   34762090 | 354035805 
       177 |  60498126   10539319  197968367   48153674   33546618 | 350706104 
       178 |  59538945   11048824  196488235   45873295   33670910 | 346620209 
       179 |  59728951   11412983  195156179   48065810   28608480 | 342972403 
       180 |  59996484   12443885  194081600   48777367   26911123 | 342210459 
       181 |  58437061   11185911  197636955   49112880   27899639 | 344272446 
       182 |  59881022   10445066  199156061   47234898   28630072 | 345347119 
       183 |  58966174   10730418  199801695   47750065   25847042 | 343095394 
       184 |  59544010   10878021  198410871   46249509   24150449 | 339232860 
       185 |  59965885   10240178  195262844   49665909   22471294 | 337606110 
       186 |  59357193   10280773  195874728   47339630   23146862 | 335999186 
       187 |  57865936    9306741  198001889   48758270   22539365 | 336472201 
       188 |  57477322   11688092  195061627   46778616   22203113 | 333208770 
       189 |  57401127   10383976  195133105   44592554   22751454 | 330262216 
       190 |  57076534   14071649  192041703   40524828   22847790 | 326562504 
       191 |  56084941   20033501  187814815   33859756   25762471 | 323555484 
       192 |  55009282   14095919  190109552   38269576   23200336 | 320684665 
       193 |  55280204   12875352  189562254   38354516   21508470 | 317580796 
       194 |  55147468   14397769  188386118   35982411   21565133 | 315478899 
       195 |  54399036   11776763  189810001   35754604   18981581 | 310721985 
       196 |  52968797   10779551  188405133   37606451   20968892 | 310728824 
       197 |  54600571   10420725  187974291   36235084   17904958 | 307135629 
       198 |  55260949   11570189  184644766   33205887   18165989 | 302847780 
       199 |  53681020   11197352  188389368   30096312   16194787 | 299558839 
       200 |  50390295   14038395  191762623   25000316   15552969 | 296744598 
       201 |  50927986   11281763  194685544   22733166   17573448 | 297201907 
-----------+-------------------------------------------------------+----------
     Total |4677332194  860561398  1.428e+10 3360973539 2506646503 | 2.569e+10 
