
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |   6085704   10032898   36877220   19218858    7198758 |  79413438 
       131 |   5763397   10838766   39960382   20107930    6244123 |  82914598 
       132 |   5259926   10340723   38459790   20279206    6861045 |  81200690 
       133 |   5228824    9137360   38893107   20763005    6968938 |  80991234 
       134 |   5093996    9499376   39520129   21908625    7061332 |  83083458 
       135 |   5312636    9554686   39805346   23875661    6778306 |  85326635 
       136 |   5695461    9401913   40949508   24847352    6023731 |  86917965 
       137 |   6774527    8582441   39900928   22903689    6301276 |  84462861 
       138 |   6145710   10229053   41737109   20544024    6163002 |  84818898 
       139 |   6899446    9555171   42158606   21583096    6187334 |  86383653 
       140 |   6792715    9191465   42874312   22246514    5290670 |  86395676 
       141 |   5786206   10148769   41696869   23078561    6222687 |  86933092 
       142 |   5288177    9047541   42202728   21459046    7520168 |  85517660 
       143 |   5610290    8866705   42069767   22152456    6628517 |  85327735 
       144 |   6338693    9728967   41716115   21486685    6329228 |  85599688 
       145 |   5727528    8926588   42396519   20702028    8337336 |  86089999 
       146 |   4649208    8548095   44754737   18663393   11375714 |  87991147 
       147 |   4822146    8826832   43844953   18772572   11177061 |  87443564 
       148 |   4696959    9483782   41683798   18169619   10203796 |  84237954 
       149 |   5179985    8390724   40784589   17299804   12132830 |  83787932 
       150 |   5144275    8476007   41694919   14859276   12718421 |  82892898 
       151 |   4386502    7415325   41784965   17113868   13411133 |  84111793 
       152 |   4280744    7358127   41233093   17052007   14297609 |  84221580 
       153 |   4696405    7778246   41559304   15845389   13117581 |  82996925 
       154 |   4849530    7716574   39738769   17539585   12737517 |  82581975 
       155 |   4916443    7108006   41235010   17712710   12541594 |  83513763 
       156 |   4704157    8239492   39892827   17777946   12897565 |  83511987 
       157 |   4330251    7411747   37148328   16261446   15043352 |  80195124 
       158 |   4444201    7860485   37381531   15293450   15125596 |  80105263 
       159 |   3877578    7564767   36890634   15686743   15707206 |  79726928 
       160 |   3861855    7378816   37178100   15956578   17606255 |  81981604 
       161 |   3735557    7198018   35557352   14451230   18557751 |  79499908 
       162 |   3369634    7966992   36107964   14875355   18605730 |  80925675 
       163 |   4184018    8091908   35753741   14310007   18557216 |  80896890 
       164 |   4379447    8113925   35231579   14114647   17608694 |  79448292 
       165 |   4687384    7619821   33935993   13976604   17330239 |  77550041 
       166 |   4268569    7595286   31984461   13648460   18012986 |  75509762 
       167 |   5258308    7306377   32204316   15210402   17199488 |  77178891 
       168 |   5224199    7004156   31586344   14998765   16515601 |  75329065 
       169 |   4900843    6559289   32133568   14565499   16820121 |  74979320 
       170 |   4625145    6629208   32140415   14010296   17189281 |  74594345 
       171 |   4374001    6672440   33595366   14818324   15843457 |  75303588 
       172 |   4974625    6790376   35921844   16484827   14223721 |  78395393 
       173 |   4017393    6721117   35774206   17134553   13861496 |  77508765 
       174 |   3559903    7243007   36708080   15645747   15189820 |  78346557 
       175 |   3760960    7554896   35629606   15961339   14207504 |  77114305 
       176 |   4219093    6880270   35674705   16054655   13381284 |  76210007 
       177 |   4209236    7015496   33511122   16893865   12436850 |  74066569 
       178 |   4059432    6478374   32934507   15992815   13234278 |  72699406 
       179 |   4623590    7385066   33084735   17132543   11200721 |  73426655 
       180 |   4685596    7373090   31912433   17155819   10926775 |  72053713 
       181 |   3988924    8122980   32125781   16427737   11839185 |  72504607 
       182 |   4004504    8106081   31920608   16582375   12169794 |  72783362 
       183 |   4258973    7881160   32860654   17215207   11062636 |  73278630 
       184 |   4199559    8626939   30965270   17366366   11394800 |  72552934 
       185 |   4233030    8075819   31851581   16319284   10407610 |  70887324 
       186 |   4501072    7632902   32043155   17258553   10266796 |  71702478 
       187 |   4783061    7716152   32741846   17184025    9573186 |  71998270 
       188 |   4867414    8614202   33584831   18097391    9642187 |  74806025 
       189 |   5341421    8158508   33842021   17939085    8842945 |  74123980 
       190 |   5014183    9309293   34535011   16967461   10432491 |  76258439 
       191 |   4817898   12936333   31237578   14698395   11455212 |  75145416 
       192 |   4612256    9089854   33618532   16609782   13708229 |  77638653 
       193 |   3951860    8671385   32980841   18009610   12376649 |  75990345 
       194 |   3876230    9432793   32797850   17151009   12516690 |  75774572 
       195 |   3888825    8529301   35083827   19381890   11874232 |  78758075 
       196 |   4494039    9046763   34726211   19378453   10741746 |  78387212 
       197 |   4325718    8748122   37607094   20270209    7652230 |  78603373 
       198 |   5018787    8208673   37232794   18852572    9580439 |  78893265 
       199 |   4749346    7737713   37934781   18505290    8550570 |  77477700 
       200 |   4421920    8329500   39254221   15682837    8946662 |  76635140 
       201 |   4845797    7397192   40713292   15543489    9722399 |  78222169 
-----------+-------------------------------------------------------+----------
     Total | 343955225  597210224 2659064108 1274037894  839869382 |5714136833 
