
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |   5220802   10476198   30320279   11457979    5514439 |  62989697 
       131 |   5283775    9602188   31126403   12889534    4142050 |  63043950 
       132 |   4881852   10857948   29741944   12450605    3891334 |  61823683 
       133 |   5573856   10091047   29635271   14291609    4139314 |  63731097 
       134 |   5796151    9068864   30787105   12474426    5124502 |  63251048 
       135 |   5313599    8994694   32980159   14871977    3639194 |  65799623 
       136 |   5020970    9234866   31915967   15690827    3351380 |  65214010 
       137 |   5573391    7852944   35296902   15542879    4358372 |  68624488 
       138 |   5980331    8822482   35691764   12509101    5689844 |  68693522 
       139 |   5475706    9634976   37494366   13510749    4739155 |  70854952 
       140 |   5203545    9445742   37536766   12559337    5390601 |  70135991 
       141 |   6065383    7819135   38719514   13311157    4726240 |  70641429 
       142 |   5412679    8998471   39277276   13545762    5844886 |  73079074 
       143 |   5810273    7871425   39314743   13806060    6641365 |  73443866 
       144 |   6485051    7460768   39554959   13849383    7309264 |  74659425 
       145 |   5675621    8501123   39242809   14769472    7106493 |  75295518 
       146 |   5432964    7689236   39703035   13428742    8833290 |  75087267 
       147 |   4759488    7830712   39645681   13597078    8294694 |  74127653 
       148 |   5234014    7001748   40671672   15090350    8757078 |  76754862 
       149 |   4846099    7693680   41633031   13534547    9865398 |  77572755 
       150 |   4877316    6854248   40747221   14991648   11186744 |  78657177 
       151 |   4592007    6097713   40987877   14311147   10164149 |  76152893 
       152 |   4258932    6361747   40566148   13845359   10477216 |  75509402 
       153 |   5248057    5988505   40462007   14386816   10694324 |  76779709 
       154 |   5125100    6501284   40370151   14496698   12362322 |  78855555 
       155 |   5179312    6394452   40961553   14051896   12463354 |  79050567 
       156 |   4999288    7412365   38410607   13653395   12359167 |  76834822 
       157 |   4813111    7131042   39354831   14478038   11527287 |  77304309 
       158 |   4885354    6469795   35696584   14614469   13116280 |  74782482 
       159 |   4218849    6368698   38100192   14106061   11812970 |  74606770 
       160 |   4034540    5587046   37541635   12875178   12104129 |  72142528 
       161 |   4350552    5502069   40000962   12082439   12245288 |  74181310 
       162 |   4914404    4781384   38071826   12086973   11962374 |  71816961 
       163 |   4751947    4830898   38302965   11650548   11173779 |  70710137 
       164 |   4327011    4979327   37609832   12080161   11413822 |  70410153 
       165 |   4048169    4943603   36073477   12327483   11337663 |  68730395 
       166 |   4352134    4539399   36274033   12996854   11275348 |  69437768 
       167 |   4369820    5161409   37368508   12852577    9893098 |  69645412 
       168 |   3663654    5763086   36533598   12572126   10923810 |  69456274 
       169 |   4618643    4571946   33908975   13268842   10054458 |  66422864 
       170 |   4917428    5065540   33442247   11729435    9588591 |  64743241 
       171 |   5640044    4257189   33866215   12222600   10276007 |  66262055 
       172 |   4808295    4748126   31733347   11961030    8350239 |  61601037 
       173 |   5312594    4357790   30386654   11787450    9055375 |  60899863 
       174 |   5295379    4178970   30456446   12264166    9323790 |  61518751 
       175 |   5596387    3835609   30235529   12169460    8755810 |  60592795 
       176 |   4905282    5284439   31301784   12365235    7945138 |  61801878 
       177 |   4373378    5756468   33365453   12643308    8310247 |  64448854 
       178 |   3781326    5795959   33148728   13044605    7666712 |  63437330 
       179 |   3908764    6105217   32296491   13697998    6377194 |  62385664 
       180 |   4022614    6397427   31775229   13148477    7550688 |  62894435 
       181 |   3637873    5347343   29395431   12737317    8178480 |  59296444 
       182 |   3597795    6366085   29974086   11435723    7453628 |  58827317 
       183 |   3510028    5250532   30350180   12488909    6447541 |  58047190 
       184 |   3992548    5671535   32151197   13535991    5985493 |  61336764 
       185 |   3726985    5627472   32643754   13625269    5704540 |  61328020 
       186 |   4406955    5320421   32064063   14362749    6010805 |  62164993 
       187 |   4261527    5633752   31710490   12986598    5952005 |  60544372 
       188 |   3815963    5840889   31829545   12486519    5604750 |  59577666 
       189 |   4030678    5902782   32533929   11679906    5974180 |  60121475 
       190 |   4628146    6573490   29304988   10859945    6698108 |  58064677 
       191 |   4266590    8396680   27960191    9591025    8275578 |  58490064 
       192 |   4796337    6086943   27080326   10332939    8090468 |  56387013 
       193 |   3711981    5360859   27621970   11198707    7186448 |  55079965 
       194 |   4199853    5522391   28840474   11069995    7069387 |  56702100 
       195 |   4270518    5340818   26449914   12258530    5868614 |  54188394 
       196 |   3725705    5343173   29186480   11484354    4935988 |  54675700 
       197 |   4293316    4525870   30341527   11355963    4835526 |  55352202 
       198 |   3690733    5041673   31960443   10909181    5632746 |  57234776 
       199 |   4500000    5112957   37202973    9738617    5076945 |  61631492 
       200 |   4299584    4833816   38753161    9661502    5372626 |  62920689 
       201 |   4769082    4799480   37972180    7989777    6395397 |  61925916 
-----------+-------------------------------------------------------+----------
     Total | 339367438  464869958 2494968053  919733562  571855519 |4790794530 
