
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |  27994503   26358929   84271172   43259120   18695600 | 200579324 
       131 |  27708067   23385847   87381372   49797632   18259688 | 206532606 
       132 |  29480505   25593958   87971899   49651733   13995536 | 206693631 
       133 |  30927997   24353008   85923322   48064977   16142401 | 205411705 
       134 |  30418094   24033857   90423208   48210388   16385094 | 209470641 
       135 |  31860583   25552760   89744820   51263912   15337533 | 213759608 
       136 |  30843449   26570868   91212296   54393967   14558504 | 217579084 
       137 |  30293790   26502358   92787691   54279801   15220921 | 219084561 
       138 |  30797773   26965027   93849189   53309452   16399882 | 221321323 
       139 |  30723866   26954816   96767776   54807040   15651565 | 224905063 
       140 |  32292490   29439851   98349878   52130656   15646858 | 227859733 
       141 |  32592044   27220361   97106852   52205686   17898210 | 227023153 
       142 |  33307151   26853643   97609523   50806495   18682277 | 227259089 
       143 |  33546047   27934567   99693045   47501541   22438279 | 231113479 
       144 |  32765901   28493425  100536143   43146642   24936954 | 229879065 
       145 |  32109284   29096262   97550389   40357609   31320338 | 230433882 
       146 |  29018945   29452495   98619813   35039133   40783304 | 232913690 
       147 |  26455482   29764086   97945086   35964949   43672694 | 233802297 
       148 |  25843800   31774747   97076762   38060089   42516999 | 235272397 
       149 |  23157164   30001430   97862086   36400406   46012904 | 233433990 
       150 |  24586484   28375478   96230994   35673247   48577159 | 233443362 
       151 |  24647341   25854358   96122184   38002065   49421439 | 234047387 
       152 |  25038361   27338187   96555483   38525458   46838738 | 234296227 
       153 |  25776645   28490517   94579479   36537062   48439145 | 233822848 
       154 |  24679637   28389613   94045212   37370702   51228290 | 235713454 
       155 |  25556938   28719456   95559640   38766905   52286260 | 240889199 
       156 |  24531931   28213509   94045469   39831055   53506294 | 240128258 
       157 |  24273623   26728098   92302741   37183026   57287212 | 237774700 
       158 |  24092001   28159979   94576238   33161403   60965426 | 240955047 
       159 |  24251461   27104934   94442937   33089545   63165072 | 242053949 
       160 |  26126278   27906426   94831324   31342851   63222224 | 243429103 
       161 |  25760772   26809725   90146789   30558527   66681665 | 239957478 
       162 |  27033898   28268095   89257392   28202417   70524851 | 243286653 
       163 |  26563710   29949263   86708709   31586407   65346910 | 240154999 
       164 |  26212299   26664731   87183947   31429811   64746357 | 236237145 
       165 |  25815272   27323624   85554660   31062504   65280310 | 235036370 
       166 |  27573946   28428775   85181396   28225243   66302081 | 235711441 
       167 |  26318280   26911465   91196756   32125837   62970123 | 239522461 
       168 |  26963096   26720199   92794724   34431786   56931512 | 237841317 
       169 |  28315250   25663607   91354465   32347147   58615173 | 236295642 
       170 |  26725265   26550158   89914773   32461145   59927455 | 235578796 
       171 |  26259856   25159202   89767211   37468180   54519266 | 233173715 
       172 |  26875154   26209367   90766060   40167758   50877095 | 234895434 
       173 |  25695050   27469138   90699980   40698570   49288027 | 233850765 
       174 |  27430177   25207680   89135340   39391501   51382219 | 232546917 
       175 |  28172933   27105069   90441721   39657844   48438232 | 233815799 
       176 |  26696256   26787726   89954918   39816888   48633499 | 231889287 
       177 |  26954376   25878636   90116113   41317202   47561207 | 231827534 
       178 |  26627097   26634198   91827780   40460947   46310500 | 231860522 
       179 |  27734182   28802349   93141495   41555862   40328562 | 231562450 
       180 |  27156392   27663167   93341435   44322907   37613820 | 230097721 
       181 |  26242544   27679168   93281983   42483685   39062637 | 228750017 
       182 |  26666434   28803394   91418998   40928119   39386918 | 227203863 
       183 |  25709323   27587060   93152644   44195606   33879934 | 224524567 
       184 |  24842512   28136901   90812422   44394125   34476723 | 222662683 
       185 |  25892228   28852831   92776712   42178888   33955228 | 223655887 
       186 |  25849529   31058071   94196184   41028673   32396967 | 224529424 
       187 |  26169902   28714094   98265741   41371179   29660884 | 224181800 
       188 |  24726727   29820682   99519346   44149594   28847093 | 227063442 
       189 |  24194112   28965555  101607480   43551931   30322484 | 228641562 
       190 |  24358548   30170790  100699736   38846375   32647925 | 226723374 
       191 |  25584323   38502217   98945391   32170569   34032627 | 229235127 
       192 |  26451017   32444988   97743301   36949852   38086428 | 231675586 
       193 |  27501580   30607031   95999366   39933251   38892179 | 232933407 
       194 |  26646810   32545057  101348692   36666707   36738194 | 233945460 
       195 |  26540443   29861386  101667225   41140927   36074631 | 235284612 
       196 |  25587336   28068126  106335323   40744729   34288637 | 235024151 
       197 |  27099337   29360816  102993016   41625434   30588141 | 231666744 
       198 |  26554715   28282559  108201679   40100852   29584247 | 232724052 
       199 |  25535925   29526357  111259622   34756735   28553620 | 229632259 
       200 |  25619922   25801547  121627161   30826952   26480501 | 230356083 
       201 |  23628310   26610440  125976898   27907115   29102991 | 233225754 
-----------+-------------------------------------------------------+----------
     Total |1953982473 2013188094 6852288607 2881374328 2868830653 | 1.657e+10 
