
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |     1,066        128      2,889        818        200 |     5,101 
       131 |     1,022        120      2,784        879        163 |     4,968 
       132 |       985        126      2,744        880        162 |     4,897 
       133 |       995        120      2,714        891        163 |     4,883 
       134 |     1,036        123      2,784        924        173 |     5,040 
       135 |     1,084        114      2,864        953        189 |     5,204 
       136 |     1,052        123      2,820        938        173 |     5,106 
       137 |     1,042        128      2,838        945        152 |     5,105 
       138 |     1,086        143      2,939        923        171 |     5,262 
       139 |     1,076        141      3,003        920        151 |     5,291 
       140 |     1,057        129      2,973        899        173 |     5,231 
       141 |     1,056        139      3,030        868        182 |     5,275 
       142 |     1,066        127      2,996        879        214 |     5,282 
       143 |     1,050        127      2,919        874        267 |     5,237 
       144 |     1,006        134      2,863        837        328 |     5,168 
       145 |       994        130      2,769        808        432 |     5,133 
       146 |       922        119      2,782        728        602 |     5,153 
       147 |       916        127      2,757        724        659 |     5,183 
       148 |       927        177      2,857        767        634 |     5,362 
       149 |       898        169      2,895        751        637 |     5,350 
       150 |       914        165      2,849        732        691 |     5,351 
       151 |       916        142      2,834        749        665 |     5,306 
       152 |       902        146      2,767        736        666 |     5,217 
       153 |       880        123      2,807        731        668 |     5,209 
       154 |       863        121      2,724        730        718 |     5,156 
       155 |       833        138      2,660        740        698 |     5,069 
       156 |       795        141      2,612        713        723 |     4,984 
       157 |       772        134      2,506        687        743 |     4,842 
       158 |       760        138      2,588        660        834 |     4,980 
       159 |       721        127      2,473        631        851 |     4,803 
       160 |       712        126      2,427        615        821 |     4,701 
       161 |       700        131      2,404        594        821 |     4,650 
       162 |       694        113      2,352        584        835 |     4,578 
       163 |       717        127      2,343        593        795 |     4,575 
       164 |       715        127      2,321        598        791 |     4,552 
       165 |       671        110      2,353        692        761 |     4,587 
       166 |       659        127      2,317        649        792 |     4,544 
       167 |       658        110      2,305        656        705 |     4,434 
       168 |       654        115      2,287        688        641 |     4,385 
       169 |       689        106      2,286        681        611 |     4,373 
       170 |       644        109      2,232        640        638 |     4,263 
       171 |       612         87      2,222        682        517 |     4,120 
       172 |       601        101      2,147        670        436 |     3,955 
       173 |       614         84      2,147        663        444 |     3,952 
       174 |       580         81      2,157        601        467 |     3,886 
       175 |       592         94      2,147        609        400 |     3,842 
       176 |       610         76      2,120        592        383 |     3,781 
       177 |       599         82      2,060        605        365 |     3,711 
       178 |       596        106      2,072        589        346 |     3,709 
       179 |       550        102      1,999        594        316 |     3,561 
       180 |       529         92      1,945        610        288 |     3,464 
       181 |       500         90      2,000        592        312 |     3,494 
       182 |       522        101      2,053        559        299 |     3,534 
       183 |       524        111      2,038        580        248 |     3,501 
       184 |       493        106      1,983        541        250 |     3,373 
       185 |       519         83      1,941        582        262 |     3,387 
       186 |       538         91      1,946        547        241 |     3,363 
       187 |       521         75      1,949        585        226 |     3,356 
       188 |       484         83      1,874        540        212 |     3,193 
       189 |       460         77      1,855        506        222 |     3,120 
       190 |       444        109      1,757        450        198 |     2,958 
       191 |       392        152      1,606        331        222 |     2,703 
       192 |       385        103      1,564        365        193 |     2,610 
       193 |       368         88      1,554        369        183 |     2,562 
       194 |       332        109      1,416        344        184 |     2,385 
       195 |       317         80      1,390        326        147 |     2,260 
       196 |       288         73      1,292        320        156 |     2,129 
       197 |       308         82      1,288        310        153 |     2,141 
       198 |       329         78      1,261        275        163 |     2,106 
       199 |       331         86      1,322        248        144 |     2,131 
       200 |       304         97      1,321        224        127 |     2,073 
       201 |       312         79      1,301        199        130 |     2,021 
-----------+-------------------------------------------------------+----------
     Total |    50,759      8,178    165,394     46,313     29,527 |   300,171 
