
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       258         57        960        309         60 |     1,644 
       131 |       285         42        953        308         69 |     1,657 
       132 |       247         48        907        296         63 |     1,561 
       133 |       246         48        941        320         63 |     1,618 
       134 |       274         44        980        347         68 |     1,713 
       135 |       284         40      1,053        387         66 |     1,830 
       136 |       293         51      1,018        359         80 |     1,801 
       137 |       303         48      1,063        378         72 |     1,864 
       138 |       318         48      1,088        398         82 |     1,934 
       139 |       328         47      1,113        400         84 |     1,972 
       140 |       332         51      1,098        375         70 |     1,926 
       141 |       325         54      1,096        372         70 |     1,917 
       142 |       326         40      1,118        371         92 |     1,947 
       143 |       339         48      1,141        356        110 |     1,994 
       144 |       337         72      1,122        322        126 |     1,979 
       145 |       324         54      1,143        304        179 |     2,004 
       146 |       298         56      1,148        256        234 |     1,992 
       147 |       297         63      1,171        297        232 |     2,060 
       148 |       300         83      1,238        323        225 |     2,169 
       149 |       298         71      1,254        321        261 |     2,205 
       150 |       299         64      1,291        312        283 |     2,249 
       151 |       297         56      1,244        314        288 |     2,199 
       152 |       275         59      1,243        319        273 |     2,169 
       153 |       286         61      1,231        306        277 |     2,161 
       154 |       258         58      1,303        315        315 |     2,249 
       155 |       259         53      1,268        336        280 |     2,196 
       156 |       233         48      1,199        347        277 |     2,104 
       157 |       215         57      1,136        310        292 |     2,010 
       158 |       211         61      1,093        283        333 |     1,981 
       159 |       230         49      1,052        301        336 |     1,968 
       160 |       223         50      1,012        298        281 |     1,864 
       161 |       230         56        989        279        316 |     1,870 
       162 |       229         45        981        260        314 |     1,829 
       163 |       249         53        973        277        298 |     1,850 
       164 |       257         50        968        282        297 |     1,854 
       165 |       248         58        968        270        273 |     1,817 
       166 |       246         72        974        266        285 |     1,843 
       167 |       245         58        948        289        258 |     1,798 
       168 |       236         60        881        289        235 |     1,701 
       169 |       234         43        855        283        235 |     1,650 
       170 |       229         56        854        293        215 |     1,647 
       171 |       227         38        844        316        214 |     1,639 
       172 |       208         51        817        310        176 |     1,562 
       173 |       197         48        814        293        170 |     1,522 
       174 |       186         37        828        302        174 |     1,527 
       175 |       162         44        824        302        144 |     1,476 
       176 |       174         42        804        299        128 |     1,447 
       177 |       184         50        822        294        124 |     1,474 
       178 |       196         48        823        297        130 |     1,494 
       179 |       210         37        837        283        135 |     1,502 
       180 |       209         43        830        280        117 |     1,479 
       181 |       209         43        797        263        115 |     1,427 
       182 |       192         46        791        272        128 |     1,429 
       183 |       205         48        803        289        113 |     1,458 
       184 |       208         47        837        303        114 |     1,509 
       185 |       211         59        853        314        106 |     1,543 
       186 |       227         63        860        291         97 |     1,538 
       187 |       195         44        872        276        102 |     1,489 
       188 |       179         49        857        261         86 |     1,432 
       189 |       170         55        839        244         85 |     1,393 
       190 |       151         49        832        238         91 |     1,361 
       191 |       136         72        739        184        118 |     1,249 
       192 |       124         42        740        202        102 |     1,210 
       193 |       130         48        715        195         87 |     1,175 
       194 |       113         56        657        184         81 |     1,091 
       195 |       128         49        621        143         79 |     1,020 
       196 |       124         36        550        154         57 |       921 
       197 |       122         51        554        143         50 |       920 
       198 |       109         47        579        148         57 |       940 
       199 |       106         50        629        145         61 |       991 
       200 |       107         46        656        119         53 |       981 
       201 |        95         47        665         87         60 |       954 
-----------+-------------------------------------------------------+----------
     Total |    16,395      3,717     67,757     20,459     11,621 |   119,949 
