
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |     1,393      5,197      4,440      1,694      1,115 |    13,839 
       131 |     1,367      5,111      4,440      1,783        974 |    13,675 
       132 |     1,331      5,053      4,413      1,720        875 |    13,392 
       133 |     1,326      4,810      4,544      1,836        970 |    13,486 
       134 |     1,395      4,921      4,647      1,897      1,021 |    13,881 
       135 |     1,455      5,037      4,888      1,996        999 |    14,375 
       136 |     1,458      5,000      4,842      1,961        927 |    14,188 
       137 |     1,403      4,802      4,981      2,030      1,008 |    14,224 
       138 |     1,476      4,759      5,247      2,028      1,044 |    14,554 
       139 |     1,474      4,879      5,371      2,047        921 |    14,692 
       140 |     1,461      5,033      5,328      1,953        904 |    14,679 
       141 |     1,468      4,660      5,403      2,071      1,045 |    14,647 
       142 |     1,499      4,579      5,470      2,075      1,101 |    14,724 
       143 |     1,497      4,608      5,612      2,009      1,159 |    14,885 
       144 |     1,486      4,557      5,551      1,939      1,209 |    14,742 
       145 |     1,423      4,163      5,603      1,939      1,498 |    14,626 
       146 |     1,328      4,026      5,739      1,785      1,698 |    14,576 
       147 |     1,337      4,012      5,842      1,738      1,772 |    14,701 
       148 |     1,444      4,270      5,957      1,821      1,717 |    15,209 
       149 |     1,393      4,035      6,102      1,831      1,916 |    15,277 
       150 |     1,353      3,933      6,113      1,733      2,064 |    15,196 
       151 |     1,352      3,826      6,086      1,717      2,058 |    15,039 
       152 |     1,286      3,956      5,930      1,681      1,962 |    14,815 
       153 |     1,278      3,657      6,025      1,721      2,095 |    14,776 
       154 |     1,314      3,539      6,104      1,706      2,280 |    14,943 
       155 |     1,290      3,505      6,044      1,771      2,158 |    14,768 
       156 |     1,279      3,598      5,858      1,734      2,181 |    14,650 
       157 |     1,294      3,224      5,846      1,661      2,426 |    14,451 
       158 |     1,340      3,176      6,006      1,611      2,628 |    14,761 
       159 |     1,255      3,184      6,011      1,524      2,594 |    14,568 
       160 |     1,233      3,189      5,848      1,540      2,528 |    14,338 
       161 |     1,246      2,941      5,920      1,474      2,732 |    14,313 
       162 |     1,218      2,973      5,884      1,355      2,831 |    14,261 
       163 |     1,202      2,961      5,953      1,431      2,818 |    14,365 
       164 |     1,238      3,054      5,799      1,454      2,661 |    14,206 
       165 |     1,252      2,846      5,881      1,510      2,778 |    14,267 
       166 |     1,222      2,829      5,919      1,491      2,713 |    14,174 
       167 |     1,231      2,815      5,822      1,528      2,583 |    13,979 
       168 |     1,210      2,902      5,709      1,497      2,418 |    13,736 
       169 |     1,185      2,731      5,750      1,563      2,534 |    13,763 
       170 |     1,154      2,690      5,744      1,416      2,580 |    13,584 
       171 |     1,170      2,581      5,649      1,514      2,417 |    13,331 
       172 |     1,131      2,709      5,443      1,549      2,096 |    12,928 
       173 |     1,149      2,467      5,540      1,577      2,200 |    12,933 
       174 |     1,162      2,452      5,464      1,532      2,134 |    12,744 
       175 |     1,175      2,373      5,517      1,559      2,041 |    12,665 
       176 |     1,143      2,459      5,452      1,607      1,838 |    12,499 
       177 |     1,139      2,364      5,463      1,591      1,820 |    12,377 
       178 |     1,121      2,402      5,532      1,580      1,941 |    12,576 
       179 |     1,136      2,401      5,548      1,660      1,724 |    12,469 
       180 |     1,113      2,450      5,543      1,592      1,591 |    12,289 
       181 |     1,088      2,309      5,608      1,685      1,639 |    12,329 
       182 |     1,095      2,340      5,731      1,655      1,668 |    12,489 
       183 |     1,084      2,293      5,823      1,732      1,492 |    12,424 
       184 |     1,085      2,353      5,662      1,722      1,373 |    12,195 
       185 |     1,113      2,200      5,779      1,763      1,432 |    12,287 
       186 |     1,130      2,255      5,888      1,738      1,462 |    12,473 
       187 |     1,140      2,205      5,896      1,803      1,356 |    12,400 
       188 |     1,066      2,213      5,838      1,718      1,330 |    12,165 
       189 |     1,086      2,056      5,837      1,766      1,342 |    12,087 
       190 |     1,068      2,084      5,579      1,646      1,251 |    11,628 
       191 |       965      2,443      5,227      1,395      1,042 |    11,072 
       192 |       920      2,071      5,197      1,391      1,175 |    10,754 
       193 |       909      1,856      5,153      1,501      1,239 |    10,658 
       194 |       896      1,836      4,937      1,413      1,183 |    10,265 
       195 |       880      1,667      4,755      1,436      1,084 |     9,822 
       196 |       879      1,585      4,515      1,428        960 |     9,367 
       197 |       880      1,522      4,642      1,435        958 |     9,437 
       198 |       907      1,548      4,582      1,360        967 |     9,364 
       199 |       869      1,603      4,750      1,290        889 |     9,401 
       200 |       853      1,564      4,767      1,102        882 |     9,168 
       201 |       801      1,439      4,876      1,049        872 |     9,037 
-----------+-------------------------------------------------------+----------
     Total |    86,999    227,141    394,865    119,060    120,893 |   948,958 
