
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |        59        170        371        157         74 |       831 
       131 |        64        157        413        163         75 |       872 
       132 |        69        135        398        163         73 |       838 
       133 |        59        120        409        163         77 |       828 
       134 |        65        135        420        182         73 |       875 
       135 |        73        145        434        214         68 |       934 
       136 |        74        136        430        219         63 |       922 
       137 |        88        123        424        222         63 |       920 
       138 |        89        146        457        191         70 |       953 
       139 |        88        139        467        210         67 |       971 
       140 |        82        126        454        216         54 |       932 
       141 |        77        129        439        192         56 |       893 
       142 |        76        116        426        210         76 |       904 
       143 |        77        128        430        188         64 |       887 
       144 |        89        142        438        187         61 |       917 
       145 |        88        118        449        194         83 |       932 
       146 |        75        127        474        174        111 |       961 
       147 |        73        127        466        173        124 |       963 
       148 |        76        134        495        193        117 |     1,015 
       149 |        74        134        499        181        139 |     1,027 
       150 |        74        126        523        157        143 |     1,023 
       151 |        67        112        503        174        135 |       991 
       152 |        67        120        484        175        147 |       993 
       153 |        69        120        488        169        146 |       992 
       154 |        79        114        497        182        158 |     1,030 
       155 |        94        113        528        187        142 |     1,064 
       156 |        85        116        532        175        153 |     1,061 
       157 |        83        112        499        173        202 |     1,069 
       158 |        74        125        518        166        201 |     1,084 
       159 |        73        122        494        173        186 |     1,048 
       160 |        63        131        493        177        200 |     1,064 
       161 |        64        141        480        150        224 |     1,059 
       162 |        66        140        498        161        239 |     1,104 
       163 |        64        149        494        152        238 |     1,097 
       164 |        69        131        480        160        239 |     1,079 
       165 |        72        153        475        164        242 |     1,106 
       166 |        66        151        477        170        245 |     1,109 
       167 |        80        138        474        198        226 |     1,116 
       168 |        72        138        447        184        217 |     1,058 
       169 |        72        115        428        168        245 |     1,028 
       170 |        69        124        425        166        225 |     1,009 
       171 |        63        116        447        170        216 |     1,012 
       172 |        70        116        459        177        178 |     1,000 
       173 |        68        116        452        201        177 |     1,014 
       174 |        62        128        455        211        193 |     1,049 
       175 |        62        119        439        218        197 |     1,035 
       176 |        66        120        436        213        176 |     1,011 
       177 |        67        111        454        217        171 |     1,020 
       178 |        61        103        457        195        184 |     1,000 
       179 |        62         98        428        219        160 |       967 
       180 |        55        109        428        212        124 |       928 
       181 |        43        111        417        196        154 |       921 
       182 |        53        114        400        202        142 |       911 
       183 |        53        109        411        211        139 |       923 
       184 |        51        108        383        212        141 |       895 
       185 |        61        116        405        204        132 |       918 
       186 |        65        105        405        196        131 |       902 
       187 |        75        113        407        200        109 |       904 
       188 |        72        131        404        194        107 |       908 
       189 |        82        108        421        195        115 |       921 
       190 |        73        132        408        163        111 |       887 
       191 |        67        154        353        127        114 |       815 
       192 |        63        112        370        156        142 |       843 
       193 |        53        126        370        174        124 |       847 
       194 |        51        118        354        162        121 |       806 
       195 |        55         99        327        172         97 |       750 
       196 |        51         95        335        180         77 |       738 
       197 |        47         88        338        160         79 |       712 
       198 |        54         81        363        151         91 |       740 
       199 |        57         78        335        128         76 |       674 
       200 |        57         75        334        133         67 |       666 
       201 |        53         64        333        119         81 |       650 
-----------+-------------------------------------------------------+----------
     Total |     4,909      8,751     31,358     13,041      9,867 |    67,926 
