
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |     2,832        513      7,210      1,898        508 |    12,961 
       131 |     2,748        467      7,192      1,995        423 |    12,825 
       132 |     2,683        482      7,040      1,922        430 |    12,557 
       133 |     2,775        485      7,029      1,970        397 |    12,656 
       134 |     2,883        487      7,274      2,012        448 |    13,104 
       135 |     3,081        482      7,509      2,106        439 |    13,617 
       136 |     3,039        513      7,414      1,982        425 |    13,373 
       137 |     3,027        540      7,416      2,004        403 |    13,390 
       138 |     3,122        512      7,658      1,959        443 |    13,694 
       139 |     3,168        482      7,882      2,003        400 |    13,935 
       140 |     3,132        490      7,838      1,977        446 |    13,883 
       141 |     3,065        493      7,901      1,932        482 |    13,873 
       142 |     3,023        474      7,923      1,939        574 |    13,933 
       143 |     3,030        458      7,961      1,941        669 |    14,059 
       144 |     2,963        495      7,806      1,858        833 |    13,955 
       145 |     2,884        490      7,640      1,748      1,045 |    13,807 
       146 |     2,681        471      7,656      1,542      1,441 |    13,791 
       147 |     2,654        453      7,639      1,577      1,545 |    13,868 
       148 |     2,796        547      7,870      1,638      1,509 |    14,360 
       149 |     2,773        546      7,915      1,643      1,544 |    14,421 
       150 |     2,766        507      7,838      1,565      1,701 |    14,377 
       151 |     2,754        460      7,840      1,604      1,630 |    14,288 
       152 |     2,698        504      7,716      1,626      1,622 |    14,166 
       153 |     2,699        483      7,683      1,573      1,672 |    14,110 
       154 |     2,667        493      7,714      1,568      1,811 |    14,253 
       155 |     2,596        525      7,615      1,614      1,788 |    14,138 
       156 |     2,574        519      7,477      1,580      1,819 |    13,969 
       157 |     2,573        487      7,229      1,565      1,887 |    13,741 
       158 |     2,570        489      7,440      1,470      2,092 |    14,061 
       159 |     2,524        493      7,246      1,453      2,197 |    13,913 
       160 |     2,517        487      7,177      1,375      2,174 |    13,730 
       161 |     2,536        480      7,133      1,380      2,173 |    13,702 
       162 |     2,515        490      7,044      1,277      2,291 |    13,617 
       163 |     2,531        496      7,093      1,354      2,273 |    13,747 
       164 |     2,529        482      6,969      1,424      2,207 |    13,611 
       165 |     2,481        468      7,048      1,523      2,164 |    13,684 
       166 |     2,451        492      6,938      1,506      2,237 |    13,624 
       167 |     2,430        426      6,956      1,560      2,071 |    13,443 
       168 |     2,405        450      6,906      1,556      1,886 |    13,203 
       169 |     2,492        445      6,954      1,575      1,836 |    13,302 
       170 |     2,365        454      6,958      1,499      1,861 |    13,137 
       171 |     2,356        401      6,894      1,626      1,610 |    12,887 
       172 |     2,345        430      6,677      1,578      1,443 |    12,473 
       173 |     2,356        392      6,779      1,619      1,415 |    12,561 
       174 |     2,327        383      6,807      1,509      1,447 |    12,473 
       175 |     2,320        386      6,828      1,519      1,307 |    12,360 
       176 |     2,313        389      6,810      1,594      1,171 |    12,277 
       177 |     2,247        412      6,808      1,545      1,122 |    12,134 
       178 |     2,295        441      6,941      1,484      1,167 |    12,328 
       179 |     2,293        421      6,906      1,574      1,006 |    12,200 
       180 |     2,251        464      6,808      1,619        906 |    12,048 
       181 |     2,216        409      6,935      1,605        960 |    12,125 
       182 |     2,238        420      7,082      1,538        979 |    12,257 
       183 |     2,230        431      7,138      1,595        870 |    12,264 
       184 |     2,203        422      7,094      1,544        814 |    12,077 
       185 |     2,249        409      7,089      1,617        779 |    12,143 
       186 |     2,286        420      7,253      1,582        824 |    12,365 
       187 |     2,242        376      7,275      1,613        802 |    12,308 
       188 |     2,173        420      7,148      1,543        766 |    12,050 
       189 |     2,171        386      7,100      1,485        774 |    11,916 
       190 |     2,106        507      6,824      1,319        707 |    11,463 
       191 |     1,978        648      6,436      1,055        759 |    10,876 
       192 |     1,893        468      6,352      1,163        678 |    10,554 
       193 |     1,923        432      6,346      1,151        614 |    10,466 
       194 |     1,818        460      6,136      1,058        647 |    10,119 
       195 |     1,802        386      5,988      1,041        536 |     9,753 
       196 |     1,668        334      5,720      1,024        533 |     9,279 
       197 |     1,727        344      5,772      1,026        520 |     9,389 
       198 |     1,732        336      5,804        943        518 |     9,333 
       199 |     1,741        359      5,914        855        471 |     9,340 
       200 |     1,644        377      5,949        729        439 |     9,138 
       201 |     1,617        355      5,909        662        478 |     9,021 
-----------+-------------------------------------------------------+----------
     Total |   176,792     32,828    510,269    111,108     82,858 |   913,855 
