
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |   9634367    1959804   40723173   14359126    2847914 |  69524384 
       131 |  10872787    2004548   40176711   14228749    3433276 |  70716071 
       132 |  10142674    2223772   39322388   15033610    3383017 |  70105461 
       133 |  10282414    2512926   42591292   15789830    2637905 |  73814367 
       134 |  10522036    1856726   42127073   15974834    3204619 |  73685288 
       135 |  10092480    1827896   42362460   16737579    3765508 |  74785923 
       136 |  10580082    2213536   40420111   16710586    3824741 |  73749056 
       137 |  11881357    2004167   42906877   17549792    2922331 |  77264524 
       138 |  11751982    1791355   43568927   17149729    3684445 |  77946438 
       139 |  12635766    1978847   44319851   16069432    3676855 |  78680751 
       140 |  13543577    2145598   44609207   15383223    2970590 |  78652195 
       141 |  13361132    2677963   46489918   15400325    2954301 |  80883639 
       142 |  13344001    1834449   47487797   14837699    4151089 |  81655035 
       143 |  12991460    1767295   47502282   15316832    4749155 |  82327024 
       144 |  13097235    2969744   48112380   13814468    5630526 |  83624353 
       145 |  12582290    2310271   48395300   13660616    8139157 |  85087634 
       146 |  12221049    2192698   46684632   10467808   11395475 |  82961662 
       147 |  11707582    2393327   47010215   13024301   10960274 |  85095699 
       148 |  11240598    2943779   48294447   13511097   10508099 |  86498020 
       149 |  11784596    2295778   48687490   13351285   11285417 |  87404566 
       150 |  11583768    2309441   49494409   12869485   11804580 |  88061683 
       151 |  11731531    1928092   47759566   12452215   12282642 |  86154046 
       152 |  10955465    2093737   48501425   13024334   11722119 |  86297080 
       153 |  11245727    2171793   48269281   12225588   11885329 |  85797718 
       154 |   9774321    2227446   50864204   12690129   13062686 |  88618786 
       155 |   9605266    2160855   49142655   13665520   11110245 |  85684541 
       156 |   8239305    2213391   48911077   13769205   10952151 |  84085129 
       157 |   8241485    2202542   47262120   12959300   14023566 |  84689013 
       158 |   8909011    2603062   43825938   10768185   15252351 |  81358547 
       159 |   9181368    1871614   41992844   12162711   13542624 |  78751161 
       160 |   8756107    1885195   42191141   11871646   11812550 |  76516639 
       161 |   9010291    2635966   41585045   12082131   12524444 |  77837877 
       162 |   9064726    2242018   41318969   10171207   13119185 |  75916105 
       163 |   9771806    1924590   41405574   11301559   11836667 |  76240196 
       164 |   9898166    2270369   41065854   11801671   11642624 |  76678684 
       165 |   9234819    2476022   40594891   11318622   10989985 |  74614339 
       166 |   9423289    3074087   40887561   10727108   11240267 |  75352312 
       167 |   9752606    2070352   40354322   11407970   10548144 |  74133394 
       168 |   9323442    2211756   38998062   11841890    9911246 |  72286396 
       169 |   9073698    1970383   37034520   11262999    9940811 |  69282411 
       170 |   9479297    2419233   35902200   11503688    9335060 |  68639478 
       171 |   8993576    1567871   35745044   13241489    9090732 |  68638712 
       172 |   8365756    2118218   34680004   12653880    7204272 |  65022130 
       173 |   7989602    1886078   35046197   11753118    6948065 |  63623060 
       174 |   7852077    1532909   36614961   12554657    6821082 |  65375686 
       175 |   7171202    1832226   36636521   12573418    6120117 |  64333484 
       176 |   7343242    1847206   34773411   12606613    6138064 |  62708536 
       177 |   7496248    2110921   35038360   12860081    5804809 |  63310419 
       178 |   8225269    2269190   34501458   12842659    5514836 |  63353412 
       179 |   9169695    1649662   35322063   12031683    5831212 |  64004315 
       180 |   8966853    2116940   35873285   11486523    5017088 |  63460689 
       181 |   8138809    1823322   34425185   10506279    4877559 |  59771154 
       182 |   7938607    1843377   34514564   10060578    4939087 |  59296213 
       183 |   8426771    1880757   34162475   11448505    4819293 |  60737801 
       184 |   8749584    1806004   34976799   12516512    4826091 |  62874990 
       185 |   8385545    2241582   34132920   12565854    4104263 |  61430164 
       186 |   9464467    2122352   34765206   11174957    4117859 |  61644841 
       187 |   7834519    1616236   35581174   10827244    3938163 |  59797336 
       188 |   7082348    1967074   35587728   10616764    3525397 |  58779311 
       189 |   6885652    2569578   35005013   10222556    3620243 |  58303042 
       190 |   6580653    2604778   36392428   10235999    4286200 |  60100058 
       191 |   6638359    3587636   35027810    8049488    6379760 |  59683053 
       192 |   5817335    2245078   35242805    9414719    5430055 |  58149992 
       193 |   6258917    2510100   34987686    8980264    4528377 |  57265344 
       194 |   6619306    2808042   36005277    9143907    4802924 |  59379456 
       195 |   7654501    2266879   34746565    7869286    4371747 |  56908978 
       196 |   7504230    1748279   34299809    9384449    3308232 |  56244999 
       197 |   7384149    3177205   35991233    9310783    2927967 |  58791337 
       198 |   6184428    2854515   38436775    9222957    3119856 |  59818531 
       199 |   6156810    3032579   41532792    8843519    3517121 |  63082821 
       200 |   6596456    3028204   43502878    6811841    3402880 |  63342259 
       201 |   6014525    3374066   42825966    5200215    4075607 |  61490379 
-----------+-------------------------------------------------------+----------
     Total | 670414450  160905287 2925528581  877258881  508072928 |5142180127 
