
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |     1,075        132      2,908        829        201 |     5,145 
       131 |     1,033        123      2,809        884        164 |     5,013 
       132 |       994        128      2,764        887        163 |     4,936 
       133 |       998        123      2,734        901        166 |     4,922 
       134 |     1,045        128      2,801        932        177 |     5,083 
       135 |     1,093        118      2,883        966        194 |     5,254 
       136 |     1,064        127      2,842        947        174 |     5,154 
       137 |     1,052        136      2,863        954        154 |     5,159 
       138 |     1,096        148      2,958        930        174 |     5,306 
       139 |     1,083        142      3,028        934        150 |     5,337 
       140 |     1,064        131      2,999        913        176 |     5,283 
       141 |     1,061        142      3,048        880        186 |     5,317 
       142 |     1,073        129      3,017        890        217 |     5,326 
       143 |     1,064        129      2,937        885        272 |     5,287 
       144 |     1,018        140      2,885        845        332 |     5,220 
       145 |     1,004        132      2,793        813        439 |     5,181 
       146 |       928        121      2,808        735        612 |     5,204 
       147 |       924        130      2,782        733        668 |     5,237 
       148 |       933        180      2,883        774        639 |     5,409 
       149 |       904        172      2,920        759        641 |     5,396 
       150 |       918        166      2,873        740        697 |     5,394 
       151 |       919        145      2,861        753        666 |     5,344 
       152 |       908        148      2,798        740        670 |     5,264 
       153 |       885        124      2,828        734        677 |     5,248 
       154 |       868        122      2,743        734        725 |     5,192 
       155 |       837        139      2,675        746        710 |     5,107 
       156 |       803        145      2,622        720        731 |     5,021 
       157 |       777        137      2,516        695        747 |     4,872 
       158 |       761        139      2,599        666        843 |     5,008 
       159 |       725        130      2,484        636        861 |     4,836 
       160 |       715        130      2,438        625        825 |     4,733 
       161 |       702        135      2,419        597        828 |     4,681 
       162 |       695        115      2,367        586        843 |     4,606 
       163 |       719        127      2,354        594        804 |     4,598 
       164 |       718        128      2,335        603        797 |     4,581 
       165 |       674        113      2,362        695        763 |     4,607 
       166 |       660        128      2,329        653        798 |     4,568 
       167 |       661        110      2,316        658        710 |     4,455 
       168 |       656        115      2,298        693        645 |     4,407 
       169 |       693        107      2,295        685        613 |     4,393 
       170 |       646        111      2,245        644        641 |     4,287 
       171 |       616         88      2,232        686        521 |     4,143 
       172 |       604        102      2,160        674        443 |     3,983 
       173 |       617         86      2,154        667        449 |     3,973 
       174 |       582         82      2,161        606        471 |     3,902 
       175 |       592         94      2,156        617        401 |     3,860 
       176 |       610         78      2,128        597        383 |     3,796 
       177 |       599         83      2,069        606        366 |     3,723 
       178 |       598        107      2,079        590        348 |     3,722 
       179 |       554        104      2,012        597        319 |     3,586 
       180 |       535         93      1,959        611        291 |     3,489 
       181 |       506         91      2,009        594        316 |     3,516 
       182 |       525        103      2,061        566        304 |     3,559 
       183 |       528        112      2,048        583        253 |     3,524 
       184 |       496        108      1,991        543        252 |     3,390 
       185 |       521         84      1,947        586        262 |     3,400 
       186 |       541         94      1,954        552        242 |     3,383 
       187 |       523         78      1,960        589        228 |     3,378 
       188 |       486         85      1,882        545        212 |     3,210 
       189 |       460         80      1,863        510        224 |     3,137 
       190 |       445        110      1,763        451        200 |     2,969 
       191 |       393        154      1,608        330        223 |     2,708 
       192 |       387        104      1,569        370        195 |     2,625 
       193 |       371         89      1,558        372        184 |     2,574 
       194 |       333        113      1,418        346        185 |     2,395 
       195 |       318         82      1,390        327        149 |     2,266 
       196 |       290         75      1,291        320        158 |     2,134 
       197 |       312         83      1,286        310        153 |     2,144 
       198 |       332         79      1,263        276        164 |     2,114 
       199 |       332         87      1,325        251        144 |     2,139 
       200 |       305         97      1,321        224        128 |     2,075 
       201 |       313         80      1,302        200        131 |     2,026 
-----------+-------------------------------------------------------+----------
     Total |    51,070      8,330    166,338     46,684     29,792 |   302,214 
