
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |  25720471  101664134   91312402   36961116   24077476 | 279735599 
       131 |  27027531  101202605   92408274   40940967   20853280 | 282432657 
       132 |  26605391  104203780   96205540   40689399   18650898 | 286355008 
       133 |  26818115   99560603   98215558   43605510   20854811 | 289054597 
       134 |  26718367   97840678   98382918   45623136   22009049 | 290574148 
       135 |  26968764   95794964   98810165   45565072   22600033 | 289738998 
       136 |  26776868   99154332   99119720   44624549   21295850 | 290971319 
       137 |  26116656   92841039  102768138   47198574   22498256 | 291422663 
       138 |  26857629   91268378  107817440   45661005   22287786 | 293892238 
       139 |  26697457   93541588  109060015   44554074   19118858 | 292971992 
       140 |  26811148   98254869  109532976   42316557   19978441 | 296893991 
       141 |  26802239   91450534  112049057   46365178   21424967 | 298091975 
       142 |  26930162   89034057  114839540   46250312   23837380 | 300891451 
       143 |  26113798   89550426  118288125   44571867   24848361 | 303372577 
       144 |  26385029   90537144  117820033   42679145   25886139 | 303307490 
       145 |  26418044   81217959  120400955   44242023   33691701 | 305970682 
       146 |  24843728   78375301  121467223   40588723   39857958 | 305132933 
       147 |  25518522   77676598  124235720   39059820   41038248 | 307528908 
       148 |  25415241   80590564  122298686   38890499   38425031 | 305620021 
       149 |  24838527   77403885  122976099   38903846   42254574 | 306376931 
       150 |  24923940   77132459  124340945   37029773   45262108 | 308689225 
       151 |  25272550   77257575  125535868   36334187   46038220 | 310438400 
       152 |  23894628   79052873  125266498   37296836   45483776 | 310994611 
       153 |  24319053   72447984  126838638   37613054   48329722 | 309548451 
       154 |  23720507   69318911  126017800   37858325   51376240 | 308291783 
       155 |  22779730   67844707  125866563   39791156   49205560 | 305487716 
       156 |  22340882   70436157  125089721   38573660   50309271 | 306749691 
       157 |  23444756   66113107  127501991   36852681   55722703 | 309635238 
       158 |  24447769   61283827  127717726   36277345   59069248 | 308795915 
       159 |  22305879   61762218  128239855   35820237   57148466 | 305276655 
       160 |  23730920   62612249  126080983   35782284   57309988 | 305516424 
       161 |  24087014   57835256  126011358   33474874   62134613 | 303543115 
       162 |  23207178   56634492  125685193   30346592   65201117 | 301074572 
       163 |  23102436   57097172  125536076   32281179   62213478 | 300230341 
       164 |  24200077   59277277  122914555   33066319   59422795 | 298881023 
       165 |  24113995   54407972  124441164   33124750   63748933 | 299836814 
       166 |  23352765   53198848  126050415   32854002   61374578 | 296830608 
       167 |  23054733   55352018  128020354   32121762   55510560 | 294059427 
       168 |  24491193   57913917  126435876   32186671   54458180 | 295485837 
       169 |  23059456   52970591  131017884   33628050   56453073 | 297129054 
       170 |  23483264   52960693  131964574   30901320   56246942 | 295556793 
       171 |  23625365   52639334  130439882   33559541   53366947 | 293631069 
       172 |  22457044   58872051  127021797   36360699   46866681 | 291578272 
       173 |  21536970   51018005  128515617   36648353   51050490 | 288769435 
       174 |  21432234   51034088  127898354   35546638   49691427 | 285602741 
       175 |  21961386   49948922  127632106   37529807   46973480 | 284045701 
       176 |  21646235   51486973  127841940   37985244   42813226 | 281773618 
       177 |  22804126   50680716  125840174   36937610   42012369 | 278274995 
       178 |  21548165   50690930  124827383   37722247   43016546 | 277805271 
       179 |  21596135   50877061  125149386   39169695   37892708 | 274684985 
       180 |  22120561   53836566  125986136   35952476   35551574 | 273447313 
       181 |  22379007   50085940  127865152   38311883   36025538 | 274667520 
       182 |  21947017   51128589  128002417   37665251   36137419 | 274880693 
       183 |  21100518   50673954  128799163   39528409   31669643 | 271771687 
       184 |  21491362   52212863  125615457   39849461   29314353 | 268483496 
       185 |  21807276   49225008  127237972   39915600   30226541 | 268412397 
       186 |  21318959   50134416  126392393   38324650   29801372 | 265971790 
       187 |  22040411   47779091  125688817   40416700   29705792 | 265630811 
       188 |  20225127   48383784  124957676   37565985   30015096 | 261147668 
       189 |  21466313   45331048  123275563   39497068   30314368 | 259884360 
       190 |  21595658   47240114  119946279   37305075   31218703 | 257305829 
       191 |  19464031   59761941  115090488   32796236   26664896 | 253777592 
       192 |  19711792   51755464  116379546   32017232   29688551 | 249552585 
       193 |  18938258   45826409  115710850   35681121   33320032 | 249476670 
       194 |  20549999   45471989  114362921   34269309   31621434 | 246275652 
       195 |  21928055   43100175  113719404   36288563   29511967 | 244548164 
       196 |  22322875   43341762  110848113   37691752   27767715 | 241972217 
       197 |  22204402   42018511  110300763   37434513   26917495 | 238875684 
       198 |  22898470   43552873  105474700   36245481   25893136 | 234064660 
       199 |  21489021   44148476  108112300   31946562   24257773 | 229954132 
       200 |  21311447   43015376  110873231   26150609   23915762 | 225266425 
       201 |  19687391   40948974  117435475   24012609   22403415 | 224487864 
-----------+-------------------------------------------------------+----------
     Total |1690322022 4670295144 8601824076 2712832808 2753135117 | 2.043e+10 
