
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |  15503084    3157511   55943819   19267267    3815236 |  97686917 
       131 |  15926011    3516594   54503368   19402794    4539298 |  97888065 
       132 |  14203056    3437908   55117341   21020832    4524585 |  98303722 
       133 |  14569144    4346276   58806652   21182839    3576170 | 102481081 
       134 |  15944825    3292825   58284676   21453569    4323456 | 103299351 
       135 |  15595932    3510180   58678123   21882696    4930995 | 104597926 
       136 |  16905436    3957602   57681363   22105420    5119945 | 105769766 
       137 |  17764556    3807883   60674394   23252742    4494245 | 109993820 
       138 |  17353985    3416886   60553901   23443012    4963061 | 109730845 
       139 |  18486437    3300068   61308475   21939782    5158024 | 110192786 
       140 |  19028778    3840017   61761157   21413885    4397831 | 110441668 
       141 |  18891180    4691724   63844785   21217153    4545710 | 113190552 
       142 |  18969143    3885872   64450440   20713226    5606722 | 113625403 
       143 |  18825443    3233555   63853521   21131018    6711854 | 113755391 
       144 |  18653432    4987435   65277310   19144091    8069141 | 116131409 
       145 |  18089444    3981726   65610616   18221007   11661353 | 117564146 
       146 |  17646993    3419972   64440177   15172659   16704832 | 117384633 
       147 |  16601041    4032028   66025395   17449484   15645919 | 119753867 
       148 |  16333061    4804589   66420757   18133909   15490270 | 121182586 
       149 |  16874549    4131335   66185723   18425330   16774434 | 122391371 
       150 |  16005207    3955371   65871992   16797346   18077837 | 120707753 
       151 |  15962890    3273342   65545911   16493954   18565769 | 119841866 
       152 |  15461925    3629099   66364328   16946199   16936633 | 119338184 
       153 |  15941737    3884162   65373693   16495645   17343350 | 119038587 
       154 |  14396714    3792161   67067318   16464125   19450883 | 121171201 
       155 |  14289283    3630415   64823355   17192583   16753855 | 116689491 
       156 |  13756894    4042738   64367120   17743547   16796873 | 116707172 
       157 |  13217059    4109699   62487179   17036711   19791769 | 116642417 
       158 |  14078296    4279089   58780358   14745791   21775154 | 113658688 
       159 |  14403396    3482503   56677314   15945933   19726068 | 110235214 
       160 |  13349308    3825409   56872568   15362011   17918079 | 107327375 
       161 |  13591103    4845083   57402074   15561432   19768539 | 111168231 
       162 |  13453135    4125712   57401333   13220385   20385276 | 108585841 
       163 |  14516747    3881792   55919404   14925761   18439345 | 107683049 
       164 |  14519869    4566851   55327553   15733260   17713462 | 107860995 
       165 |  14003462    4080558   55407117   14847067   16894066 | 105232270 
       166 |  14275787    4661196   55753241   14515823   16740069 | 105946116 
       167 |  14237372    3443359   54672861   15181291   15753176 | 103288059 
       168 |  14075369    3649247   53471585   15431097   14670553 | 101297851 
       169 |  13906334    3117686   51340937   15127314   15140960 |  98633231 
       170 |  14177768    3766578   50290450   15730488   13785515 |  97750799 
       171 |  14150541    2753162   50322104   18286964   13165284 |  98678055 
       172 |  13175507    3099667   49534981   17734870   11382712 |  94927737 
       173 |  13023010    3338612   49630866   17175480   10841524 |  94009492 
       174 |  12492762    3006792   51048679   17470937   11655093 |  95674263 
       175 |  11871218    2994625   50411478   17958997   10078419 |  93314737 
       176 |  12339032    3474308   49661794   17751033    9827855 |  93054022 
       177 |  12358978    3711504   50365071   17818703    9473679 |  93727935 
       178 |  13099234    3556575   50392687   17510934    8940110 |  93499540 
       179 |  13452989    3036594   51122104   16835849    9049929 |  93497465 
       180 |  13579456    3441545   51895771   16862010    7918579 |  93697361 
       181 |  12106851    3019730   50733288   16168556    8746553 |  90774978 
       182 |  12399166    3328002   51696786   15743732    8574661 |  91742347 
       183 |  13723168    3108800   52027904   16783088    7461229 |  93104189 
       184 |  14142248    2963367   53523113   18173565    7095785 |  95898078 
       185 |  13216163    3525903   52612535   18511287    6557711 |  94423599 
       186 |  14283898    3643372   52860444   17094664    7188300 |  95070678 
       187 |  13199313    3299402   54670307   16757352    6703795 |  94630169 
       188 |  12674068    3631848   53257411   16605094    6751414 |  92919835 
       189 |  12079250    4608200   53409061   16045290    6292593 |  92434394 
       190 |  11821076    4266036   54306473   16115661    7344806 |  93854052 
       191 |  11768853    6445766   52255556   13456166    9850142 |  93776483 
       192 |  10861984    3828865   52048460   15028843    8362680 |  90130832 
       193 |  10391880    4498617   52310647   14086679    7759060 |  89046883 
       194 |  11130396    5071727   53162034   12949148    7480013 |  89793318 
       195 |  11567335    3890378   52302454   12137147    7146575 |  87043889 
       196 |  12044399    3072618   50678723   13755430    5896549 |  85447719 
       197 |  11475459    4280929   53163458   13684160    4688850 |  87292856 
       198 |  10572388    4330360   56885180   12819879    5581412 |  90189219 
       199 |  11301797    3879960   60847969   12390673    6049537 |  94469936 
       200 |  10764425    4383104   63569315    9802786    5279845 |  93799475 
       201 |   9867513    4923514   62342560    8085789    6399182 |  91618558 
-----------+-------------------------------------------------------+----------
     Total |1024719542  275207918 4113688897 1219071244  773024188 |7405711789 
