,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Men,Men,Men,Men,Men,Men,Men,Men,Men,Men
,with children,with children,with children,with children,with children,without children,without children,without children,without children,without children,with children,with children,with children,with children,with children,without children,without children,without children,without children,without children
,Permanent,Temporary,Inactivity,Unemployment,Self Employment,Permanent,Temporary,Inactivity,Unemployment,Self Employment,Permanent,Temporary,Inactivity,Unemployment,Self Employment,Permanent,Temporary,Inactivity,Unemployment,Self Employment
dates,,,,,,,,,,,,,,,,,,,,
2018Q1,0.006426129694447946,0.013572181174595466,-0.01697114973328806,0.0001233515705568733,0.006555225996565356,0.010688383416793845,0.014248491117592577,0.013259470393561956,0.005691251168195882,-0.001447752553606966,0.0007547069139757778,-0.010887389916435543,-0.01826328151965241,-0.025180757931942577,-0.0012247898978789001,-0.006107705709405789,-0.00040932533955720385,0.0023679458941596454,0.0031927415995983005,0.0036122736617221762
2018Q2,0.008516926559457627,0.013388857061943815,-0.006709579734680782,-0.007179297000213802,0.007453575359843589,0.0069195370143795565,0.012929623600410917,0.01785259794132041,0.006903117404301051,0.0006087006304221834,-0.004631963268109746,-0.009095832221032683,-0.019666774836519033,-0.02082364746468554,-0.004482000248648851,-0.01048461402391819,-0.003206844487083499,-9.344724206028499e-05,0.0028939196510281012,0.008907145303844122
2018Q3,0.002459798534910018,0.014778315476711268,0.004377716755323613,-0.00012481782853190904,0.008877621961291576,0.005279948708563964,0.013545349124219036,0.018545901933478937,0.0057402002943863495,-0.002257256347066375,-0.006847422772731093,-0.012764127608464786,-0.01718262473031293,-0.017734250826444226,-0.011178066696571537,-0.014470752264110417,0.00010500393972498467,-6.675701176492299e-05,0.00010242358975982857,0.008813795767628474
2018Q4,0.003899560986170003,0.0039014332760216597,0.007556059832560635,0.0016362520467759767,0.006024055948213813,0.01470255243080612,0.01402863634581844,0.02062132421229207,0.008184833913020828,-0.000695531581663314,-0.0058897087600839615,-0.01045381562685277,-0.017643221995489775,-0.020359356537804324,-0.015247561771131984,-0.01801211597092789,-0.00046522885191475905,0.002450902412639927,-0.00044742564716318545,0.006208355338712612
2019Q1,0.004890240855670247,0.005406780670479505,0.0006192115496728712,-0.004946301437282696,0.0011088022813783571,0.01353491032045906,0.011917781540102756,0.012070242472104087,0.008736923733485807,-0.0022883902462221446,-0.0077306378662721775,-0.011716088119495933,-0.01585671082309574,-0.018054658869745263,-0.00648036076178754,-0.00902904196516656,0.0011207439525610652,0.001401358125028479,0.00167400553828366,0.01362118904984097
2019Q2,0.0024061586580618743,0.0012350998741915697,-0.0016521970947012132,0.010442864423033216,0.002388282421620286,0.01201395081343376,0.012593191740248005,0.005484461918192074,0.0034645000856498853,-0.002883819963505091,-0.002527568876788122,-0.0075385877857065756,-0.010321664727335561,-0.009385374476643865,-0.004261004134470628,-0.004685045486252204,0.002062723562003446,-0.000979856247476485,-0.004152421634287987,-0.003703693069266628
2019Q3,0.0046563648180250605,-0.003158080209240688,-0.004935839264065378,0.006518679113793668,-0.0024450907295431867,0.00564973168338842,0.008484098519414673,-0.0005667494167383991,-0.003498429748035742,0.0013591101247710652,-0.002732221507326743,-0.004735074668719572,0.0032453925825777635,-0.0011331450392005338,-0.0005211200051539328,0.0024361479233834388,-0.001958236923023965,-0.002717616559718611,-0.00029491774286870276,-0.0036530029517192197
2019Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q1,-0.007848573194911945,-0.010210756132198795,-0.013043877324932562,-0.00025186252327313863,-0.00632523003158178,-0.005488081316531446,0.0014336270663472817,-0.003210364431501078,0.007236440632511443,0.012291508874024505,0.004603414244073262,-0.0011249272920965739,0.004454073305650966,3.530692532421886e-05,0.005697225050330462,0.010669225682485822,0.0024832892883312474,0.003372021649381135,0.0013096109641811127,-0.0060820714356149
2020Q2,-0.0291907785189382,-0.02468718673700032,-0.03102791404124755,-0.02399141138685945,-0.027431881924109308,-0.031631679465040516,-0.0344905460689352,-0.03303427585984009,0.05787353785071084,0.03384828368777968,0.04312317809348393,0.021538003794566024,0.0008621710946018352,0.021379625470869135,0.02564562678088088,0.03984654636066373,-0.0021130485022651108,0.0010909570433919047,-0.0032503447641822614,-0.004358862908530159
2020Q3,-0.014902330257770213,-0.010724068001573661,-0.026289455665848616,-0.006174688750619661,-0.024161786624459336,-0.018642869062351047,-0.01852650756766358,-0.01735901601387818,0.01208895818063635,0.009869390131855296,-0.0014635312461327987,-0.004531693698518524,0.02802266452800277,0.022772931289721257,0.04449089964370574,0.035777102254115095,-0.00104750582640932,-0.0032753843576517894,0.0017885948359391834,-0.007711703791098756
2020Q4,-0.022268696692799517,-0.010166422168425338,-0.01965796846237,-0.0038464102681246004,-0.012863182997307931,-0.01611578034996637,-0.01280116131434117,-0.02769408031081494,0.004132430168487189,0.008252004000207445,-0.002735482030010089,0.0018170825631075027,0.03598456173907945,0.01933619965312061,0.036651293785435454,0.03162549632997612,-0.004985112217459189,-0.0013060011349363132,-0.0014566819787141388,-0.0019020883141439016
2021Q1,-0.01825321467221741,-0.011808701314710124,-0.022771815445717325,-0.00637843717002573,-0.01485538345167603,-0.01856940290423864,-0.009661615225087877,-0.02706341544225488,0.003129898584512958,0.012159860411262248,0.009151128808090242,0.004298191313490081,0.030474893283577928,0.020641309775294492,0.029161505955925968,0.033505049669390316,-0.0004961937441976122,-0.002423065967608079,-0.00587920409321116,-0.004361388370599795
2021Q2,-0.022945899509086876,-0.0066817138105700336,-0.03514267934875065,-0.0005439839678907932,-0.010524353258810654,-0.024440961085540863,-0.002417327077405801,-0.04223835426527528,-0.004239502962174346,0.0077023487774583385,0.00670463252653955,0.0008930378906930533,0.031893394446759246,0.021935351478222023,0.031299107753819444,0.037671337782427955,0.005816361283312629,0.0014849746404304864,-0.0004437338542024466,0.004217962560045196
2021Q3,-0.023307009523208133,-0.011546870328223768,-0.013958221944407878,0.002772570817645481,-0.006918632906372318,-0.017409763299022066,-0.0021911674436457806,-0.0321303887419033,-0.010428549495504036,0.0010229326194322041,-0.00856501637726978,-0.011955904375342948,0.03335673494663141,0.034237445313896386,0.025730433119843674,0.03571496101564334,0.007297456978453298,-0.006303744306082881,-0.0010160273545202353,0.005598761283957421
2021Q4,-0.020414212267210796,-0.009847215367681628,-0.009747296864555444,0.015123797267261763,-0.009692157518770395,-0.02015200911910288,-0.012710082325007616,-0.03669521457840755,-0.004019103173010574,0.0019198886131503237,-0.009466086923871575,-0.008775540687976278,0.02807525710171392,0.026821311250140915,0.02786214207816215,0.030135583528215604,0.006050215857277844,0.0012580246234932535,0.004061324035272762,0.00021137447090685546
2022Q1,-0.03192289964591288,-0.017647142424588647,-0.006242965337794615,0.031930842655461644,-0.013582138488261258,-0.02683456104451247,-0.01873406857158036,-0.03779528517555408,0.0015411879676721085,0.004960473218864336,-0.0003475738685931873,-0.00894616912240219,0.02994095629211839,0.029499117318701654,0.02952199606906933,0.03277580539703101,0.014022893874383671,0.010022112931534988,-0.00419738829110132,-0.017965193754536035
2022Q2,-0.014423128125346074,-0.005862795997763182,0.029732993343506764,0.046498923876908016,-0.03077953120667634,-0.04110651722291675,-0.04791403067967209,-0.06014746544714626,0.00603823930033881,0.005335237260113014,0.003799228929787374,-0.005834228083106435,0.02974854766313892,0.03373046228062808,0.02078709407353871,0.04207425883918921,0.009415872368544867,0.007903613679938915,-0.006405285667160643,-0.02259148918584447
2022Q3,0.00920274966779655,0.008302239408043866,0.03204823478581453,0.07091919973468186,-0.05304699263109104,-0.05672273746730237,-0.052869422784585146,-0.08215602591161114,-0.0068136495950898435,0.010837806609064367,-0.0152453966470176,-0.002760444024714745,0.04117163686732664,0.040562004952940094,0.0385726628134722,0.04032659118246203,0.00948625569105796,-0.002979313502745884,-0.002506078167683834,-0.026329320980817847
2022Q4,0.02459934758470672,0.016134079653842393,0.05739215137698661,0.07001118879116042,-0.06414243689689725,-0.06560402772181499,-0.06546714503875281,-0.09677426119028948,-0.0032523750141721097,0.007947564833193838,-0.01739365445479432,-0.007061886609989007,0.04091471750426129,0.045269743119958586,0.030984538223340616,0.05058522247912968,0.0018807468221016116,-0.0037473598851795464,-0.005515890106779817,-0.016760263470011083
