
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       331        255      1,026        592        218 |     2,422 
       131 |       311        229      1,029        621        216 |     2,406 
       132 |       325        245        965        582        175 |     2,292 
       133 |       317        226        944        572        206 |     2,265 
       134 |       340        229        981        617        194 |     2,361 
       135 |       363        269      1,010        633        172 |     2,447 
       136 |       339        259      1,036        609        162 |     2,405 
       137 |       359        256      1,055        656        171 |     2,497 
       138 |       371        268      1,147        640        184 |     2,610 
       139 |       369        264      1,173        683        177 |     2,666 
       140 |       391        260      1,158        675        182 |     2,666 
       141 |       382        226      1,166        654        201 |     2,629 
       142 |       393        226      1,132        614        206 |     2,571 
       143 |       386        235      1,163        617        238 |     2,639 
       144 |       344        227      1,148        583        252 |     2,554 
       145 |       337        218      1,101        527        325 |     2,508 
       146 |       323        240      1,094        456        423 |     2,536 
       147 |       274        249      1,108        469        439 |     2,539 
       148 |       282        283      1,154        500        474 |     2,693 
       149 |       263        283      1,162        481        468 |     2,657 
       150 |       252        268      1,132        474        559 |     2,685 
       151 |       237        280      1,091        477        531 |     2,616 
       152 |       254        282      1,027        476        512 |     2,551 
       153 |       281        274      1,008        436        555 |     2,554 
       154 |       247        262      1,001        448        595 |     2,553 
       155 |       240        258        995        466        566 |     2,525 
       156 |       224        229        976        460        567 |     2,456 
       157 |       217        245        950        426        586 |     2,424 
       158 |       240        245        949        391        666 |     2,491 
       159 |       234        229        958        403        714 |     2,538 
       160 |       237        235        927        431        709 |     2,539 
       161 |       236        236        901        394        803 |     2,570 
       162 |       232        250        847        346        829 |     2,504 
       163 |       230        273        828        399        758 |     2,488 
       164 |       238        243        789        393        733 |     2,396 
       165 |       249        230        748        371        762 |     2,360 
       166 |       233        243        799        358        759 |     2,392 
       167 |       249        223        818        384        708 |     2,382 
       168 |       252        229        777        455        641 |     2,354 
       169 |       260        200        753        419        654 |     2,286 
       170 |       230        197        749        427        648 |     2,251 
       171 |       218        186        744        459        573 |     2,180 
       172 |       225        195        752        487        487 |     2,146 
       173 |       206        222        733        467        476 |     2,104 
       174 |       217        200        710        431        500 |     2,058 
       175 |       221        216        716        427        482 |     2,062 
       176 |       216        198        691        450        459 |     2,014 
       177 |       205        205        662        465        459 |     1,996 
       178 |       196        212        651        418        432 |     1,909 
       179 |       199        215        674        442        377 |     1,907 
       180 |       179        205        687        467        335 |     1,873 
       181 |       181        200        687        459        370 |     1,897 
       182 |       182        205        658        432        361 |     1,838 
       183 |       185        209        727        477        304 |     1,902 
       184 |       177        226        720        493        309 |     1,925 
       185 |       189        219        751        454        344 |     1,957 
       186 |       195        228        722        433        294 |     1,872 
       187 |       189        219        736        442        258 |     1,844 
       188 |       184        223        754        492        281 |     1,934 
       189 |       181        244        743        464        282 |     1,914 
       190 |       177        247        707        390        283 |     1,804 
       191 |       163        290        655        310        293 |     1,711 
       192 |       167        234        639        352        301 |     1,693 
       193 |       172        228        618        378        285 |     1,681 
       194 |       155        209        628        312        283 |     1,587 
       195 |       156        199        602        344        271 |     1,572 
       196 |       135        189        594        336        234 |     1,488 
       197 |       157        198        572        324        232 |     1,483 
       198 |       137        181        597        312        229 |     1,456 
       199 |       144        189        627        285        195 |     1,440 
       200 |       137        164        707        248        189 |     1,445 
       201 |       112        169        711        211        183 |     1,386 
-----------+-------------------------------------------------------+----------
     Total |    17,429     16,602     61,950     33,076     29,299 |   158,356 
