
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       349         40        984        340         81 |     1,794 
       131 |       342         44        936        344         66 |     1,732 
       132 |       338         51        876        357         67 |     1,689 
       133 |       341         44        903        350         80 |     1,718 
       134 |       354         54        959        369         72 |     1,808 
       135 |       370         56        972        387         78 |     1,863 
       136 |       334         50        950        386         81 |     1,801 
       137 |       328         49        950        392         58 |     1,777 
       138 |       349         53        977        394         72 |     1,845 
       139 |       351         48        987        390         53 |     1,829 
       140 |       340         48        964        391         68 |     1,811 
       141 |       337         48        979        387         70 |     1,821 
       142 |       344         51      1,003        372         84 |     1,854 
       143 |       331         47        982        363        111 |     1,834 
       144 |       303         52        967        358        131 |     1,811 
       145 |       298         51        922        350        185 |     1,806 
       146 |       272         48        909        321        254 |     1,804 
       147 |       280         47        889        314        277 |     1,807 
       148 |       297         73        957        332        241 |     1,900 
       149 |       287         67        953        340        254 |     1,901 
       150 |       276         67        948        313        289 |     1,893 
       151 |       287         55        929        335        271 |     1,877 
       152 |       262         52        928        323        259 |     1,824 
       153 |       232         44        931        316        282 |     1,805 
       154 |       244         49        862        299        294 |     1,748 
       155 |       218         49        853        313        285 |     1,718 
       156 |       203         48        830        292        277 |     1,650 
       157 |       191         38        790        272        293 |     1,584 
       158 |       187         46        792        244        320 |     1,589 
       159 |       174         35        740        217        335 |     1,501 
       160 |       188         43        709        222        328 |     1,490 
       161 |       188         47        678        206        317 |     1,436 
       162 |       169         46        680        191        293 |     1,379 
       163 |       190         51        683        197        275 |     1,396 
       164 |       181         41        682        213        273 |     1,390 
       165 |       164         27        690        254        262 |     1,397 
       166 |       171         42        669        243        259 |     1,384 
       167 |       169         48        672        233        249 |     1,371 
       168 |       177         41        658        231        218 |     1,325 
       169 |       176         38        637        223        199 |     1,273 
       170 |       164         36        607        214        211 |     1,232 
       171 |       155         25        599        246        174 |     1,199 
       172 |       156         35        565        235        156 |     1,147 
       173 |       150         25        555        210        148 |     1,088 
       174 |       138         21        584        209        162 |     1,114 
       175 |       149         31        580        212        138 |     1,110 
       176 |       148         18        566        209        129 |     1,070 
       177 |       146         27        557        192        121 |     1,043 
       178 |       147         44        549        187        106 |     1,033 
       179 |       127         32        548        185        114 |     1,006 
       180 |       119         32        519        194        101 |       965 
       181 |       109         27        542        192        114 |       984 
       182 |       115         27        542        199        106 |       989 
       183 |       123         37        546        195         87 |       988 
       184 |       127         32        513        180         95 |       947 
       185 |       146         23        497        201         97 |       964 
       186 |       164         21        520        179         92 |       976 
       187 |       149         23        516        205         85 |       978 
       188 |       133         28        482        182         76 |       901 
       189 |       121         29        467        166         67 |       850 
       190 |       109         35        448        150         69 |       811 
       191 |        94         49        410         88         85 |       726 
       192 |        90         34        388        111         79 |       702 
       193 |        86         32        371        117         59 |       665 
       194 |        79         50        334        111         65 |       639 
       195 |        71         24        341         98         53 |       587 
       196 |        61         22        301        102         49 |       535 
       197 |        66         32        304        102         58 |       562 
       198 |        67         29        318         87         66 |       567 
       199 |        64         26        343         85         55 |       573 
       200 |        68         33        342         82         39 |       564 
       201 |        62         20        334         55         42 |       513 
-----------+-------------------------------------------------------+----------
     Total |    14,295      2,887     49,468     17,554     11,059 |    95,263 
