
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       153         32        593        179         29 |       986 
       131 |       164         24        578        182         38 |       986 
       132 |       142         22        537        193         29 |       923 
       133 |       140         21        562        199         35 |       957 
       134 |       157         25        590        207         32 |     1,011 
       135 |       157         20        651        230         35 |     1,093 
       136 |       164         28        617        210         42 |     1,061 
       137 |       170         28        632        220         40 |     1,090 
       138 |       178         23        642        230         45 |     1,118 
       139 |       193         26        651        250         44 |     1,164 
       140 |       193         26        662        224         34 |     1,139 
       141 |       184         21        645        211         41 |     1,102 
       142 |       170         16        664        217         50 |     1,117 
       143 |       173         23        672        217         57 |     1,142 
       144 |       168         41        658        211         63 |     1,141 
       145 |       154         25        665        177         99 |     1,120 
       146 |       152         27        657        157        125 |     1,118 
       147 |       151         31        687        171        128 |     1,168 
       148 |       159         42        720        184        126 |     1,231 
       149 |       160         35        710        200        140 |     1,245 
       150 |       166         34        735        185        152 |     1,272 
       151 |       164         24        702        182        167 |     1,239 
       152 |       150         33        698        194        158 |     1,233 
       153 |       144         31        679        177        158 |     1,189 
       154 |       132         32        708        186        170 |     1,228 
       155 |       134         28        686        195        150 |     1,193 
       156 |       116         19        633        181        145 |     1,094 
       157 |       103         21        589        167        159 |     1,039 
       158 |       102         27        560        165        172 |     1,026 
       159 |       124         25        540        170        169 |     1,028 
       160 |       114         20        520        167        149 |       970 
       161 |       121         25        509        149        169 |       973 
       162 |       119         22        506        151        155 |       953 
       163 |       133         29        498        152        144 |       956 
       164 |       133         27        490        157        143 |       950 
       165 |       123         26        494        152        134 |       929 
       166 |       112         32        515        145        133 |       937 
       167 |       102         36        478        162        117 |       895 
       168 |       102         32        443        151        120 |       848 
       169 |       102         20        413        147        123 |       805 
       170 |        97         28        421        161        112 |       819 
       171 |       102         20        418        176         99 |       815 
       172 |        92         22        411        169         88 |       782 
       173 |        91         23        402        163         76 |       755 
       174 |        88         17        399        161         76 |       741 
       175 |        74         21        379        163         67 |       704 
       176 |        81         19        360        165         52 |       677 
       177 |        72         28        358        162         50 |       670 
       178 |        83         24        364        170         59 |       700 
       179 |        83         17        385        155         63 |       703 
       180 |        85         22        382        152         57 |       698 
       181 |        85         17        379        147         59 |       687 
       182 |        85         16        382        144         66 |       693 
       183 |        95         24        403        151         55 |       728 
       184 |        80         20        411        161         56 |       728 
       185 |        95         29        418        168         48 |       758 
       186 |       100         25        438        151         46 |       760 
       187 |        75         21        454        147         46 |       743 
       188 |        74         26        422        143         34 |       699 
       189 |        80         24        414        133         43 |       694 
       190 |        78         27        409        138         41 |       693 
       191 |        66         34        373        102         61 |       636 
       192 |        66         19        351        104         51 |       591 
       193 |        62         23        335         90         39 |       549 
       194 |        53         26        301         85         39 |       504 
       195 |        52         19        296         75         39 |       481 
       196 |        49         16        260         74         27 |       426 
       197 |        36         25        272         56         26 |       415 
       198 |        46         21        285         64         17 |       433 
       199 |        48         18        307         66         29 |       468 
       200 |        49         27        294         58         23 |       451 
       201 |        50         25        286         43         32 |       436 
-----------+-------------------------------------------------------+----------
     Total |     8,150      1,802     35,958     11,501      5,895 |    63,306 
