
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |     1,123        142      3,026        890        224 |     5,405 
       131 |     1,080        134      2,894        961        180 |     5,249 
       132 |     1,043        142      2,873        956        175 |     5,189 
       133 |     1,055        133      2,824        964        186 |     5,162 
       134 |     1,098        141      2,898        992        187 |     5,316 
       135 |     1,131        130      2,981      1,029        209 |     5,480 
       136 |     1,106        135      2,929      1,015        191 |     5,376 
       137 |     1,087        142      2,948      1,016        170 |     5,363 
       138 |     1,146        162      3,053        998        186 |     5,545 
       139 |     1,129        155      3,132        993        169 |     5,578 
       140 |     1,104        141      3,100        970        193 |     5,508 
       141 |     1,108        153      3,167        936        204 |     5,568 
       142 |     1,113        139      3,135        948        231 |     5,566 
       143 |     1,095        140      3,041        929        298 |     5,503 
       144 |     1,045        148      2,978        892        353 |     5,416 
       145 |     1,034        147      2,872        849        467 |     5,369 
       146 |       956        132      2,908        764        642 |     5,402 
       147 |       952        140      2,869        773        703 |     5,437 
       148 |       971        199      3,007        806        680 |     5,663 
       149 |       944        181      3,030        804        692 |     5,651 
       150 |       962        181      2,991        771        761 |     5,666 
       151 |       966        156      2,955        802        713 |     5,592 
       152 |       947        160      2,897        790        717 |     5,511 
       153 |       940        142      2,924        793        724 |     5,523 
       154 |       923        138      2,835        784        781 |     5,461 
       155 |       889        153      2,772        792        747 |     5,353 
       156 |       834        151      2,716        770        781 |     5,252 
       157 |       814        143      2,617        731        808 |     5,113 
       158 |       798        158      2,697        691        901 |     5,245 
       159 |       756        151      2,568        667        907 |     5,049 
       160 |       752        143      2,515        644        898 |     4,952 
       161 |       738        148      2,499        633        910 |     4,928 
       162 |       730        131      2,435        630        924 |     4,850 
       163 |       756        145      2,427        633        888 |     4,849 
       164 |       755        147      2,414        641        887 |     4,844 
       165 |       713        124      2,446        725        862 |     4,870 
       166 |       698        138      2,414        678        876 |     4,804 
       167 |       686        121      2,398        706        776 |     4,687 
       168 |       684        127      2,377        735        702 |     4,625 
       169 |       710        119      2,384        731        675 |     4,619 
       170 |       675        118      2,314        682        705 |     4,494 
       171 |       639         95      2,308        727        574 |     4,343 
       172 |       631        116      2,237        723        480 |     4,187 
       173 |       646         96      2,238        707        491 |     4,178 
       174 |       611         98      2,258        639        513 |     4,119 
       175 |       627        105      2,239        641        435 |     4,047 
       176 |       642         85      2,220        626        418 |     3,991 
       177 |       626         93      2,153        655        402 |     3,929 
       178 |       631        117      2,177        641        386 |     3,952 
       179 |       587        110      2,096        648        355 |     3,796 
       180 |       564        108      2,055        671        324 |     3,722 
       181 |       541         98      2,106        645        345 |     3,735 
       182 |       561        112      2,150        619        328 |     3,770 
       183 |       562        124      2,153        628        276 |     3,743 
       184 |       524        111      2,098        596        283 |     3,612 
       185 |       552         94      2,060        630        288 |     3,624 
       186 |       564        100      2,072        598        275 |     3,609 
       187 |       550         87      2,055        644        253 |     3,589 
       188 |       512         93      1,979        591        253 |     3,428 
       189 |       489         94      1,961        550        254 |     3,348 
       190 |       479        123      1,854        491        227 |     3,174 
       191 |       419        179      1,689        368        247 |     2,902 
       192 |       413        112      1,651        403        221 |     2,800 
       193 |       397        102      1,633        412        213 |     2,757 
       194 |       355        119      1,490        378        217 |     2,559 
       195 |       342         93      1,464        360        168 |     2,427 
       196 |       307         82      1,358        353        171 |     2,271 
       197 |       330         95      1,354        337        163 |     2,279 
       198 |       354         86      1,324        295        181 |     2,240 
       199 |       357         93      1,374        270        158 |     2,252 
       200 |       324        104      1,375        251        144 |     2,198 
       201 |       333         90      1,362        219        147 |     2,151 
-----------+-------------------------------------------------------+----------
     Total |    53,515      9,144    172,803     49,830     32,473 |   317,765 
