
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       249         53        942        299         59 |     1,602 
       131 |       276         41        928        303         67 |     1,615 
       132 |       238         46        885        286         63 |     1,518 
       133 |       243         45        918        310         60 |     1,576 
       134 |       265         38        961        337         64 |     1,665 
       135 |       275         36      1,037        373         63 |     1,784 
       136 |       281         47        993        351         77 |     1,749 
       137 |       292         41      1,037        370         70 |     1,810 
       138 |       309         43      1,069        391         80 |     1,892 
       139 |       321         46      1,088        385         84 |     1,924 
       140 |       324         49      1,071        362         66 |     1,872 
       141 |       320         51      1,076        359         66 |     1,872 
       142 |       319         39      1,099        358         88 |     1,903 
       143 |       326         46      1,119        347        104 |     1,942 
       144 |       327         67      1,099        312        122 |     1,927 
       145 |       313         52      1,120        299        174 |     1,958 
       146 |       291         54      1,125        251        222 |     1,943 
       147 |       289         60      1,144        288        223 |     2,004 
       148 |       294         79      1,210        312        221 |     2,116 
       149 |       292         68      1,226        313        257 |     2,156 
       150 |       295         63      1,267        305        276 |     2,206 
       151 |       293         53      1,216        308        282 |     2,152 
       152 |       271         57      1,214        317        272 |     2,131 
       153 |       282         60      1,209        300        268 |     2,119 
       154 |       253         57      1,288        310        307 |     2,215 
       155 |       255         52      1,253        333        267 |     2,160 
       156 |       225         44      1,189        342        265 |     2,065 
       157 |       210         54      1,128        302        290 |     1,984 
       158 |       210         60      1,081        276        323 |     1,950 
       159 |       226         47      1,041        295        327 |     1,936 
       160 |       221         45      1,003        289        275 |     1,833 
       161 |       228         53        973        278        308 |     1,840 
       162 |       228         42        963        258        307 |     1,798 
       163 |       247         53        959        275        288 |     1,822 
       164 |       254         49        953        279        289 |     1,824 
       165 |       245         56        957        268        271 |     1,797 
       166 |       244         71        963        265        281 |     1,824 
       167 |       241         58        937        285        254 |     1,775 
       168 |       234         60        871        287        231 |     1,683 
       169 |       232         42        846        277        233 |     1,630 
       170 |       228         55        843        287        211 |     1,624 
       171 |       223         37        835        310        211 |     1,616 
       172 |       206         50        805        308        168 |     1,537 
       173 |       194         46        809        287        165 |     1,501 
       174 |       184         37        822        296        168 |     1,507 
       175 |       162         44        815        295        144 |     1,460 
       176 |       174         40        797        295        128 |     1,434 
       177 |       184         49        815        292        122 |     1,462 
       178 |       194         47        815        296        127 |     1,479 
       179 |       206         35        825        283        129 |     1,478 
       180 |       203         42        819        277        114 |     1,455 
       181 |       203         42        788        259        111 |     1,403 
       182 |       190         43        785        265        123 |     1,406 
       183 |       200         45        794        286        108 |     1,433 
       184 |       205         43        828        301        112 |     1,489 
       185 |       207         57        848        310        103 |     1,525 
       186 |       226         60        853        286         96 |     1,521 
       187 |       193         41        860        271         98 |     1,463 
       188 |       179         47        850        255         86 |     1,417 
       189 |       170         53        831        241         83 |     1,378 
       190 |       150         48        826        236         89 |     1,349 
       191 |       135         70        737        183        116 |     1,241 
       192 |       121         41        736        197        100 |     1,195 
       193 |       128         48        711        192         85 |     1,164 
       194 |       112         52        656        182         80 |     1,082 
       195 |       127         47        621        142         77 |     1,014 
       196 |       122         34        549        154         55 |       914 
       197 |       118         50        556        143         49 |       916 
       198 |       106         46        577        147         56 |       932 
       199 |       105         49        627        143         61 |       985 
       200 |       106         46        654        117         52 |       975 
       201 |        95         46        663         86         59 |       949 
-----------+-------------------------------------------------------+----------
     Total |    16,094      3,567     66,808     20,077     11,330 |   117,876 
