
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |        96         21        348        120         30 |       615 
       131 |       111         17        349        121         30 |       628 
       132 |        96         23        349         93         33 |       594 
       133 |       103         24        356        111         25 |       619 
       134 |       108         13        374        130         32 |       657 
       135 |       118         16        383        142         27 |       686 
       136 |       117         19        377        140         35 |       688 
       137 |       122         13        405        150         30 |       720 
       138 |       131         20        428        162         36 |       777 
       139 |       128         20        436        136         40 |       760 
       140 |       131         23        409        139         32 |       734 
       141 |       136         30        431        148         25 |       770 
       142 |       149         23        433        142         39 |       786 
       143 |       153         22        448        129         47 |       799 
       144 |       159         26        440        102         57 |       784 
       145 |       158         27        454        120         74 |       833 
       146 |       139         27        467         95         96 |       824 
       147 |       138         29        457        118         95 |       837 
       148 |       135         37        491        128         95 |       886 
       149 |       132         33        516        112        117 |       910 
       150 |       129         29        531        120        123 |       932 
       151 |       130         29        514        126        115 |       914 
       152 |       119         24        515        123        113 |       894 
       153 |       137         29        532        122        108 |       928 
       154 |       121         25        580        123        137 |       986 
       155 |       121         24        569        138        115 |       967 
       156 |       108         25        556        158        121 |       968 
       157 |       107         33        540        135        130 |       945 
       158 |       108         33        522        112        152 |       927 
       159 |       102         22        502        125        159 |       910 
       160 |       107         25        483        122        125 |       862 
       161 |       107         28        464        129        139 |       867 
       162 |       109         20        457        107        151 |       844 
       163 |       114         24        461        124        144 |       867 
       164 |       121         22        464        122        146 |       875 
       165 |       122         30        464        117        137 |       870 
       166 |       132         39        447        120        148 |       886 
       167 |       139         22        459        123        137 |       880 
       168 |       132         28        427        135        111 |       833 
       169 |       130         22        432        131        111 |       826 
       170 |       131         26        421        127         98 |       803 
       171 |       121         17        418        133        113 |       802 
       172 |       114         28        394        139         80 |       755 
       173 |       103         23        408        125         89 |       748 
       174 |        96         20        423        135         92 |       766 
       175 |        88         23        436        132         77 |       756 
       176 |        93         21        437        131         76 |       758 
       177 |       112         21        457        130         72 |       792 
       178 |       111         23        451        126         68 |       779 
       179 |       123         18        441        127         66 |       775 
       180 |       118         20        438        125         57 |       758 
       181 |       118         25        409        111         52 |       715 
       182 |       105         28        403        121         57 |       714 
       183 |       105         22        391        135         53 |       706 
       184 |       125         23        417        140         56 |       761 
       185 |       113         28        430        142         54 |       767 
       186 |       127         35        415        136         50 |       763 
       187 |       118         20        405        125         52 |       720 
       188 |       105         21        428        113         52 |       719 
       189 |        90         29        417        107         40 |       683 
       190 |        73         21        417         98         48 |       657 
       191 |        69         36        364         81         55 |       605 
       192 |        56         22        385         93         49 |       605 
       193 |        66         25        376        102         45 |       614 
       194 |        59         26        355         97         41 |       578 
       195 |        75         28        325         67         38 |       533 
       196 |        73         18        290         80         28 |       489 
       197 |        82         25        284         87         23 |       501 
       198 |        60         25        292         83         39 |       499 
       199 |        57         31        320         77         32 |       517 
       200 |        57         19        359         59         29 |       523 
       201 |        45         21        377         43         27 |       513 
-----------+-------------------------------------------------------+----------
     Total |     7,943      1,764     30,853      8,577      5,425 |    54,562 
