
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |   9546704   20097908   60256915   25644767   10899487 | 126445781 
       131 |   9394581   20296062   62786898   29772634    9259689 | 131509864 
       132 |   9108389   20940666   61099380   30813688    9414565 | 131376688 
       133 |   9026763   18296485   62174729   30313019   10421673 | 130232669 
       134 |   8728961   19536678   64673437   31483667    9859635 | 134282378 
       135 |   9292723   19150617   64820242   34389225    9971285 | 137624092 
       136 |   9512406   18744000   66492899   34427168    9089289 | 138265762 
       137 |  10978421   18560121   66478178   31548332    8712209 | 136277261 
       138 |   9917515   20158105   68415464   29217586    9774364 | 137483034 
       139 |  11410716   19554706   69364962   30629876    9527359 | 140487619 
       140 |  11858722   19195914   69107380   32338840    8129728 | 140630584 
       141 |  10640759   20329751   67992511   31711477    9388212 | 140062710 
       142 |  10237245   18390558   69122947   30429030   11113992 | 139293772 
       143 |  10225355   19503824   69901725   31183954   10184665 | 140999523 
       144 |  10847568   19385384   69393177   31397239    9902712 | 140926080 
       145 |  10425987   18391397   70024441   28863937   13388845 | 141094607 
       146 |   8268409   17561900   73590812   26245929   17906753 | 143573803 
       147 |   9025134   18259743   73013989   26123455   17061401 | 143483722 
       148 |   9241913   19054709   71544467   26677083   15918611 | 142436783 
       149 |   9355190   17429170   71114766   25332305   18535605 | 141767036 
       150 |   9045436   17199113   70455779   23326193   20082689 | 140109210 
       151 |   7968144   15982220   70872137   25505519   21923621 | 142251641 
       152 |   7899698   16687835   69227130   25608013   22109944 | 141532620 
       153 |   7939407   16375262   70488156   24095964   21009716 | 139908505 
       154 |   8250214   16584917   68342993   25228587   20981455 | 139388166 
       155 |   8590175   15535145   72267261   25611938   20119425 | 142123944 
       156 |   8116062   16545061   69678216   25733091   21056115 | 141128545 
       157 |   7570174   16077850   66796376   23038329   24440319 | 137923048 
       158 |   7905974   16095962   67758065   21925173   25556719 | 139241893 
       159 |   8412709   15663118   66973945   21797582   25522324 | 138369678 
       160 |   7996180   15676608   67578814   23133331   27238772 | 141623705 
       161 |   8141403   14789846   65504629   20520636   28840174 | 137796688 
       162 |   7971342   16298388   65241492   20486453   29501968 | 139499643 
       163 |   8884878   16289934   64906420   20457361   28659283 | 139197876 
       164 |   9150718   16601442   63316424   20170079   27378845 | 136617508 
       165 |   8937319   16612475   62976188   20248382   27624727 | 136399091 
       166 |   8696398   16503176   60569411   20632356   29612235 | 136013576 
       167 |   9087033   15424372   62526748   21855223   29587544 | 138480920 
       168 |   9784365   14800094   62632618   22378617   26800228 | 136395922 
       169 |   9393732   14922447   62549419   21635156   27703283 | 136204037 
       170 |   8874641   14872337   62523921   20942676   28922187 | 136135762 
       171 |   8814274   15734350   63625917   22466375   26606421 | 137247337 
       172 |   9397515   15677585   65393926   24494404   24546256 | 139509686 
       173 |   8250516   15856861   65272057   25294043   24620570 | 139294047 
       174 |   7803828   16182463   64728716   24270229   25784583 | 138769819 
       175 |   8571059   16123449   64645619   25180234   24610310 | 139130671 
       176 |   8967399   15530912   64543554   25133016   23264353 | 137439234 
       177 |   8850206   15100668   62582167   26025370   21805234 | 134363645 
       178 |   8584273   15117725   61757010   24875258   22202531 | 132536797 
       179 |   8110700   15594471   63504283   27312501   19552304 | 134074259 
       180 |   8833557   16117789   61937392   27845634   18935711 | 133670083 
       181 |   7916310   17464493   61854206   26193876   19435128 | 132864013 
       182 |   8606672   17626523   60102690   25902397   20696162 | 132934444 
       183 |   8449775   17447056   61786190   27787216   19817844 | 135288081 
       184 |   8609612   18221488   60832063   28430577   19422006 | 135515746 
       185 |   8609988   17924761   61923845   27100382   18128637 | 133687613 
       186 |   9361713   16852447   62587524   27216981   18347837 | 134366502 
       187 |   9727226   17771088   64011274   26575198   17535725 | 135620511 
       188 |   9212255   19151090   64862664   28885125   16615320 | 138726454 
       189 |   9783661   18011636   66475084   28281513   16064417 | 138616311 
       190 |  10262689   19689530   66981162   26499917   18106746 | 141540044 
       191 |   9751745   25811395   64398121   22700453   18867163 | 141528877 
       192 |   9380653   20296869   66921315   25577463   23567694 | 145743994 
       193 |   8061629   18299755   66953847   28518340   22306905 | 144140476 
       194 |   7352916   19962685   65505449   26942566   22356698 | 142120314 
       195 |   8419484   19330884   69323028   29741196   20673698 | 147488290 
       196 |   9177847   19438385   69111111   30913138   19311317 | 147951798 
       197 |   9584717   18385157   72390626   31972972   14892941 | 147226413 
       198 |  10282932   16643666   70479973   30717909   18002096 | 146126576 
       199 |   9314360   16185365   73724930   29786416   15428364 | 144439435 
       200 |   9343499   17044597   78143239   25998521   14970435 | 145500291 
       201 |   9718577   16086715   78410991   24646913   17507910 | 146371106 
-----------+-------------------------------------------------------+----------
     Total | 652771050 1263057158 4789325434 1906160003 1387114968 |9998428613 
