
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |     2,016        272      5,207      1,407        333 |     9,235 
       131 |     1,933        262      5,096      1,471        293 |     9,055 
       132 |     1,869        290      5,063      1,417        305 |     8,944 
       133 |     1,880        279      5,002      1,463        290 |     8,914 
       134 |     1,979        277      5,113      1,498        315 |     9,182 
       135 |     2,088        277      5,310      1,557        310 |     9,542 
       136 |     2,061        288      5,209      1,487        290 |     9,335 
       137 |     2,071        301      5,173      1,500        267 |     9,312 
       138 |     2,138        287      5,353      1,446        302 |     9,526 
       139 |     2,190        265      5,508      1,474        267 |     9,704 
       140 |     2,129        274      5,490      1,449        296 |     9,638 
       141 |     2,108        278      5,556      1,397        318 |     9,657 
       142 |     2,090        263      5,553      1,418        369 |     9,693 
       143 |     2,078        261      5,494      1,406        447 |     9,686 
       144 |     2,019        280      5,314      1,340        555 |     9,508 
       145 |     1,941        264      5,171      1,259        742 |     9,377 
       146 |     1,778        266      5,209      1,142      1,001 |     9,396 
       147 |     1,756        259      5,200      1,133      1,082 |     9,430 
       148 |     1,841        316      5,298      1,194      1,075 |     9,724 
       149 |     1,828        312      5,371      1,209      1,089 |     9,809 
       150 |     1,810        296      5,292      1,170      1,175 |     9,743 
       151 |     1,772        259      5,265      1,207      1,132 |     9,635 
       152 |     1,735        282      5,161      1,198      1,142 |     9,518 
       153 |     1,727        255      5,129      1,171      1,165 |     9,447 
       154 |     1,661        260      5,099      1,176      1,240 |     9,436 
       155 |     1,605        269      4,982      1,195      1,251 |     9,302 
       156 |     1,569        281      4,905      1,159      1,257 |     9,171 
       157 |     1,574        269      4,720      1,128      1,308 |     8,999 
       158 |     1,576        273      4,849      1,076      1,420 |     9,194 
       159 |     1,529        267      4,720      1,053      1,477 |     9,046 
       160 |     1,525        263      4,673      1,017      1,425 |     8,903 
       161 |     1,498        264      4,599        975      1,460 |     8,796 
       162 |     1,511        238      4,524        913      1,498 |     8,684 
       163 |     1,520        237      4,524        971      1,456 |     8,708 
       164 |     1,510        245      4,467      1,019      1,405 |     8,646 
       165 |     1,457        221      4,498      1,110      1,368 |     8,654 
       166 |     1,435        259      4,397      1,066      1,415 |     8,572 
       167 |     1,441        216      4,372      1,096      1,272 |     8,397 
       168 |     1,430        227      4,294      1,117      1,166 |     8,234 
       169 |     1,462        217      4,301      1,110      1,133 |     8,223 
       170 |     1,397        223      4,301      1,077      1,125 |     8,123 
       171 |     1,378        190      4,306      1,162        952 |     7,988 
       172 |     1,344        207      4,150      1,150        817 |     7,668 
       173 |     1,331        184      4,208      1,144        838 |     7,705 
       174 |     1,281        165      4,214      1,075        847 |     7,582 
       175 |     1,293        193      4,161      1,061        788 |     7,496 
       176 |     1,281        185      4,132      1,097        715 |     7,410 
       177 |     1,265        197      4,098      1,052        679 |     7,291 
       178 |     1,296        215      4,176      1,020        665 |     7,372 
       179 |     1,257        201      4,124      1,080        581 |     7,243 
       180 |     1,227        210      4,065      1,109        545 |     7,156 
       181 |     1,181        185      4,182      1,074        575 |     7,197 
       182 |     1,201        196      4,227      1,021        583 |     7,228 
       183 |     1,207        204      4,259      1,059        498 |     7,227 
       184 |     1,151        200      4,183      1,001        483 |     7,018 
       185 |     1,186        198      4,173      1,078        459 |     7,094 
       186 |     1,211        222      4,238      1,048        461 |     7,180 
       187 |     1,207        184      4,202      1,052        447 |     7,092 
       188 |     1,166        211      4,068      1,020        423 |     6,888 
       189 |     1,133        184      4,048        973        434 |     6,772 
       190 |     1,080        248      3,883        845        398 |     6,454 
       191 |     1,012        332      3,589        669        422 |     6,024 
       192 |       966        233      3,573        731        374 |     5,877 
       193 |       961        202      3,558        740        328 |     5,789 
       194 |       882        227      3,351        676        345 |     5,481 
       195 |       856        180      3,239        636        302 |     5,213 
       196 |       773        167      3,087        634        302 |     4,963 
       197 |       772        180      3,102        628        291 |     4,973 
       198 |       786        168      3,087        570        296 |     4,907 
       199 |       812        177      3,196        504        266 |     4,955 
       200 |       765        197      3,177        439        239 |     4,817 
       201 |       761        164      3,153        387        249 |     4,714 
-----------+-------------------------------------------------------+----------
     Total |   106,559     17,098    323,971     78,406     52,838 |   578,872 
