
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       856        811      2,269      1,160        529 |     5,625 
       131 |       828        721      2,314      1,218        503 |     5,584 
       132 |       847        761      2,283      1,206        396 |     5,493 
       133 |       851        716      2,259      1,220        455 |     5,501 
       134 |       877        747      2,361      1,259        468 |     5,712 
       135 |       951        834      2,478      1,334        447 |     6,044 
       136 |       897        860      2,505      1,348        412 |     6,022 
       137 |       920        871      2,578      1,374        423 |     6,166 
       138 |       942        882      2,676      1,373        481 |     6,354 
       139 |       948        878      2,731      1,460        442 |     6,459 
       140 |       980        947      2,730      1,398        435 |     6,490 
       141 |       991        870      2,720      1,351        496 |     6,428 
       142 |       982        858      2,710      1,290        543 |     6,383 
       143 |       983        869      2,798      1,281        614 |     6,545 
       144 |       932        891      2,793      1,182        658 |     6,456 
       145 |       923        905      2,696      1,096        850 |     6,470 
       146 |       839        920      2,697        936      1,087 |     6,479 
       147 |       802        909      2,741        958      1,164 |     6,574 
       148 |       881      1,049      2,900      1,075      1,217 |     7,122 
       149 |       829      1,049      2,894      1,040      1,260 |     7,072 
       150 |       830      1,004      2,911        996      1,368 |     7,109 
       151 |       795        933      2,833        989      1,375 |     6,925 
       152 |       800        970      2,783      1,032      1,358 |     6,943 
       153 |       800        974      2,721        987      1,408 |     6,890 
       154 |       772        947      2,700        983      1,487 |     6,889 
       155 |       793        959      2,696      1,019      1,472 |     6,939 
       156 |       776        909      2,617      1,041      1,467 |     6,810 
       157 |       749        859      2,525        986      1,560 |     6,679 
       158 |       759        924      2,608        870      1,777 |     6,938 
       159 |       792        900      2,635        888      1,873 |     7,088 
       160 |       800        929      2,600        895      1,841 |     7,065 
       161 |       814        941      2,494        851      1,988 |     7,088 
       162 |       840        999      2,452        785      2,119 |     7,195 
       163 |       825      1,029      2,404        888      2,040 |     7,186 
       164 |       816        958      2,390        913      2,005 |     7,082 
       165 |       786        942      2,317        858      2,064 |     6,967 
       166 |       809        989      2,379        830      2,111 |     7,118 
       167 |       795        927      2,466        930      2,003 |     7,121 
       168 |       812        914      2,496      1,045      1,821 |     7,088 
       169 |       859        881      2,449        968      1,869 |     7,026 
       170 |       817        901      2,441        952      1,851 |     6,962 
       171 |       786        879      2,416      1,079      1,683 |     6,843 
       172 |       794        898      2,384      1,142      1,521 |     6,739 
       173 |       757        890      2,366      1,115      1,507 |     6,635 
       174 |       778        822      2,298      1,051      1,573 |     6,522 
       175 |       802        860      2,318      1,082      1,462 |     6,524 
       176 |       776        844      2,271      1,114      1,425 |     6,430 
       177 |       777        819      2,319      1,130      1,383 |     6,428 
       178 |       762        863      2,365      1,077      1,361 |     6,428 
       179 |       763        884      2,439      1,117      1,216 |     6,419 
       180 |       776        874      2,464      1,181      1,098 |     6,393 
       181 |       763        862      2,465      1,190      1,123 |     6,403 
       182 |       759        898      2,486      1,143      1,144 |     6,430 
       183 |       758        875      2,553      1,225      1,010 |     6,421 
       184 |       745        890      2,460      1,258        999 |     6,352 
       185 |       763        913      2,558      1,192      1,009 |     6,435 
       186 |       769        974      2,601      1,114        968 |     6,426 
       187 |       760        921      2,584      1,143        868 |     6,276 
       188 |       745        918      2,614      1,217        851 |     6,345 
       189 |       722        908      2,620      1,181        877 |     6,308 
       190 |       700        938      2,547      1,026        879 |     6,090 
       191 |       654      1,031      2,377        826        869 |     5,757 
       192 |       673        881      2,377        928        942 |     5,801 
       193 |       718        836      2,419      1,018        947 |     5,938 
       194 |       682        878      2,383        895        909 |     5,747 
       195 |       685        787      2,343        939        853 |     5,607 
       196 |       649        714      2,302        934        738 |     5,337 
       197 |       661        745      2,210        951        691 |     5,258 
       198 |       629        716      2,332        863        693 |     5,233 
       199 |       613        708      2,360        777        638 |     5,096 
       200 |       604        620      2,502        679        591 |     4,996 
       201 |       579        645      2,543        581        623 |     4,971 
-----------+-------------------------------------------------------+----------
     Total |    57,300     63,428    181,326     76,433     82,188 |   460,675 
