
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       116        226        654        268        119 |     1,383 
       131 |       113        208        660        272         94 |     1,347 
       132 |        98        229        628        255         81 |     1,291 
       133 |       113        202        620        276         92 |     1,303 
       134 |       134        189        677        279        108 |     1,387 
       135 |       131        198        713        344         91 |     1,477 
       136 |       125        210        705        347         78 |     1,465 
       137 |       133        176        772        344         93 |     1,518 
       138 |       142        188        801        300        116 |     1,547 
       139 |       138        208        843        318        106 |     1,613 
       140 |       137        206        828        300        115 |     1,586 
       141 |       149        157        856        303        102 |     1,567 
       142 |       128        182        867        301        120 |     1,598 
       143 |       145        159        873        317        136 |     1,630 
       144 |       147        159        889        318        143 |     1,656 
       145 |       131        173        898        336        149 |     1,687 
       146 |       128        164        919        311        183 |     1,705 
       147 |       117        165        925        313        180 |     1,700 
       148 |       137        169        984        347        178 |     1,815 
       149 |       125        178      1,007        327        208 |     1,845 
       150 |       112        166      1,022        356        256 |     1,912 
       151 |       116        163      1,003        357        234 |     1,873 
       152 |       106        161        981        360        231 |     1,839 
       153 |       124        149        975        366        252 |     1,866 
       154 |       122        177      1,010        380        288 |     1,977 
       155 |       127        171      1,043        366        275 |     1,982 
       156 |       125        186        982        352        269 |     1,914 
       157 |       122        164        952        355        262 |     1,855 
       158 |       122        158        894        338        298 |     1,810 
       159 |       115        161        922        331        282 |     1,811 
       160 |       108        139        864        324        292 |     1,727 
       161 |       118        127        888        298        304 |     1,735 
       162 |       126        106        858        290        307 |     1,687 
       163 |       132        117        862        286        287 |     1,684 
       164 |       121        120        824        307        296 |     1,668 
       165 |       122        121        838        310        273 |     1,664 
       166 |       113        120        846        314        285 |     1,678 
       167 |       108        125        845        320        255 |     1,653 
       168 |        93        140        815        283        255 |     1,586 
       169 |       100        108        739        306        244 |     1,497 
       170 |       107        108        743        267        250 |     1,475 
       171 |       122         96        747        282        237 |     1,484 
       172 |       114        101        711        278        193 |     1,397 
       173 |       129        101        696        271        211 |     1,408 
       174 |       128         98        695        287        207 |     1,415 
       175 |       130        101        701        281        187 |     1,400 
       176 |       116        118        722        290        167 |     1,413 
       177 |       108        122        759        303        173 |     1,465 
       178 |        95        126        771        318        172 |     1,482 
       179 |        97        135        743        321        146 |     1,442 
       180 |        97        155        703        307        166 |     1,428 
       181 |        91        121        691        300        178 |     1,381 
       182 |        95        142        693        290        168 |     1,388 
       183 |        92        116        704        306        150 |     1,368 
       184 |       103        119        753        309        145 |     1,429 
       185 |       100        124        804        324        137 |     1,489 
       186 |       110        110        791        352        145 |     1,508 
       187 |       113        130        760        318        136 |     1,457 
       188 |        96        130        740        315        131 |     1,412 
       189 |       104        120        736        294        137 |     1,391 
       190 |       110        128        663        274        148 |     1,323 
       191 |        91        152        567        237        162 |     1,209 
       192 |       102        116        562        252        141 |     1,173 
       193 |        85         97        577        269        131 |     1,159 
       194 |        82         96        554        233        128 |     1,093 
       195 |        77         94        496        235        103 |     1,005 
       196 |        66         86        460        212         87 |       911 
       197 |        67         85        483        200         78 |       913 
       198 |        62         91        504        188        100 |       945 
       199 |        71         93        572        185         85 |     1,006 
       200 |        69         83        584        173         85 |       994 
       201 |        75         85        576        144         95 |       975 
-----------+-------------------------------------------------------+----------
     Total |     8,023     10,204     55,543     21,390     12,716 |   107,876 
