
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |     3,387        685      8,545      2,135        579 |    15,331 
       131 |     3,268        615      8,513      2,210        492 |    15,098 
       132 |     3,173        629      8,369      2,152        478 |    14,801 
       133 |     3,249        630      8,365      2,198        469 |    14,911 
       134 |     3,385        620      8,571      2,248        518 |    15,342 
       135 |     3,600        622      8,838      2,349        513 |    15,922 
       136 |     3,568        654      8,727      2,223        475 |    15,647 
       137 |     3,570        679      8,718      2,235        460 |    15,662 
       138 |     3,676        666      8,992      2,187        495 |    16,016 
       139 |     3,696        619      9,213      2,260        446 |    16,234 
       140 |     3,634        625      9,153      2,237        508 |    16,157 
       141 |     3,550        643      9,230      2,175        554 |    16,152 
       142 |     3,524        629      9,267      2,200        659 |    16,279 
       143 |     3,541        610      9,280      2,201        800 |    16,432 
       144 |     3,495        665      9,115      2,087        964 |    16,326 
       145 |     3,422        656      8,940      1,964      1,230 |    16,212 
       146 |     3,184        630      8,982      1,731      1,661 |    16,188 
       147 |     3,150        619      8,975      1,753      1,756 |    16,253 
       148 |     3,296        723      9,255      1,828      1,715 |    16,817 
       149 |     3,276        709      9,252      1,840      1,770 |    16,847 
       150 |     3,261        653      9,169      1,735      1,955 |    16,773 
       151 |     3,215        597      9,140      1,784      1,862 |    16,598 
       152 |     3,160        644      8,963      1,809      1,859 |    16,435 
       153 |     3,160        618      8,886      1,770      1,914 |    16,348 
       154 |     3,115        625      8,912      1,751      2,061 |    16,464 
       155 |     3,037        662      8,771      1,786      2,030 |    16,286 
       156 |     3,004        662      8,622      1,744      2,073 |    16,105 
       157 |     2,991        627      8,363      1,742      2,154 |    15,877 
       158 |     3,003        639      8,571      1,621      2,399 |    16,233 
       159 |     2,976        639      8,372      1,608      2,506 |    16,101 
       160 |     2,964        620      8,268      1,524      2,490 |    15,866 
       161 |     2,998        618      8,204      1,518      2,524 |    15,862 
       162 |     2,963        625      8,098      1,415      2,664 |    15,765 
       163 |     2,973        640      8,184      1,495      2,637 |    15,929 
       164 |     2,965        609      8,019      1,607      2,531 |    15,731 
       165 |     2,924        587      8,088      1,697      2,492 |    15,788 
       166 |     2,883        621      7,962      1,690      2,532 |    15,688 
       167 |     2,871        549      7,988      1,740      2,362 |    15,510 
       168 |     2,838        579      7,898      1,732      2,180 |    15,227 
       169 |     2,901        568      7,977      1,740      2,102 |    15,288 
       170 |     2,754        585      7,952      1,651      2,125 |    15,067 
       171 |     2,762        518      7,898      1,787      1,848 |    14,813 
       172 |     2,734        532      7,666      1,759      1,677 |    14,368 
       173 |     2,770        487      7,733      1,830      1,614 |    14,434 
       174 |     2,718        488      7,733      1,698      1,658 |    14,295 
       175 |     2,701        479      7,745      1,698      1,516 |    14,139 
       176 |     2,712        484      7,695      1,790      1,338 |    14,019 
       177 |     2,631        516      7,696      1,721      1,298 |    13,862 
       178 |     2,664        549      7,857      1,653      1,321 |    14,044 
       179 |     2,672        538      7,792      1,749      1,148 |    13,899 
       180 |     2,637        582      7,693      1,805      1,039 |    13,756 
       181 |     2,599        504      7,829      1,791      1,118 |    13,841 
       182 |     2,603        508      7,991      1,733      1,159 |    13,994 
       183 |     2,589        522      8,044      1,797        999 |    13,951 
       184 |     2,560        524      8,023      1,722        925 |    13,754 
       185 |     2,590        504      8,041      1,792        895 |    13,822 
       186 |     2,628        512      8,192      1,760        923 |    14,015 
       187 |     2,590        465      8,228      1,787        898 |    13,968 
       188 |     2,526        525      8,087      1,719        849 |    13,706 
       189 |     2,508        488      8,060      1,665        869 |    13,590 
       190 |     2,427        597      7,760      1,459        798 |    13,041 
       191 |     2,304        741      7,327      1,180        827 |    12,379 
       192 |     2,219        542      7,269      1,298        747 |    12,075 
       193 |     2,270        521      7,241      1,284        681 |    11,997 
       194 |     2,143        558      7,005      1,178        707 |    11,591 
       195 |     2,084        461      6,829      1,150        605 |    11,129 
       196 |     1,949        407      6,562      1,139        590 |    10,647 
       197 |     2,000        414      6,586      1,136        584 |    10,720 
       198 |     1,990        412      6,610      1,050        582 |    10,644 
       199 |     1,973        426      6,738        961        529 |    10,627 
       200 |     1,871        452      6,762        810        504 |    10,399 
       201 |     1,868        428      6,735        737        541 |    10,309 
-----------+-------------------------------------------------------+----------
     Total |   206,892     41,579    588,134    124,010     94,781 | 1,055,396 
