
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |  10807882    8307091   36755132   20772551    7411757 |  84054413 
       131 |  10055119    7142984   36497773   24087782    7555168 |  85338826 
       132 |  11598881    8068415   37066484   23734356    6057542 |  86525678 
       133 |  11538140    7894637   35395006   21775018    6827929 |  83430730 
       134 |  11747878    7340466   36762703   23785453    6351052 |  85987552 
       135 |  12333677    8435240   35481672   24026599    6286102 |  86563290 
       136 |  11682192    8718790   37632862   25969547    5699423 |  89702814 
       137 |  11795751    8296515   38332916   27147120    6261363 |  91833665 
       138 |  12247598    8288801   40352688   25668437    6093553 |  92651077 
       139 |  11348444    8342410   40665870   25792786    6523646 |  92673156 
       140 |  12588844    8632149   41225819   24726387    6305796 |  93478995 
       141 |  12720914    7077085   41116721   24906009    7445603 |  93266332 
       142 |  14150601    7075484   40850273   23404240    7222550 |  92703148 
       143 |  13605228    7765891   41802863   22898569    8256246 |  94328797 
       144 |  12690134    7305550   41965633   21003219    9264048 |  92228584 
       145 |  11732682    7072691   40327789   19539964   11997657 |  90670783 
       146 |  11561448    8348995   40278751   17329107   15665371 |  93183672 
       147 |   9293590    8378330   40039161   18075047   16037038 |  91823166 
       148 |   8079503    9169629   38237066   18190399   17081318 |  90757915 
       149 |   7581533    8746290   38855564   17230163   17410804 |  89824354 
       150 |   8039030    7603958   36898595   17452834   20541414 |  90535831 
       151 |   8197362    7445630   37171739   18323173   19506738 |  90644642 
       152 |   8770593    7831807   36920999   17365103   17573673 |  88462175 
       153 |   9533409    7881165   36154560   15887522   19006707 |  88463363 
       154 |   8154417    7811208   35819933   16916754   20255151 |  88957463 
       155 |   7671095    8143938   35382991   17405128   20285295 |  88888447 
       156 |   7362942    7936212   35388392   17832607   21143228 |  89663381 
       157 |   7699582    8493501   34394078   16188168   21407651 |  88182980 
       158 |   8052496    7918988   34620186   14527553   23433205 |  88552428 
       159 |   7619217    7303405   35401444   14753074   24160378 |  89237518 
       160 |   7803242    7132419   34517786   15587133   24352371 |  89392951 
       161 |   7394698    6275803   32995290   13894109   26734059 |  87293959 
       162 |   7334919    7092589   31588982   11654878   27312457 |  84983825 
       163 |   7706344    7952256   30232660   13558667   23539607 |  82989534 
       164 |   8260945    6913923   29172063   12494134   23835617 |  80676682 
       165 |   8410437    6472917   27209856   12681258   23495533 |  78270001 
       166 |   7426336    6500790   28642577   11257581   22593085 |  76420369 
       167 |   7879184    5948424   29943063   12615949   20966416 |  77353036 
       168 |   8530395    6451250   28517728   14143991   19355789 |  76999153 
       169 |   8368795    5880203   28764971   13791013   20380762 |  77185744 
       170 |   7552000    5692228   27090164   14613238   20872841 |  75820471 
       171 |   7351607    5307602   27141948   15133090   19061509 |  73995756 
       172 |   8214787    5883388   27932670   16175892   16554433 |  74761170 
       173 |   7495304    7174138   27949391   15923429   15798113 |  74340375 
       174 |   7854629    6254717   26791371   14867709   16448318 |  72216744 
       175 |   7650513    6536056   26889508   14693105   16264870 |  72034052 
       176 |   7539172    6268026   27225663   15251593   15533478 |  71817932 
       177 |   7128477    6354618   26060418   16517858   15553860 |  71615231 
       178 |   6847660    6870326   26112275   15631066   14064622 |  69525949 
       179 |   7171801    7270896   25870719   15785805   12716728 |  68815949 
       180 |   6427569    7109984   25922645   17285797   11306849 |  68052844 
       181 |   6360311    6902467   26581843   16608169   12836750 |  69289540 
       182 |   6763897    7110019   25551608   15887555   12532711 |  67845790 
       183 |   6554460    6972988   26933435   17238868    9809040 |  67508791 
       184 |   6048966    7439108   26749786   16982032   10712025 |  67931917 
       185 |   7111160    7163167   27176500   15563401   11579014 |  68593242 
       186 |   7298164    8010820   26633646   16130757    9778130 |  67851517 
       187 |   7160217    7304794   28622527   15927441    8933076 |  67948055 
       188 |   6418661    7612300   29279170   17312222   10135952 |  70758305 
       189 |   6499139    7888663   29392056   17255643   10332533 |  71368034 
       190 |   6630173    8523509   28718689   14853160   10893883 |  69619414 
       191 |   6943445   11590460   28567601   11869748   11892766 |  70864020 
       192 |   6923840    9248661   27630181   14429764   12604645 |  70837091 
       193 |   6923732    8977682   26568609   15936131   12941651 |  71347805 
       194 |   6364412    8440871   29985107   14078484   12726727 |  71595601 
       195 |   6711062    8413143   28599413   17098724   11873937 |  72696279 
       196 |   6392754    8784215   30662167   16062672   11731205 |  73633013 
       197 |   7241723    8992060   29992126   16063365   11566794 |  73856068 
       198 |   6264774    8246795   30669718   16577034   10555653 |  72313974 
       199 |   6321798    9251829   33127710   13477845    9350839 |  71530021 
       200 |   6253788    7901149   38515426   11804328    9101916 |  73576607 
       201 |   5322731    8442646   40907015   10988364    9619913 |  75280669 
-----------+-------------------------------------------------------+----------
     Total | 609118203  549337154 2355231744 1242417671 1027317883 |5783422655 
