
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |     2,510        406      6,489      1,625        418 |    11,448 
       131 |     2,435        379      6,479      1,710        358 |    11,361 
       132 |     2,356        395      6,333      1,668        382 |    11,134 
       133 |     2,440        390      6,322      1,725        340 |    11,217 
       134 |     2,551        387      6,544      1,746        375 |    11,603 
       135 |     2,730        383      6,744      1,814        364 |    12,035 
       136 |     2,704        400      6,664      1,697        348 |    11,813 
       137 |     2,690        411      6,639      1,728        327 |    11,795 
       138 |     2,783        390      6,851      1,665        359 |    12,048 
       139 |     2,835        377      7,000      1,704        330 |    12,246 
       140 |     2,783        381      6,979      1,675        371 |    12,189 
       141 |     2,724        386      7,059      1,640        401 |    12,210 
       142 |     2,681        362      7,085      1,654        468 |    12,250 
       143 |     2,685        353      7,092      1,639        539 |    12,308 
       144 |     2,639        376      6,906      1,573        674 |    12,168 
       145 |     2,538        376      6,747      1,497        872 |    12,030 
       146 |     2,363        358      6,762      1,333      1,208 |    12,024 
       147 |     2,339        345      6,747      1,354      1,291 |    12,076 
       148 |     2,476        420      6,948      1,425      1,270 |    12,539 
       149 |     2,466        420      7,031      1,429      1,306 |    12,652 
       150 |     2,450        406      6,979      1,368      1,425 |    12,628 
       151 |     2,422        367      6,949      1,423      1,376 |    12,537 
       152 |     2,399        400      6,807      1,420      1,379 |    12,405 
       153 |     2,378        373      6,818      1,384      1,421 |    12,374 
       154 |     2,334        377      6,840      1,394      1,527 |    12,472 
       155 |     2,242        395      6,710      1,419      1,530 |    12,296 
       156 |     2,237        403      6,592      1,394      1,550 |    12,176 
       157 |     2,224        384      6,383      1,363      1,605 |    11,959 
       158 |     2,238        388      6,569      1,282      1,784 |    12,261 
       159 |     2,172        389      6,396      1,272      1,865 |    12,094 
       160 |     2,167        390      6,320      1,201      1,827 |    11,905 
       161 |     2,199        375      6,275      1,186      1,848 |    11,883 
       162 |     2,165        361      6,202      1,123      1,929 |    11,780 
       163 |     2,198        366      6,191      1,182      1,883 |    11,820 
       164 |     2,179        370      6,091      1,235      1,819 |    11,694 
       165 |     2,110        358      6,162      1,327      1,793 |    11,750 
       166 |     2,100        388      6,055      1,316      1,861 |    11,720 
       167 |     2,093        329      6,047      1,360      1,711 |    11,540 
       168 |     2,078        334      6,002      1,373      1,571 |    11,358 
       169 |     2,120        338      6,024      1,383      1,541 |    11,406 
       170 |     2,017        346      6,039      1,330      1,549 |    11,281 
       171 |     2,003        296      6,014      1,444      1,312 |    11,069 
       172 |     1,974        327      5,789      1,404      1,169 |    10,663 
       173 |     1,980        299      5,851      1,431      1,167 |    10,728 
       174 |     1,923        297      5,856      1,343      1,153 |    10,572 
       175 |     1,919        304      5,885      1,334      1,037 |    10,479 
       176 |     1,899        296      5,830      1,382        942 |    10,349 
       177 |     1,852        308      5,806      1,356        893 |    10,215 
       178 |     1,895        315      5,941      1,310        924 |    10,385 
       179 |     1,884        302      5,885      1,352        789 |    10,212 
       180 |     1,858        335      5,778      1,402        728 |    10,101 
       181 |     1,833        295      5,898      1,377        757 |    10,160 
       182 |     1,870        299      6,029      1,325        774 |    10,297 
       183 |     1,845        307      6,066      1,396        693 |    10,307 
       184 |     1,808        302      5,999      1,337        654 |    10,100 
       185 |     1,846        305      5,990      1,415        621 |    10,177 
       186 |     1,872        319      6,133      1,361        663 |    10,348 
       187 |     1,835        278      6,137      1,396        640 |    10,286 
       188 |     1,754        316      5,975      1,327        624 |     9,996 
       189 |     1,755        288      5,951      1,282        615 |     9,891 
       190 |     1,702        391      5,673      1,130        567 |     9,463 
       191 |     1,598        506      5,350        915        615 |     8,984 
       192 |     1,530        351      5,274        997        539 |     8,691 
       193 |     1,549        318      5,269        981        488 |     8,605 
       194 |     1,471        353      5,085        907        508 |     8,324 
       195 |     1,453        291      4,948        865        430 |     7,987 
       196 |     1,342        255      4,697        874        420 |     7,588 
       197 |     1,390        261      4,753        868        407 |     7,679 
       198 |     1,390        258      4,798        798        402 |     7,646 
       199 |     1,378        268      4,907        718        375 |     7,646 
       200 |     1,301        306      4,904        619        348 |     7,478 
       201 |     1,264        266      4,916        566        376 |     7,388 
-----------+-------------------------------------------------------+----------
     Total |   151,223     25,144    443,259     96,248     68,425 |   784,299 
