
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |   4994142    9342737   28963482   10874178    5374217 |  59548756 
       131 |   4935456    8596913   30081550   12274374    3986203 |  59874496 
       132 |   4640704    9863806   28292275   11785022    3594221 |  58176028 
       133 |   5276075    9111728   28196510   13211351    3927031 |  59722695 
       134 |   5426885    7951231   29761255   11932646    4591735 |  59663752 
       135 |   4886049    7981998   31169568   13953322    3480630 |  61471567 
       136 |   4674873    8259874   30437353   14460500    3138616 |  60971216 
       137 |   5293634    7054867   33519433   14685371    3922119 |  64475424 
       138 |   5732619    7463498   33990379   11668608    4998155 |  63853259 
       139 |   5101544    8300609   36198846   12795525    4171241 |  66567765 
       140 |   5054992    8077335   36046651   11915368    4912775 |  66007121 
       141 |   5633374    6722977   37506686   12497333    4123009 |  66483379 
       142 |   5108316    7957168   38024965   12974824    5314143 |  69379416 
       143 |   5535320    6741811   37929699   13136910    6071035 |  69414775 
       144 |   5990771    6624876   38257145   12871472    6525838 |  70270102 
       145 |   5273585    7577133   38157621   13741939    6530351 |  71280629 
       146 |   5179377    6818638   37975793   12518707    8031391 |  70523906 
       147 |   4438398    7180160   37544736   12699853    7185928 |  69049075 
       148 |   4922552    6376142   38509026   14086284    7876319 |  71770323 
       149 |   4563662    6825913   39873520   12514349    8970583 |  72748027 
       150 |   4571710    6386139   39186646   14103969   10438335 |  74686799 
       151 |   4341473    5648603   38793063   13714205    9698144 |  72195488 
       152 |   3964820    5780712   38846042   13231642    9834784 |  71658000 
       153 |   4930491    5377995   38818674   13738012    9921044 |  72786216 
       154 |   4810594    6147635   38774518   13980633   11759107 |  75472487 
       155 |   4915506    6022061   39835162   13488018   11665421 |  75926168 
       156 |   4732029    6960853   37301837   13144780   11615011 |  73754510 
       157 |   4579887    6744196   38227343   13884473   10837108 |  74273007 
       158 |   4690216    6147988   35276581   13952556   12347855 |  72415196 
       159 |   4118039    5881602   36926645   13777099   11095938 |  71799323 
       160 |   3900394    5329333   36154137   12387394   11370631 |  69141889 
       161 |   4213324    5332142   38618824   11707337   11498168 |  71369795 
       162 |   4699462    4676634   36863243   11622896   11242713 |  69104948 
       163 |   4519732    4672595   37490871   11194472   10726637 |  68604307 
       164 |   4195260    4650287   36451951   11745361   11037833 |  68080692 
       165 |   4084758    4762425   35338544   12168256   10440227 |  66794210 
       166 |   4339706    4387483   35578449   12581871   10643999 |  67531508 
       167 |   4232957    4767287   36817331   12529911    9301218 |  67648704 
       168 |   3605554    5931233   35555760   11903266   10274302 |  67270115 
       169 |   4572428    4405485   32924458   12565988    9806463 |  64274822 
       170 |   4911326    4640129   32695416   10997746    9071746 |  62316363 
       171 |   5471310    3805446   32690874   11797029    9694022 |  63458681 
       172 |   4697894    4492636   30627512   11676591    8005361 |  59499994 
       173 |   5129172    4119382   29271454   11483675    8592762 |  58596445 
       174 |   5131373    3970959   29366151   11922213    9201242 |  59591938 
       175 |   5502546    3702124   29144539   11658029    8491757 |  58498995 
       176 |   4891957    4843396   30336499   12283250    7486272 |  59841374 
       177 |   4233145    5282956   32625829   12373583    7787186 |  62302699 
       178 |   3703043    5417711   32627137   12770066    7106035 |  61623992 
       179 |   3765571    5890667   31715780   13222706    5750267 |  60344991 
       180 |   4022614    6090977   30734417   12951090    7064296 |  60863394 
       181 |   3616452    5106267   28921523   12196244    7854394 |  57694880 
       182 |   3585457    6102264   28895945   11119866    7012019 |  56715551 
       183 |   3411904    5050700   29692932   12075972    5951507 |  56183015 
       184 |   3861220    5378455   31338727   12868673    5778077 |  59225152 
       185 |   3633442    5270709   31742548   12918252    5556318 |  59121269 
       186 |   4298652    4916567   31109023   13816676    5634231 |  59775149 
       187 |   4160821    5393465   30835477   12634298    5417505 |  58441566 
       188 |   3796262    5571009   30915729   12220381    5255187 |  57758568 
       189 |   4062589    5483091   31750098   11417298    5700023 |  58413099 
       190 |   4615752    6279345   28391744   10671024    6435490 |  56393355 
       191 |   4200454    7978947   27390846    9394741    7968439 |  56933427 
       192 |   4694400    5531639   26428132   10175637    7614613 |  54444421 
       193 |   3485090    4718358   27199537   10797115    6678574 |  52878674 
       194 |   3721034    5313197   28358535   10856131    6848805 |  55097702 
       195 |   4214049    5075310   25711951   11924473    5370257 |  52296040 
       196 |   3681772    4733968   27811460   11034967    4562253 |  51824420 
       197 |   4172235    4278743   29235199   11137699    4396149 |  53220025 
       198 |   3609885    5237988   31666172   10732858    5287865 |  56534768 
       199 |   4323803    5050902   36630751    9445253    4909181 |  60359890 
       200 |   4192419    4848139   37879733    9147273    5140988 |  61208552 
       201 |   4544267    4602961   36981575    7559828    6059228 |  59747859 
-----------+-------------------------------------------------------+----------
     Total | 326022578  429020509 2414939817  881300712  535962527 |4587246143 
