
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |   1945568    4510093   14708469    6010933    2049885 |  29224948 
       131 |   2144257    4411192   16056304    6633481    1916359 |  31161593 
       132 |   2103440    3974286   15097192    6473209    2237081 |  29885208 
       133 |   1685590    3125736   15576334    6430940    2124298 |  28942898 
       134 |   1840706    3506092   15808420    6872949    2070682 |  30098849 
       135 |   2173885    3719889   15313919    8168531    1903777 |  31280001 
       136 |   2292293    3838565   15611108    8558648    1698837 |  31999451 
       137 |   3207208    3484689   14785957    7242119    1994096 |  30714069 
       138 |   3114447    4361164   15487115    6125946    2181779 |  31270451 
       139 |   3042238    3935260   15664735    7166194    2013358 |  31821785 
       140 |   2541574    3570713   15772326    7303357    1758479 |  30946449 
       141 |   2634709    4087787   15899266    6974208    1885365 |  31481335 
       142 |   2101226    4022352   15282481    7045012    2621141 |  31072212 
       143 |   2207245    4057293   15138212    6536303    2146770 |  30085823 
       144 |   2750085    4576513   15387450    6792256    2076742 |  31583046 
       145 |   3047722    3800119   16376456    6854758    2603913 |  32682968 
       146 |   2295601    3890895   17237559    5976624    3953588 |  33354267 
       147 |   2494700    3657265   17591792    6160727    4092155 |  33996639 
       148 |   2117205    3700286   16985985    6053999    3591128 |  32448603 
       149 |   2129973    3578889   17076342    5484475    4613643 |  32883322 
       150 |   2115310    3123116   17522758    4524586    4648811 |  31934581 
       151 |   1868742    2732498   16892061    5573311    4606143 |  31672755 
       152 |   1892939    3028406   16415549    5667970    4943562 |  31948426 
       153 |   2208636    2906732   16620526    5047715    4444601 |  31228210 
       154 |   2699259    2991806   16455207    5886576    4390946 |  32423794 
       155 |   2882993    2844471   16988084    6308898    4069572 |  33094018 
       156 |   2586608    3408381   17583259    5378501    4847736 |  33804485 
       157 |   2319023    3343538   16800382    5801285    6236269 |  34500497 
       158 |   2219877    3315217   16256781    5636313    5955012 |  33383200 
       159 |   2001181    3430704   15855246    5825435    5346032 |  32458598 
       160 |   1622108    3683715   16078321    5754252    6071124 |  33209520 
       161 |   1704619    3510073   15603299    4718026    7398243 |  32934260 
       162 |   1595804    4000176   15496566    5458001    7639059 |  34189606 
       163 |   1844815    4261356   15297340    4772298    7432565 |  33608374 
       164 |   2241280    3574000   14844380    4641835    7224736 |  32526231 
       165 |   2043377    3924290   14439188    4648676    6819012 |  31874543 
       166 |   1861984    3925906   13785666    4683977    7202097 |  31459630 
       167 |   2437179    3518126   14585521    5959763    6274786 |  32775375 
       168 |   2077111    3397701   13705459    5804717    6490445 |  31475433 
       169 |   1960366    2907549   14321195    5024374    6863970 |  31077454 
       170 |   2265227    3343752   15059625    4843010    6122503 |  31634117 
       171 |   2179002    2924304   16167777    4849996    6740956 |  32862035 
       172 |   2355328    3177422   18039415    5547820    5313104 |  34433089 
       173 |   2185887    3180128   16614536    6828112    5343909 |  34152572 
       174 |   1577197    3675131   16479167    6522134    6252867 |  34506496 
       175 |   1627212    3240435   16685305    6963143    5953052 |  34469147 
       176 |   1790678    3410996   16744509    6578834    5423679 |  33948696 
       177 |   1885280    3163097   16482846    6902351    5272843 |  33706417 
       178 |   2063438    3025234   16474080    5878397    5994445 |  33435594 
       179 |   2048523    3170199   15716688    6631946    5123734 |  32691090 
       180 |   1819172    3134475   15311508    6764339    4091516 |  31121010 
       181 |   1568034    3583591   15120040    6182910    5002386 |  31456961 
       182 |   1726511    3809886   14896707    6805356    4849974 |  32088434 
       183 |   1690998    3649409   15663377    7032625    4528054 |  32564463 
       184 |   1552100    3591083   14427267    6800417    4951916 |  31322783 
       185 |   1801536    3654387   14883501    6697891    4233987 |  31271302 
       186 |   2153290    3321340   15231625    6576864    4384192 |  31667311 
       187 |   2604881    3545110   15523254    6367830    3744653 |  31785728 
       188 |   2447703    4101470   15990411    6170522    3574243 |  32284349 
       189 |   2872406    3349585   16479293    6364730    3555473 |  32621487 
       190 |   2661874    4375506   16136541    5725666    4091224 |  32990811 
       191 |   2656119    5906746   13950298    4667542    4526155 |  31706860 
       192 |   2137564    4147404   14873163    5677181    5982249 |  32817561 
       193 |   1771858    4332797   14481817    6242634    4852774 |  31681880 
       194 |   1740654    3931598   14098519    5583953    4674028 |  30028752 
       195 |   1847792    3516423   14261547    6610411    3755342 |  29991515 
       196 |   1434267    3739797   15652879    6460503    3363466 |  30650912 
       197 |   1546509    3419838   17103101    6092942    2783884 |  30946274 
       198 |   2268404    3282236   16790831    5840303    3288175 |  31469949 
       199 |   2234947    3074489   16056483    5241179    3545624 |  30152722 
       200 |   2297047    3333041   15981911    6034221    3188556 |  30834776 
       201 |   2273074    2967843   17141919    5724632    4293005 |  32400473 
-----------+-------------------------------------------------------+----------
     Total | 155137395  259715591 1136924150  439191572  317239765 |2308208473 
