
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |        60        121        440        194         78 |       893 
       131 |        71        109        443        183         59 |       865 
       132 |        58        127        400        181         49 |       815 
       133 |        65        111        405        189         57 |       827 
       134 |        78         97        418        180         75 |       848 
       135 |        80        115        445        234         58 |       932 
       136 |        74        118        450        238         43 |       923 
       137 |        90         96        523        218         48 |       975 
       138 |        92         99        529        207         73 |     1,000 
       139 |        87        125        565        207         62 |     1,046 
       140 |        81        120        564        206         70 |     1,041 
       141 |        85         93        586        207         63 |     1,034 
       142 |        68        107        591        210         77 |     1,053 
       143 |        88         90        594        214         95 |     1,081 
       144 |        88         87        587        213         98 |     1,073 
       145 |        77         92        589        216        102 |     1,076 
       146 |        79         91        596        219        117 |     1,102 
       147 |        69         99        594        217        117 |     1,096 
       148 |        82         90        647        239        116 |     1,174 
       149 |        76        103        651        221        129 |     1,180 
       150 |        69         97        666        237        151 |     1,220 
       151 |        66         95        647        236        129 |     1,173 
       152 |        55         90        632        252        127 |     1,156 
       153 |        62         95        602        250        137 |     1,146 
       154 |        61         97        630        246        169 |     1,203 
       155 |        68         96        648        237        160 |     1,209 
       156 |        69        111        599        222        157 |     1,158 
       157 |        68         95        576        221        158 |     1,118 
       158 |        71         97        528        219        166 |     1,081 
       159 |        68         91        546        211        152 |     1,068 
       160 |        61         69        513        211        157 |     1,011 
       161 |        70         68        531        199        165 |     1,033 
       162 |        73         58        490        196        168 |       985 
       163 |        78         69        495        180        154 |       976 
       164 |        70         65        459        195        160 |       949 
       165 |        67         61        457        192        151 |       928 
       166 |        63         58        460        203        161 |       945 
       167 |        60         65        453        193        139 |       910 
       168 |        44         72        449        174        126 |       865 
       169 |        48         51        413        176        125 |       813 
       170 |        61         43        420        168        128 |       820 
       171 |        75         46        430        177        114 |       842 
       172 |        64         59        412        164         89 |       788 
       173 |        74         48        399        176        107 |       804 
       174 |        69         47        391        189         93 |       789 
       175 |        73         50        393        173         97 |       786 
       176 |        63         62        394        165         79 |       763 
       177 |        60         62        411        180         90 |       803 
       178 |        50         64        422        189         90 |       815 
       179 |        50         68        376        196         71 |       761 
       180 |        48         87        367        162         87 |       751 
       181 |        44         62        358        168         92 |       724 
       182 |        44         68        368        161         88 |       729 
       183 |        48         51        389        166         78 |       732 
       184 |        51         52        420        170         73 |       766 
       185 |        55         52        449        190         64 |       810 
       186 |        56         43        425        202         71 |       797 
       187 |        56         60        423        179         73 |       791 
       188 |        47         69        406        174         79 |       775 
       189 |        55         69        405        168         79 |       776 
       190 |        61         77        357        171         78 |       744 
       191 |        51         81        299        147         84 |       662 
       192 |        59         55        302        148         77 |       641 
       193 |        46         46        298        151         69 |       610 
       194 |        40         48        278        125         61 |       552 
       195 |        39         47        254        121         52 |       513 
       196 |        34         41        232        124         39 |       470 
       197 |        35         45        252        116         31 |       479 
       198 |        33         48        275        106         45 |       507 
       199 |        36         41        308        104         41 |       530 
       200 |        38         44        323        108         38 |       551 
       201 |        40         38        310         87         48 |       523 
-----------+-------------------------------------------------------+----------
     Total |     4,494      5,463     32,957     13,468      7,003 |    63,385 
