
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |  36407676   12459506  116147596   35686050    8815517 | 209516345 
       131 |  37811186   12636276  115241590   36713500    9340129 | 211742681 
       132 |  37063125   11562905  115193654   39366886    8823986 | 212010556 
       133 |  36844130   13617282  119216499   37835711    7637428 | 215151050 
       134 |  37595635   12186149  119269575   38137792    8382373 | 215571524 
       135 |  37835145   12435945  120378089   39874614    7890255 | 218414048 
       136 |  37793632   12621061  122545258   39455940    7830690 | 220246581 
       137 |  38133760   12641997  126507344   41219556    8640651 | 227143308 
       138 |  39721789   12232781  127182571   42352741   10066860 | 231556742 
       139 |  40220376   12660338  128437282   40792200   10304951 | 232415147 
       140 |  41588564   13141475  128443053   39736600    9730342 | 232640034 
       141 |  41892544   13406628  132032926   39714068   10600498 | 237646664 
       142 |  42284415   13905146  131414175   37694188   12784032 | 238081956 
       143 |  42302375   13148302  130756687   38144097   13176164 | 237527625 
       144 |  41989086   15259538  132244003   34169956   15074707 | 238737290 
       145 |  39054728   14069759  132926967   31951346   22142758 | 240145558 
       146 |  37891250   13212538  128976325   28355459   30067341 | 238502913 
       147 |  37327988   14051090  127135478   30103436   28758858 | 237376850 
       148 |  36943247   15108479  127096594   29184544   29524565 | 237857429 
       149 |  36271878   14011413  126483929   30213976   31561278 | 238542474 
       150 |  36113789   14326990  124112686   29902190   33769445 | 238225100 
       151 |  34790047   14172851  121990033   28715008   33876673 | 233544612 
       152 |  33430390   14442855  122294897   29089999   31415596 | 230673737 
       153 |  34366035   14435694  121774284   28501056   33685814 | 232762883 
       154 |  32226259   13720602  124550709   28724503   35502301 | 234724374 
       155 |  31780623   12869612  122200948   30955277   32122722 | 229929182 
       156 |  30625658   13366037  122245674   31639831   32246405 | 230123605 
       157 |  30985405   12430449  120127881   27665003   37337588 | 228546326 
       158 |  32522589   13377969  114289551   24376432   41075356 | 225641897 
       159 |  32115851   10766755  110908995   25813243   39293717 | 218898561 
       160 |  31555452   11961108  111240152   26036610   37814983 | 218608305 
       161 |  31897610   13912882  110561277   25945135   39420334 | 221737238 
       162 |  31117230   14061581  108308617   24580488   41082627 | 219150543 
       163 |  33245255   13634492  107237401   27003947   37315362 | 218436457 
       164 |  33059272   14589075  104163714   26236432   38318531 | 216367024 
       165 |  31579511   13987999  104997351   26294061   36349673 | 213208595 
       166 |  30726859   14507246  104365408   25278811   35944018 | 210822342 
       167 |  32361905   12452649  104191210   27037437   34443782 | 210486983 
       168 |  32929955   12124884  103326428   28411969   32198072 | 208991308 
       169 |  31664500   10937355  100674791   29153778   34510774 | 206941198 
       170 |  32258619   12384452  100974750   29015622   32835641 | 207469084 
       171 |  32068352   11202636  100797619   31882946   30784906 | 206736459 
       172 |  31691439   11762452   98308344   32475227   29352842 | 203590304 
       173 |  31803315   11468386   97955747   31230930   28413407 | 200871785 
       174 |  30483118   11552997   98360854   30554791   28053571 | 199005331 
       175 |  29331998   11148049  100804890   30906371   24429014 | 196620322 
       176 |  30555500   12145307  100024338   32017631   23149766 | 197892542 
       177 |  29749748   13501255  100433751   32379711   21537977 | 197602442 
       178 |  31137862   12170892  100651635   30902991   22641686 | 197505066 
       179 |  31343611   10877099  102407236   31500068   20796920 | 196924934 
       180 |  31536213   11833679  102786187   30895670   18103532 | 195155281 
       181 |  31124043   11672771  103149034   30260077   19093228 | 195299153 
       182 |  30688606   11889150  104215701   28234667   19373763 | 194401887 
       183 |  31088725   10918329  105622939   31639272   16693106 | 195962371 
       184 |  30326667   10774672  107764913   33972792   16324767 | 199163811 
       185 |  30341506   11997728  107474250   34463340   15408769 | 199685593 
       186 |  32132646   12222553  108404751   31824978   17411285 | 201996213 
       187 |  29407549   11911437  110173825   31113589   16003147 | 198609547 
       188 |  29515691   12136090  109023299   30550013   15654895 | 196879988 
       189 |  28597662   13105706  109692120   30667691   14306131 | 196369310 
       190 |  26771681   13799672  111073718   30398329   16281042 | 198324442 
       191 |  26327027   17420019  106907240   24267260   19576975 | 194498521 
       192 |  25735863   11967548  107258867   26617843   17022858 | 188602979 
       193 |  26628032   12735724  104263113   25126148   16732128 | 185485145 
       194 |  25753746   13685776  103006136   24905099   17647372 | 184998129 
       195 |  27565592   11425169  102646606   22455197   15182833 | 179275397 
       196 |  26405965   10929767   98955167   25721294   12479064 | 174491257 
       197 |  26344858   11976864  103099505   25586587   13379034 | 180386848 
       198 |  24461990   11730191  109298747   23361102   14448965 | 183300995 
       199 |  25309207   12005011  116830058   21129488   13414450 | 188688214 
       200 |  25117535   11461938  120873003   17619587   13690119 | 188762182 
       201 |  24332247   12142919  121722671   15739289   13798905 | 187736031 
-----------+-------------------------------------------------------+----------
     Total |2352003337  918403931 8146152616 2191479470 1622899254 | 1.523e+10 
