
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       183        416        893        346        166 |     2,004 
       131 |       168        397        882        366        130 |     1,943 
       132 |       153        412        842        350        124 |     1,881 
       133 |       162        403        844        378        142 |     1,929 
       134 |       193        381        914        376        168 |     2,032 
       135 |       195        403        951        448        128 |     2,125 
       136 |       186        402        955        442        123 |     2,108 
       137 |       202        357      1,053        430        141 |     2,183 
       138 |       212        369      1,073        384        170 |     2,208 
       139 |       209        362      1,123        416        148 |     2,258 
       140 |       209        376      1,103        390        154 |     2,232 
       141 |       225        316      1,149        406        152 |     2,248 
       142 |       199        339      1,171        405        177 |     2,291 
       143 |       219        303      1,156        428        195 |     2,301 
       144 |       215        316      1,182        418        211 |     2,342 
       145 |       197        330      1,174        435        227 |     2,363 
       146 |       195        328      1,195        414        256 |     2,388 
       147 |       187        314      1,201        407        266 |     2,375 
       148 |       210        297      1,284        449        276 |     2,516 
       149 |       199        313      1,319        431        304 |     2,566 
       150 |       176        309      1,325        456        347 |     2,613 
       151 |       184        301      1,292        444        326 |     2,547 
       152 |       173        297      1,269        441        324 |     2,504 
       153 |       188        286      1,278        454        346 |     2,552 
       154 |       196        303      1,311        463        395 |     2,668 
       155 |       193        289      1,351        461        385 |     2,679 
       156 |       191        320      1,297        450        367 |     2,625 
       157 |       187        299      1,290        443        374 |     2,593 
       158 |       191        301      1,232        430        434 |     2,588 
       159 |       169        308      1,254        413        404 |     2,548 
       160 |       166        287      1,181        415        434 |     2,483 
       161 |       179        274      1,199        383        447 |     2,482 
       162 |       189        232      1,194        364        461 |     2,440 
       163 |       192        218      1,211        376        433 |     2,430 
       164 |       178        241      1,158        406        440 |     2,423 
       165 |       184        220      1,161        402        414 |     2,381 
       166 |       171        232      1,158        397        429 |     2,387 
       167 |       172        234      1,138        408        385 |     2,337 
       168 |       151        245      1,124        365        380 |     2,265 
       169 |       151        212      1,035        389        383 |     2,170 
       170 |       165        219      1,016        352        391 |     2,143 
       171 |       171        203      1,033        373        360 |     2,140 
       172 |       176        217        994        364        301 |     2,052 
       173 |       188        209        987        355        318 |     2,057 
       174 |       185        205        991        364        310 |     2,055 
       175 |       204        196        984        366        279 |     2,029 
       176 |       188        210      1,021        375        254 |     2,048 
       177 |       176        212      1,062        390        260 |     2,100 
       178 |       151        204      1,083        407        262 |     2,107 
       179 |       151        217      1,042        427        242 |     2,079 
       180 |       158        238        998        405        246 |     2,045 
       181 |       154        211      1,004        413        269 |     2,051 
       182 |       162        213      1,005        404        261 |     2,045 
       183 |       155        201      1,019        421        238 |     2,034 
       184 |       167        213      1,079        424        225 |     2,108 
       185 |       165        212      1,132        432        229 |     2,170 
       186 |       171        195      1,119        453        246 |     2,184 
       187 |       177        216      1,066        434        222 |     2,115 
       188 |       159        209      1,042        451        210 |     2,071 
       189 |       154        205      1,055        418        220 |     2,052 
       190 |       166        211        999        389        213 |     1,978 
       191 |       148        254        866        323        226 |     1,817 
       192 |       158        184        878        327        216 |     1,763 
       193 |       133        163        902        344        207 |     1,749 
       194 |       129        166        837        315        203 |     1,650 
       195 |       130        157        772        312        173 |     1,544 
       196 |       110        147        733        295        151 |     1,436 
       197 |       112        156        777        274        137 |     1,456 
       198 |       114        166        788        257        166 |     1,491 
       199 |       119        172        871        257        131 |     1,550 
       200 |       122        143        868        232        142 |     1,507 
       201 |       117        143        880        196        147 |     1,483 
-----------+-------------------------------------------------------+----------
     Total |    12,434     18,809     76,825     28,028     19,021 |   155,117 
