
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |     1,457     10,140      5,312      3,298      1,790 |    21,997 
       131 |     1,364      9,780      5,382      3,429      1,583 |    21,538 
       132 |     1,341      9,393      5,168      3,561      1,355 |    20,818 
       133 |     1,316      9,393      5,329      3,409      1,445 |    20,892 
       134 |     1,343      9,686      5,499      3,498      1,499 |    21,525 
       135 |     1,436      9,991      5,666      3,767      1,425 |    22,285 
       136 |     1,388      9,622      5,570      3,906      1,379 |    21,865 
       137 |     1,460      9,819      5,734      3,748      1,357 |    22,118 
       138 |     1,449     10,204      6,132      3,593      1,385 |    22,763 
       139 |     1,488     10,128      6,285      3,678      1,334 |    22,913 
       140 |     1,472      9,928      6,228      3,765      1,267 |    22,660 
       141 |     1,464     10,030      6,269      3,566      1,411 |    22,740 
       142 |     1,466     10,101      6,425      3,433      1,476 |    22,901 
       143 |     1,466     10,098      6,531      3,448      1,460 |    23,003 
       144 |     1,475      9,793      6,401      3,539      1,548 |    22,756 
       145 |     1,504      9,842      6,483      3,186      1,725 |    22,740 
       146 |     1,332      9,780      6,618      2,873      2,135 |    22,738 
       147 |     1,319      9,604      6,533      2,788      2,164 |    22,408 
       148 |     1,478     10,024      6,772      3,091      2,376 |    23,741 
       149 |     1,460     10,057      6,797      2,917      2,470 |    23,701 
       150 |     1,447      9,962      6,707      2,734      2,534 |    23,384 
       151 |     1,404      9,793      6,600      2,771      2,531 |    23,099 
       152 |     1,411      9,494      6,578      2,895      2,725 |    23,103 
       153 |     1,418      9,650      6,624      2,755      2,701 |    23,148 
       154 |     1,436      9,742      6,662      2,692      2,894 |    23,426 
       155 |     1,490      9,585      6,821      2,806      2,847 |    23,549 
       156 |     1,477      9,202      6,620      2,889      2,981 |    23,169 
       157 |     1,426      9,396      6,467      2,676      3,109 |    23,074 
       158 |     1,455      9,573      6,593      2,511      3,396 |    23,528 
       159 |     1,431      9,476      6,631      2,499      3,498 |    23,535 
       160 |     1,473      9,131      6,441      2,571      3,656 |    23,272 
       161 |     1,427      9,426      6,351      2,349      3,714 |    23,267 
       162 |     1,409      9,519      6,353      2,238      3,923 |    23,442 
       163 |     1,423      9,542      6,327      2,303      3,872 |    23,467 
       164 |     1,417      9,278      6,277      2,455      3,876 |    23,303 
       165 |     1,454      9,393      6,227      2,383      3,825 |    23,282 
       166 |     1,394      9,368      6,246      2,357      3,894 |    23,259 
       167 |     1,424      9,248      6,337      2,523      3,853 |    23,385 
       168 |     1,430      9,049      6,276      2,583      3,773 |    23,111 
       169 |     1,458      9,006      6,311      2,569      3,761 |    23,105 
       170 |     1,403      9,144      6,301      2,485      3,604 |    22,937 
       171 |     1,410      9,001      6,385      2,610      3,455 |    22,861 
       172 |     1,391      8,746      6,421      2,711      3,408 |    22,677 
       173 |     1,368      8,763      6,547      2,691      3,279 |    22,648 
       174 |     1,391      8,761      6,536      2,591      3,274 |    22,553 
       175 |     1,421      8,714      6,534      2,707      3,196 |    22,572 
       176 |     1,402      8,549      6,537      2,923      3,133 |    22,544 
       177 |     1,405      8,637      6,569      2,905      2,952 |    22,468 
       178 |     1,381      8,675      6,592      2,806      2,910 |    22,364 
       179 |     1,358      8,507      6,652      2,994      2,786 |    22,297 
       180 |     1,373      8,458      6,627      3,121      2,695 |    22,274 
       181 |     1,368      8,562      6,730      2,933      2,613 |    22,206 
       182 |     1,392      8,744      6,708      2,915      2,700 |    22,459 
       183 |     1,433      8,637      6,826      3,068      2,532 |    22,496 
       184 |     1,449      8,627      6,846      3,181      2,464 |    22,567 
       185 |     1,445      8,768      7,063      3,030      2,463 |    22,769 
       186 |     1,458      8,774      7,151      2,936      2,434 |    22,753 
       187 |     1,506      8,770      7,315      3,037      2,358 |    22,986 
       188 |     1,485      8,607      7,231      3,242      2,434 |    22,999 
       189 |     1,484      8,571      7,435      3,226      2,323 |    23,039 
       190 |     1,451      8,704      7,203      2,878      2,237 |    22,473 
       191 |     1,352      8,811      6,695      2,246      2,212 |    21,316 
       192 |     1,372      8,172      6,708      2,673      2,571 |    21,496 
       193 |     1,381      8,021      6,832      2,792      2,464 |    21,490 
       194 |     1,283      7,935      6,628      2,658      2,424 |    20,928 
       195 |     1,286      7,466      6,590      2,762      2,313 |    20,417 
       196 |     1,237      6,917      6,345      2,842      2,196 |    19,537 
       197 |     1,237      7,131      6,410      2,772      1,956 |    19,506 
       198 |     1,202      7,064      6,476      2,599      1,992 |    19,333 
       199 |     1,215      6,772      6,692      2,502      1,844 |    19,025 
       200 |     1,226      6,613      6,734      2,343      1,841 |    18,757 
       201 |     1,221      6,583      6,767      2,111      1,832 |    18,514 
-----------+-------------------------------------------------------+----------
     Total |   100,968    650,450    465,669    209,342    182,842 | 1,609,271 
