
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |  10617510   37555370   35901080   15106362    8556798 | 107737120 
       131 |  10422494   40228382   35449336   14867915    7611276 | 108579403 
       132 |  11575813   39755661   37396638   14192285    7770589 | 110690986 
       133 |  11483954   37919789   37836956   15827366    8147091 | 111215156 
       134 |  11251840   36249003   37636921   16335299    7953773 | 109426836 
       135 |  11623740   35628333   37310247   16537922    8074925 | 109175167 
       136 |  11364835   37387036   36307057   16287145    8117005 | 109463078 
       137 |  10780159   35110571   38278351   17458008    8795652 | 110422741 
       138 |  11484540   34038351   40572343   16318041    8187954 | 110601229 
       139 |  10304117   35371400   41539513   16843939    7177579 | 111236548 
       140 |  10020833   38304655   41955422   15691056    7212186 | 113184152 
       141 |  11165560   34537375   43432986   17750221    7032531 | 113918673 
       142 |  11451451   33609205   44731993   16423912    8333741 | 114550302 
       143 |  10252277   34922909   45729539   16153418    8628782 | 115686925 
       144 |  10076354   33319264   45515824   16876024    9768114 | 115555580 
       145 |  10642851   30313742   45256305   16091084   12772286 | 115076268 
       146 |  10099814   28435748   46036243   15269490   15834908 | 115676203 
       147 |   9448151   29059487   47651480   15555872   14559884 | 116274874 
       148 |   9803821   30281862   46168842   15979790   13803153 | 116037468 
       149 |   9683004   29561645   45605684   14815432   16148395 | 115814160 
       150 |   9548381   28412907   45565393   14104828   18793867 | 116425376 
       151 |   9833999   27130074   47935340   13565578   18688297 | 117153288 
       152 |  10374443   28358471   46969614   13640337   17729095 | 117071960 
       153 |  10443206   26160882   49287195   13842801   18297985 | 118032069 
       154 |   9174172   24358697   49411007   14214955   19379328 | 116538159 
       155 |   9261305   24301790   50930286   14224845   17558220 | 116276446 
       156 |   8414102   25136431   50074452   13415864   19079244 | 116120093 
       157 |   8759481   23077113   49961776   13458369   21087026 | 116343765 
       158 |   9347415   21998692   51080955   13780576   21914499 | 118122137 
       159 |   8506135   21539692   52314153   12966796   21550596 | 116877372 
       160 |   8814972   22162242   51805060   13395004   21013402 | 117190680 
       161 |   8284153   20354930   51251824   12161617   24538868 | 116591392 
       162 |   8874558   20343458   49876825   11913655   24624336 | 115632832 
       163 |   8245328   20301063   51525502   11806496   24169831 | 116048220 
       164 |   9328472   22755175   49631810   12618032   21602554 | 115936043 
       165 |   8911310   19152441   50997890   12465556   24853409 | 116380606 
       166 |   8445971   18731104   52972323   13114867   23770878 | 117035143 
       167 |   8534615   19254154   53253100   12541183   21125440 | 114708492 
       168 |   9043601   20158310   51527826   12218734   21457287 | 114405758 
       169 |   8988979   19588128   51254342   14494039   20969019 | 115294507 
       170 |   8830204   19278915   52130429   13573301   20744945 | 114557794 
       171 |   8425658   19315577   50526764   14045719   19609979 | 111923697 
       172 |   8293916   20308324   49583148   15784343   17826200 | 111795931 
       173 |   8129217   16782564   51614560   14872103   19780093 | 111178537 
       174 |   7690123   16919439   51310885   14506558   18162066 | 108589071 
       175 |   8413935   16520916   50345689   14992108   16725126 | 106997774 
       176 |   7332419   17865730   49320042   15557212   14774129 | 104849532 
       177 |   8211180   17252451   49549693   13976128   14817520 | 103806972 
       178 |   7842087   17513288   48856870   14363330   14363545 | 102939120 
       179 |   7867897   18367922   47119357   15174500   13354060 | 101883736 
       180 |   7598016   18520965   48594222   13968640   13658469 | 102340312 
       181 |   7202712   18006724   48791917   15601855   13645194 | 103248402 
       182 |   7183174   17687960   48086954   15067148   13235242 | 101260478 
       183 |   7225941   17739295   48723312   14467855   11163076 |  99319479 
       184 |   7277730   19981834   45946318   14065638    9993289 |  97264809 
       185 |   7139670   17571299   47649236   14502579   10036030 |  96898814 
       186 |   6628600   16998038   46344202   14085975    9697565 |  93754380 
       187 |   7249837   17520886   44495114   14914447   10146593 |  94326877 
       188 |   7059160   17858109   44919283   13912151    9267592 |  93016295 
       189 |   7628138   16331913   44811486   13827965   10218873 |  92818375 
       190 |   7186132   16323857   43391929   14014710   11437996 |  92354624 
       191 |   6506911   21058297   40901165   12225222   10262500 |  90954095 
       192 |   6978891   17732124   41919239   12733303   10411731 |  89775288 
       193 |   6325025   16161582   40608444   13803729   11611687 |  88510467 
       194 |   6636559   16574599   39728908   12968139   12728977 |  88637182 
       195 |   7102256   15979585   40547257   13847609   10877161 |  88353868 
       196 |   7136042   15088213   40879863   14631253    9949023 |  87684394 
       197 |   8222041   15100643   40700782   13662592    8518478 |  86204536 
       198 |   8035200   15849398   39216291   12479895    9975376 |  85556160 
       199 |   7847307   15594611   38107322   11631183    8617273 |  81797696 
       200 |   7448863   15679646   38872926    9633451    8164562 |  79799448 
       201 |   7217183   13081149   39100783    9116279    8727672 |  77243066 
-----------+-------------------------------------------------------+----------
     Total | 634559740 1697431395 3290633823 1026331633 1019191825 |7668148416 
