
. tab ciclo if wife==1&mother_10==0&age3040==1 [fweight=facexp], sum(ten_y )

            |                Summary of ten_y
      ciclo |        Mean   Std. dev.       Freq.         Obs
------------+------------------------------------------------
        130 |   5.4834956   4.8917365    46853637    46853637
        131 |   5.1947852    4.679693    49109136    49109136
        132 |   5.1856381   4.4599444    46936328    46936328
        133 |   5.2340495   4.4897226    49192876    49192876
        134 |   5.4231179   4.6599966    48741936    48741936
        135 |   5.2507947   4.5943588    52659289    52659289
        136 |   5.1146423   4.5529203    52351339    52351339
        137 |   5.1426997   4.5434744    56046222    56046222
        138 |   5.1601626   4.6873879    53761657    53761657
        139 |   4.7656728   4.4480216    56377063    56377063
        140 |   5.0073937   4.6042101    55031884    55031884
        141 |   4.8469249   4.4962765    57738630    57738630
        142 |   4.7137359    4.415108    57629785    57629785
        143 |   4.9808411   4.4231275    58506026    58506026
        144 |   5.0021251   4.3980863    59015273    59015273
        145 |   4.9451075   4.3761559    58621682    58621682
        146 |   4.9739983   4.2456104    57483056    57483056
        147 |   4.8882266    4.256485    57201884    57201884
        148 |   4.8582931   4.1282322    60470549    60470549
        149 |    4.921754   4.0516783    59562869    59562869
        150 |   4.9801155   4.0807825    60277550    60277550
        151 |   5.1573884   4.0083997    59356289    59356289
        152 |   5.0916177   4.1360849    58279638    58279638
        153 |   5.1012174    4.079457    59722918    59722918
        154 |    5.154616   4.0565932    59930731    59930731
        155 |   5.2566222   4.1375955    59901932    59901932
        156 |   5.4356654   4.2431116    57002530    57002530
        157 |   5.4229335   4.1766652    58256835    58256835
        158 |   5.5726629   4.1615305    55139502    55139502
        159 |   5.4741737   4.2604679    56256519    56256519
        160 |   5.6972482   4.4472744    54196111    54196111
        161 |   5.6537261   4.3291024    56198611    56198611
        162 |   5.7548855   4.3934399    54862801    54862801
        163 |   5.7020807   4.3314035    54344871    54344871
        164 |   5.7159133   4.3219441    53678725    53678725
        165 |   5.6498721   4.3760743    52306269    52306269
        166 |    5.626367    4.303932    53450788    53450788
        167 |   5.6957932   4.3034389    54220949    54220949
        168 |    5.518917   4.2833126    52344899    52344899
        169 |   5.5535847   4.3983177    51251239    51251239
        170 |   5.7161127   4.4155953    49814556    49814556
        171 |   5.7048839   4.3895677    51506689    51506689
        172 |   5.6859787   4.4268526    48293965    48293965
        173 |   5.4542922   4.3003998    47173079    47173079
        174 |   5.6420723   4.5010864    48008021    48008021
        175 |   5.5300349   4.4698858    47761995    47761995
        176 |   5.4184883   4.4980637    48382248    48382248
        177 |   5.4955654   4.6806543    50197876    50197876
        178 |    5.572081   4.7941125    49767140    49767140
        179 |   5.4057391    4.707176    49710932    49710932
        180 |   5.2701426   4.6470803    48488292    48488292
        181 |   5.4278369   4.7236495    45677594    45677594
        182 |   5.5389083   4.7582561    45096394    45096394
        183 |   5.1101471   4.6307565    46268158    46268158
        184 |   5.0036629     4.60367    49564822    49564822
        185 |   5.0076841   4.5806747    49872125    49872125
        186 |   5.0821163   4.5746112    50693176    50693176
        187 |   5.3230109   4.6846723    48879982    48879982
        188 |   5.2088084   4.5573369    48023581    48023581
        189 |   5.3012015    4.660068    48372543    48372543
        190 |   5.1598715   4.6730951    44749549    44749549
        191 |   5.2023359   4.3856763    41725921    41725921
        192 |    5.050477   4.5565768    42012521    42012521
        193 |   5.0366486   4.4016451    42375209    42375209
        194 |   5.2743595   4.4335801    44047576    44047576
        195 |     5.07225   4.4588533    42821443    42821443
        196 |   5.1600356   4.6103239    43940038    43940038
        197 |   5.0244249   4.5632994    46221015    46221015
        198 |   4.9097363    4.349392    46666133    46666133
        199 |   4.8681897    4.409366    51372929    51372929
        200 |   4.8265374    4.348886    52185891    52185891
        201 |   4.6935569   4.2146859    50347579    50347579
------------+------------------------------------------------
      Total |   5.2520713   4.4355248  3734289800 -2147483648

. log close
