
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |  24270645   20081366   74321736   39314284   16786845 | 174774876 
       131 |  23670906   18330986   77005359   44235259   16429730 | 179672240 
       132 |  25259472   20720692   77564765   44281943   12174001 | 180000873 
       133 |  26643857   19600380   74122539   43819824   14021622 | 178208222 
       134 |  26262427   18882045   78023793   43963606   14011470 | 181143341 
       135 |  27105228   20337357   76554640   46877474   13667209 | 184541908 
       136 |  25468679   21753619   77932493   49687677   12686414 | 187528882 
       137 |  25251123   21419344   78500508   49316411   13142066 | 187629452 
       138 |  25163438   21681179   79991920   48102506   14469348 | 189408391 
       139 |  24018422   21047781   82639692   50090267   13502466 | 191298628 
       140 |  26458332   22499114   83449237   47638996   13135312 | 193180991 
       141 |  26825044   20861700   82457873   47300335   15155421 | 192600373 
       142 |  27751743   20273473   84483344   45304991   16212232 | 194025783 
       143 |  27642024   21810650   86444105   42598807   18937334 | 197432920 
       144 |  27304514   22386355   85812341   39465950   20697698 | 195666858 
       145 |  26347415   22388728   83841925   36500026   26955995 | 196034089 
       146 |  23981644   23080229   84251339   31375231   34941388 | 197629831 
       147 |  21580330   23309585   82594769   31419810   36505111 | 195409605 
       148 |  20830612   24646064   80840619   32550075   35913008 | 194780378 
       149 |  18487210   22691517   81360926   31707085   38375799 | 192622537 
       150 |  19849436   21346590   79283532   31232624   40834055 | 192546237 
       151 |  19896803   19486902   79886719   33654655   41926607 | 194851686 
       152 |  20418460   20575339   79506733   33768919   39922314 | 194191765 
       153 |  21269927   20928676   78725525   32051759   41517644 | 194493531 
       154 |  20328171   20582985   77266914   33055683   42892117 | 194125870 
       155 |  20988367   21103912   78389343   34669502   44004717 | 199155841 
       156 |  19847650   20419881   77352356   35493283   44901953 | 198015123 
       157 |  20212387   20083664   76057852   32610013   47108729 | 196072645 
       158 |  19710827   20850670   77888155   29056877   49905318 | 197411847 
       159 |  19583541   20062266   78650039   29148577   51929035 | 199373458 
       160 |  21114358   21116611   78546253   28290298   52392822 | 201460342 
       161 |  20873824   19183495   74168456   27028506   55254385 | 196508666 
       162 |  21305763   20454455   73966982   24897194   58334412 | 198958806 
       163 |  21103371   22405259   71741064   27894065   53085748 | 196229507 
       164 |  21185951   19454831   71327993   27371889   53210815 | 192551479 
       165 |  20528632   19899560   69597886   27569020   52634222 | 190229320 
       166 |  21748698   20675674   69314916   24625694   52582474 | 188947456 
       167 |  20824496   19243783   73821173   28129417   50408887 | 192427756 
       168 |  21283011   19397888   73244263   30353379   46672538 | 190951079 
       169 |  22560731   18596005   73271031   28787832   48023176 | 191238775 
       170 |  20307239   19029924   71851824   29322964   49465371 | 189977322 
       171 |  19781413   17977331   71889194   33372399   45036608 | 188056945 
       172 |  20487691   18259811   72980202   35536883   41810116 | 189074703 
       173 |  19512492   19760094   73393975   35068719   39496497 | 187231777 
       174 |  20666271   18478817   71740586   33646572   40697110 | 185229356 
       175 |  20891153   19526989   72749849   33880223   38887050 | 185935264 
       176 |  19369304   18790505   73118081   33994454   38658411 | 183930755 
       177 |  19679111   17978906   73215091   35177570   37641857 | 183692535 
       178 |  19954455   18499863   74317657   34225405   36485874 | 183483254 
       179 |  20795229   20976835   73417119   36071776   30967260 | 182228219 
       180 |  20359299   20063848   72585114   38140292   28593698 | 179742251 
       181 |  20113432   20077062   73443421   36958261   29826289 | 180418465 
       182 |  20430592   20663729   71722200   35497260   30988795 | 179302576 
       183 |  19454523   19759577   73831122   38319290   25783886 | 177148398 
       184 |  18460387   19712621   72436644   37607865   27199051 | 175416568 
       185 |  19651534   20137987   72695866   35846484   26879073 | 175210944 
       186 |  19386274   22170578   73192342   35490506   25292694 | 175532394 
       187 |  19540040   20765024   76211366   34544765   23481189 | 174542384 
       188 |  17943487   22216726   76967953   36377595   23009420 | 176515181 
       189 |  17731985   21380342   79185693   35506082   23717082 | 177521184 
       190 |  18009180   21848944   78245943   32052150   25406254 | 175562471 
       191 |  19193463   29561248   76959321   25687564   27297931 | 178699527 
       192 |  20202482   24074348   76081241   29652370   29712443 | 179722884 
       193 |  20327591   22972254   73899113   31899959   31117551 | 180216468 
       194 |  19665777   24152408   78003454   29374486   29154268 | 180350393 
       195 |  19855149   21360124   77557022   34841118   28937296 | 182550709 
       196 |  18338089   20476857   81291771   34746253   27676519 | 182529489 
       197 |  20054805   22121727   78736253   34299924   25174239 | 180386948 
       198 |  18976799   21628499   82886623   33291762   23138888 | 179922571 
       199 |  18459800   22442897   84658385   27115122   23388232 | 176064436 
       200 |  18614177   18864397   92840070   24760798   21389826 | 176469268 
       201 |  16800773   19548448   97202395   22994321   22972732 | 179518669 
-----------+-------------------------------------------------------+----------
     Total |1537971465 1498949330 5573507998 2510540935 2344545947 | 1.347e+10 
