
. tab ciclo if wife==1&mother_10==1&age3040==1 [fweight=facexp], sum(ten_y )

            |                Summary of ten_y
      ciclo |        Mean   Std. dev.       Freq.         Obs
------------+------------------------------------------------
        130 |   6.3635252   5.6404288   105477438   105477438
        131 |   6.1951692   5.5315461   106878088   106878088
        132 |   6.3085093      5.5827   110952147   110952147
        133 |    6.309123   5.5740831   113410323   113410323
        134 |   6.2664672   5.6149157   115175182   115175182
        135 |   6.2920226   5.6168363   113305558   113305558
        136 |   6.3432386   5.5984979   111719711   111719711
        137 |   6.1055243   5.5017662   116098005   116098005
        138 |   6.1257229    5.557514   117444636   117444636
        139 |   6.0161151   5.4405323   118817210   118817210
        140 |   5.9940193   5.3372229   117369182   117369182
        141 |   5.8614279    5.378943   123908362   123908362
        142 |   5.9834806   5.4068503   125310570   125310570
        143 |   5.9805552   5.3323079   124901993   124901993
        144 |   5.9409439   5.2661637   124260939   124260939
        145 |   5.9707856   5.2187631   125203223   125203223
        146 |   6.1808362   5.2443951   122872652   122872652
        147 |   6.1970857   5.1854081   124676347   124676347
        148 |   6.1178473    5.092888   123110476   123110476
        149 |   6.1398613   5.0743046   122348355   122348355
        150 |   6.2677505   5.0962407   120294453   120294453
        151 |   6.2558765   5.0940868   121680828   121680828
        152 |   6.2685842   5.0567073   121762916   121762916
        153 |   6.3620832   4.9580059   124189843   124189843
        154 |    6.466901   4.9379507   121169980   121169980
        155 |   6.4946092   4.9521535   123761017   123761017
        156 |   6.4282743   4.9328365   121957072   121957072
        157 |   6.4797849   4.8594837   122939884   122939884
        158 |   6.6263431   4.8711292   123628336   123628336
        159 |   6.6344123   4.9020144   121237117   121237117
        160 |    6.734109   4.9409904   120473424   120473424
        161 |    6.773302   4.9240459   117341736   117341736
        162 |   7.0644166   4.9917406   114183099   114183099
        163 |   7.0575738    4.953468   115093701   115093701
        164 |   7.0809489    4.943522   113440545   113440545
        165 |   7.0038103   4.9107072   114195948   114195948
        166 |   7.0664762   4.9392494   115645077   115645077
        167 |   7.0465617   4.9535521   116280085   116280085
        168 |   7.0373519   5.0177802   114921755   114921755
        169 |    7.073281   4.9818699   117769208   117769208
        170 |   7.3205522   4.9868424   116796047   116796047
        171 |   7.0713676   4.9928842   115529361   115529361
        172 |   7.0426604   5.0373165   114761599   114761599
        173 |   7.2531573   5.0937333   113937892   113937892
        174 |   7.2992536   5.1681069   111227922   111227922
        175 |   7.1794752   5.1789651   111924451   111924451
        176 |    7.114319   5.2054981   110533734   110533734
        177 |   7.2312813   5.1911281   108813845   108813845
        178 |   7.3424989    5.288823   107713121   107713121
        179 |   7.2042997   5.3026187   107343903   107343903
        180 |   7.1598012   5.2390295   106576475   106576475
        181 |   7.0638504   5.2625307   109179837   109179837
        182 |   7.2040926   5.4522749   106004763   106004763
        183 |   6.9920632    5.439909   106880740   106880740
        184 |   6.9471181   5.4482846   103117047   103117047
        185 |     7.00978   5.3678836   105234763   105234763
        186 |   7.0981976   5.4284001   102427169   102427169
        187 |   6.9554082   5.4350447   103192875   103192875
        188 |    6.995163   5.3932721    99834277    99834277
        189 |    6.803078   5.4543946    99446630    99446630
        190 |   7.0017638   5.5569373    97305770    97305770
        191 |   7.2719735   5.5208437    88625612    88625612
        192 |   7.0634569   5.4578462    90947767    90947767
        193 |   6.9205136   5.5900668    91739008    91739008
        194 |   6.9720588   5.5524844    89382045    89382045
        195 |   6.9491082   5.5778106    89897701    89897701
        196 |   6.7193377   5.6136958    90847794    90847794
        197 |   6.4706036   5.5167279    89402197    89402197
        198 |   6.7609503   5.6579442    85775235    85775235
        199 |   6.6104659   5.5152075    84050174    84050174
        200 |   6.5442958   5.5049497    81703054    81703054
        201 |   6.4285181   5.3973189    82681772    82681772
------------+------------------------------------------------
      Total |   6.6604423   5.2746499  7968041001 -2147483648

. log close
