
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |     1,235      4,430      3,983      1,752      1,075 |    12,475 
       131 |     1,211      4,311      3,969      1,862        959 |    12,312 
       132 |     1,187      4,247      3,944      1,753        844 |    11,975 
       133 |     1,153      3,993      4,026      1,850        903 |    11,925 
       134 |     1,173      4,101      4,101      1,910        992 |    12,277 
       135 |     1,217      4,189      4,328      2,015        984 |    12,733 
       136 |     1,214      4,157      4,270      1,969        909 |    12,519 
       137 |     1,203      3,954      4,347      2,046        979 |    12,529 
       138 |     1,248      3,928      4,605      2,046      1,024 |    12,851 
       139 |     1,282      4,038      4,772      2,020        899 |    13,011 
       140 |     1,228      4,173      4,729      1,960        861 |    12,951 
       141 |     1,232      3,851      4,774      2,073      1,009 |    12,939 
       142 |     1,211      3,762      4,847      2,069      1,091 |    12,980 
       143 |     1,214      3,757      4,959      2,004      1,137 |    13,071 
       144 |     1,202      3,679      4,878      1,916      1,187 |    12,862 
       145 |     1,167      3,353      4,918      1,891      1,465 |    12,794 
       146 |     1,076      3,209      5,012      1,749      1,677 |    12,723 
       147 |     1,113      3,194      5,102      1,677      1,768 |    12,854 
       148 |     1,200      3,413      5,278      1,783      1,705 |    13,379 
       149 |     1,181      3,256      5,376      1,777      1,867 |    13,457 
       150 |     1,124      3,172      5,377      1,657      1,968 |    13,298 
       151 |     1,129      3,100      5,341      1,626      1,987 |    13,183 
       152 |     1,082      3,200      5,189      1,627      1,914 |    13,012 
       153 |     1,075      2,928      5,225      1,671      2,041 |    12,940 
       154 |     1,072      2,838      5,237      1,662      2,156 |    12,965 
       155 |     1,064      2,781      5,216      1,730      2,072 |    12,863 
       156 |     1,049      2,819      5,078      1,710      2,120 |    12,776 
       157 |     1,049      2,513      5,076      1,568      2,328 |    12,534 
       158 |     1,083      2,468      5,216      1,546      2,521 |    12,834 
       159 |       993      2,485      5,178      1,501      2,487 |    12,644 
       160 |     1,008      2,491      5,019      1,512      2,400 |    12,430 
       161 |     1,031      2,271      5,050      1,442      2,600 |    12,394 
       162 |       997      2,283      5,013      1,339      2,702 |    12,334 
       163 |       982      2,285      5,066      1,409      2,659 |    12,401 
       164 |     1,023      2,352      4,906      1,444      2,501 |    12,226 
       165 |     1,004      2,177      4,980      1,451      2,705 |    12,317 
       166 |       994      2,142      5,017      1,421      2,664 |    12,238 
       167 |       979      2,172      4,970      1,455      2,484 |    12,060 
       168 |       983      2,192      4,818      1,475      2,313 |    11,781 
       169 |       939      2,075      4,859      1,499      2,438 |    11,810 
       170 |       934      2,062      4,914      1,368      2,473 |    11,751 
       171 |       929      1,985      4,816      1,445      2,277 |    11,452 
       172 |       884      2,108      4,621      1,502      1,981 |    11,096 
       173 |       871      1,895      4,732      1,521      2,078 |    11,097 
       174 |       883      1,875      4,680      1,474      2,018 |    10,930 
       175 |       890      1,814      4,705      1,543      1,893 |    10,845 
       176 |       882      1,872      4,676      1,551      1,722 |    10,703 
       177 |       885      1,795      4,585      1,524      1,717 |    10,506 
       178 |       883      1,830      4,667      1,534      1,806 |    10,720 
       179 |       898      1,798      4,651      1,620      1,611 |    10,578 
       180 |       912      1,878      4,623      1,558      1,455 |    10,426 
       181 |       878      1,766      4,694      1,617      1,481 |    10,436 
       182 |       889      1,786      4,707      1,559      1,517 |    10,458 
       183 |       869      1,774      4,771      1,688      1,381 |    10,483 
       184 |       858      1,833      4,660      1,660      1,255 |    10,266 
       185 |       878      1,730      4,779      1,699      1,320 |    10,406 
       186 |       879      1,767      4,889      1,650      1,376 |    10,561 
       187 |       902      1,732      4,838      1,697      1,272 |    10,441 
       188 |       826      1,729      4,730      1,598      1,260 |    10,143 
       189 |       847      1,588      4,761      1,623      1,239 |    10,058 
       190 |       823      1,633      4,528      1,485      1,190 |     9,659 
       191 |       714      1,909      4,145      1,234      1,003 |     9,005 
       192 |       710      1,617      4,089      1,237      1,083 |     8,736 
       193 |       693      1,447      4,077      1,336      1,167 |     8,720 
       194 |       694      1,432      3,855      1,265      1,082 |     8,328 
       195 |       685      1,289      3,684      1,285        983 |     7,926 
       196 |       666      1,197      3,470      1,297        862 |     7,492 
       197 |       675      1,181      3,546      1,309        836 |     7,547 
       198 |       703      1,221      3,480      1,199        857 |     7,460 
       199 |       691      1,247      3,631      1,128        771 |     7,468 
       200 |       667      1,223      3,707        940        786 |     7,323 
       201 |       624      1,144      3,785        885        798 |     7,236 
-----------+-------------------------------------------------------+----------
     Total |    70,629    180,896    334,545    114,898    114,945 |   815,913 
