
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |  56603361    8086868  152982932   43079155   10664341 | 271416657 
       131 |  54560803    7589989  151730244   48594816    8765915 | 271241767 
       132 |  53485763    8347753  153842790   49019326    9966731 | 274662363 
       133 |  54002877    8634698  153027872   51377869    9515212 | 276558528 
       134 |  54987476    8680311  151030220   51567836    9778386 | 276044229 
       135 |  54885328    8037938  149468448   52239434    9946261 | 274577409 
       136 |  56124803    9111876  149000893   51336542    9563950 | 275138064 
       137 |  56845505    9394114  147530624   52619418    9131324 | 275520985 
       138 |  56989192    8519250  153788196   49571610   10080256 | 278948504 
       139 |  59556749    8213462  155939441   48135795    9100525 | 280945972 
       140 |  59528452    7925790  158547627   48381650    9335325 | 283718844 
       141 |  59329806    8237160  160799031   47605460   10450406 | 286421863 
       142 |  57827727    8222832  161266387   48055239   12916166 | 288288351 
       143 |  57339540    8031022  159736974   46056378   15993404 | 287157318 
       144 |  57538049    8596045  158968833   44675846   19337078 | 289115851 
       145 |  56196514    8691883  156502275   42724543   25766309 | 289881524 
       146 |  50814562    8382707  156157541   38926996   36207030 | 290488836 
       147 |  50490236    8407704  153529090   39613045   38297488 | 290337563 
       148 |  51121239   10403133  151450893   38541742   38224752 | 289741759 
       149 |  49820257    9890245  151894150   38798479   40137780 | 290540911 
       150 |  50407791    9320212  151297076   38663809   42525447 | 292214335 
       151 |  50364235    8312667  152395067   39303978   40329005 | 290704952 
       152 |  49111021    8517163  151958040   39413298   41923019 | 290922541 
       153 |  49826318    8112851  152589233   38660401   42024015 | 291212818 
       154 |  47929286    8326457  149521335   40104044   42999683 | 288880805 
       155 |  45248627    8569838  149643076   40411726   43367399 | 287240666 
       156 |  43584679    8227193  149685438   40480927   45371529 | 287349766 
       157 |  44858737    8456262  146191286   39604455   48830181 | 287940921 
       158 |  44269331    8741021  147597518   36886569   49821262 | 287315701 
       159 |  43430652    8509500  144448564   35426830   50835763 | 282651309 
       160 |  45269118    8752604  143963080   34077139   51960913 | 284022854 
       161 |  44128841    8790119  142132964   32365601   54371178 | 281788703 
       162 |  44132057    7613136  141375022   31753574   54090189 | 278963978 
       163 |  45295933    8192257  139987561   33586661   51493794 | 278556206 
       164 |  44350548    8717118  139607299   33116549   51048601 | 276840115 
       165 |  43300236    6521653  141483764   36922794   49133583 | 277362030 
       166 |  42560739    8338858  137508855   34356394   49836279 | 272601125 
       167 |  42956450    7391382  138691642   36559616   45095987 | 270695077 
       168 |  44172903    7873916  139040427   37832718   41916956 | 270836920 
       169 |  44313775    6314640  140375013   38128491   41811956 | 270943875 
       170 |  44157756    6586884  139357000   37494174   42152077 | 269747891 
       171 |  44142221    5764412  141220589   41217514   35505021 | 267849757 
       172 |  44829422    7110151  141237952   42107958   31537731 | 266823214 
       173 |  43095455    6415631  142897655   40536511   32362519 | 265307771 
       174 |  42635262    5790276  144065080   38496036   31254065 | 262240719 
       175 |  43159930    6552752  142632257   37834383   29352794 | 259532116 
       176 |  41976261    5964265  144551078   39179314   26769182 | 258440100 
       177 |  42079108    6221556  142432642   37715561   26255372 | 254704239 
       178 |  41952255    7366261  140687257   36771294   25107106 | 251884173 
       179 |  40526726    7289956  140020046   39257440   22475540 | 249569708 
       180 |  40004486    7694168  140642279   39734299   20832875 | 248908107 
       181 |  38137607    7115891  143549995   39121431   20740440 | 248665364 
       182 |  39189522    6809232  142377979   36979811   20639359 | 245995903 
       183 |  39174349    7249921  143217597   36687473   17899323 | 244228663 
       184 |  38000248    7028157  141488556   35861273   18300688 | 240678922 
       185 |  39202582    6879862  138096719   38460388   17736472 | 240376023 
       186 |  38879925    6969988  137010161   37124431   17248023 | 237232528 
       187 |  38654397    6032359  137187484   38026100   16496112 | 236396452 
       188 |  38572436    7829437  134392516   36609727   16609972 | 234014088 
       189 |  38401433    6940686  134645414   34386435   16386781 | 230760749 
       190 |  37582405    9696267  133355933   31316524   16686857 | 228637986 
       191 |  35792709   14481307  127877326   26021847   18920420 | 223093609 
       192 |  34641974    9541587  131639804   29124263   17397037 | 222344665 
       193 |  33676929    8320504  131101024   30026616   16100499 | 219225572 
       194 |  32325290    9873050  128191619   27480135   16597442 | 214467536 
       195 |  32987922    8017781  128290204   26806440   14448686 | 210551033 
       196 |  30194977    7704979  126291843   28482990   15442996 | 208117785 
       197 |  30157150    7908957  126508691   27096966   13563531 | 205235295 
       198 |  32375913    7450226  121614380   23591305   14657388 | 199689212 
       199 |  31731594    7327145  124437406   21781972   11958284 | 197236401 
       200 |  29724623    9286775  126118726   19724872   11320511 | 196175507 
       201 |  30573388    7723063  128067349   16630929   11364642 | 194359371 
-----------+-------------------------------------------------------+----------
     Total |3226095771  577947113  1.033e+10 2740263165 1946085123 | 1.882e+10 
