
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |   1762928    3996354    8849839    3284173    2282363 |  20175657 
       131 |   1451501    3942879    8537006    4291729    1383710 |  19606825 
       132 |   1414478    4002848    8828092    3630000    1319111 |  19194529 
       133 |   1781357    3761457    8564291    4337060    1639962 |  20084127 
       134 |   1864827    3616872   10468421    4211499    1500699 |  21662318 
       135 |   1688898    3177000   11140194    4598389    1158865 |  21763346 
       136 |   1893580    3514236   10233872    4554633    1345249 |  21541570 
       137 |   1451320    3060745   10012910    5606211    1867619 |  21998805 
       138 |   1860660    3220068   11479289    3815650    1577058 |  21952725 
       139 |   1706055    3130794   11383217    4113106    1645221 |  21978393 
       140 |   1990440    3203668   11238807    3720137    1759704 |  21912756 
       141 |   2407368    2456920   11586098    3738161    1496460 |  21685007 
       142 |   2543014    2958829   12219130    3478204    1782754 |  22981931 
       143 |   2264975    2809399   12266389    3782922    1843891 |  22967576 
       144 |   2247500    2735258   12683310    3514829    2146399 |  23327296 
       145 |   1919964    3026115   12461443    4473882    1978065 |  23859469 
       146 |   1881397    2840458   12542060    3092312    2939564 |  23295791 
       147 |   1822189    2607185   12531372    3389702    2404023 |  22754471 
       148 |   2153921    2701155   12449636    4161732    2648580 |  24115024 
       149 |   1800101    2399330   13233844    4043228    3189810 |  24666313 
       150 |   1760703    2374326   12714676    4625350    4073942 |  25548997 
       151 |   1962724    2071585   13232307    4633180    4089580 |  25989376 
       152 |   2079315    2332303   13569591    4147544    4530336 |  26659089 
       153 |   2399975    2029362   14271956    4251807    4268279 |  27221379 
       154 |   2497100    2651577   13765297    4718736    4640441 |  28273151 
       155 |   2620206    2800328   14227674    4557853    4743651 |  28949712 
       156 |   2176232    2822096   13838539    5133857    4691666 |  28662390 
       157 |   1812008    2903368   13919495    5325555    3903291 |  27863717 
       158 |   1919028    2040061   13177117    4876582    5192370 |  27205158 
       159 |   1659502    2684831   14546705    4742535    4815956 |  28449529 
       160 |   1618323    2657177   14202539    4327057    4959760 |  27764856 
       161 |   1634581    2234989   15318831    4107262    4874753 |  28170416 
       162 |   1722131    1824681   15488747    3600851    4848286 |  27484696 
       163 |   1813966    1756010   15094248    3878943    4591104 |  27134271 
       164 |   1714776    1968208   15630400    3825670    4514043 |  27653097 
       165 |   1823406    2266199   15574025    4189581    4551339 |  28404550 
       166 |   1724791    2069841   15385253    4163288    4273557 |  27616730 
       167 |   1821939    2085789   16660212    4439428    3844886 |  28852254 
       168 |   1971740    2464891   14591357    4379065    5065538 |  28472591 
       169 |   2686885    2200697   13339066    4795169    4491718 |  27513535 
       170 |   2444638    2614945   12960215    4012271    4196468 |  26228537 
       171 |   2515984    2010945   13172561    4232685    4861000 |  26793175 
       172 |   2066505    1808578   11966372    5041968    4075602 |  24959025 
       173 |   2119353    1996141   11983565    4062441    3845219 |  24006719 
       174 |   2386715    1934486   12487060    3890979    4826186 |  25525426 
       175 |   2420547    1650347   12565136    4209856    4138404 |  24984290 
       176 |   2385857    2422833   13464495    4878621    3848553 |  27000359 
       177 |   1796258    2477923   14548207    4860962    3742199 |  27425549 
       178 |   1650194    2569414   13986509    4937524    3786901 |  26930542 
       179 |   1725495    2563172   14686420    5211215    2892197 |  27078499 
       180 |   1846569    2454708   14015221    5900905    3233866 |  27451269 
       181 |   1976120    2100432   13218687    5088525    3788541 |  26172305 
       182 |   1866584    2767481   12792850    4834683    3141834 |  25403432 
       183 |   1557178    2554471   12388377    5549832    2653023 |  24702881 
       184 |   1723759    3178068   13629513    5698626    2805306 |  27035272 
       185 |   1604676    2653263   13233879    5402045    2840354 |  25734217 
       186 |   2053597    2832243   13868168    6233464    2956209 |  27943681 
       187 |   2132294    2703618   13378743    5598319    2612472 |  26425446 
       188 |   1935863    2445552   13748789    5506059    2146711 |  25782974 
       189 |   1781825    2243744   14079641    4576242    2346677 |  25028129 
       190 |   2050754    2604941   12882293    4066412    3103550 |  24707950 
       191 |   1739149    3916072   12450270    3177105    3688832 |  24971428 
       192 |   1912022    2967159   11158789    4048992    3511067 |  23598029 
       193 |   1499717    2590332   11550767    4544450    3498810 |  23684076 
       194 |   1693702    2341678   11776345    4294862    3310437 |  23417024 
       195 |   1639014    2176275   10498861    4861985    2609317 |  21785452 
       196 |   1410697    2474619   11585100    3466789    2460115 |  21397320 
       197 |   1462038    1973065   12468124    3554492    2409098 |  21866817 
       198 |   1115405    2267068   12510412    3380978    2994193 |  22268056 
       199 |   1897303    3132257   14884192    3344158    2193335 |  25451245 
       200 |   1434054    1942745   15305592    2773831    2851880 |  24308102 
       201 |   1898136    2221406   15547827    2609483    2988432 |  25265284 
-----------+-------------------------------------------------------+----------
     Total | 137067806  187989870  930050235  312407631  233230391 |1800745933 
