
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |  88947246   17645874  231661672   63681127   17029308 | 418965227 
       131 |  85915036   16406395  233873106   69018921   14300905 | 419514363 
       132 |  86183723   17330600  235910697   69755285   14707343 | 423887648 
       133 |  88176431   17639987  236746937   72008760   14510717 | 429082832 
       134 |  89933913   16893923  236992281   72893445   15411217 | 432124779 
       135 |  92798485   15973613  234524076   73742554   15339937 | 432378665 
       136 |  93873114   17603790  234541708   72203967   14330647 | 432553226 
       137 |  94477300   18444356  233977483   71579267   14428596 | 432907002 
       138 |  93793327   16999434  239871407   68086419   15271256 | 434021843 
       139 |  95415835   16002667  243301691   68231631   13119708 | 436071532 
       140 |  94623029   15716466  244205145   69253427   14866007 | 438664074 
       141 |  92759724   16502230  246643640   67341123   17331517 | 440578234 
       142 |  90750677   16361402  249148910   68075864   20864701 | 445201554 
       143 |  90426841   15215342  249077939   67939974   25393444 | 448053540 
       144 |  91332616   17571417  248529191   64186178   30776776 | 452396178 
       145 |  89943405   17686331  245351694   63000102   39493990 | 455475522 
       146 |  82579016   16889718  246612606   55658657   55168838 | 456908835 
       147 |  82240291   17029540  243509801   57321659   57506239 | 457607530 
       148 |  82863228   19324020  240799106   55804610   56664781 | 455455745 
       149 |  81924950   19336467  241080182   55944889   58870619 | 457157107 
       150 |  82698237   17560594  240102201   53384787   64232506 | 457978325 
       151 |  83132572   16475650  245313322   53794828   60542421 | 459258793 
       152 |  82862706   16251275  245836461   54886703   62554377 | 462391522 
       153 |  82964637   16184528  245400814   54058457   63062429 | 461670865 
       154 |  80745154   16718243  242733781   54387237   66278179 | 460862594 
       155 |  78542199   17719183  242947186   55490129   65801670 | 460500367 
       156 |  78735032   17488642  241926764   55145024   68350075 | 461645537 
       157 |  78774875   17851628  238118357   55970400   72227667 | 462942927 
       158 |  77469338   17235945  238387282   51272844   76223177 | 460588586 
       159 |  77741846   16713534  233852257   49481285   80415642 | 458204564 
       160 |  80276396   16695206  233064325   47547012   82298168 | 459881107 
       161 |  79398907   16353595  228933121   47316449   84144694 | 456146766 
       162 |  79061581   15717483  228468785   44576117   86280369 | 454104335 
       163 |  79081138   16628997  226224454   46806761   82849987 | 451591337 
       164 |  78800690   16311484  223985318   48590932   80999118 | 448687542 
       165 |  76776276   15032044  224649323   53043430   78419443 | 447920516 
       166 |  76164066   16519670  221835880   51512030   79343634 | 445375280 
       167 |  76235290   14917864  225159522   53837628   73287820 | 443438124 
       168 |  77930609   16733130  225260122   54063265   68932878 | 442920004 
       169 |  79765771   15355070  230255922   54181552   66188604 | 445746919 
       170 |  77160709   15417937  231021128   53121812   67250729 | 443972315 
       171 |  78311730   12925620  232403271   58492984   59395092 | 441528697 
       172 |  79296606   14723436  231844075   58376773   54483480 | 438724370 
       173 |  78840404   14021232  233968207   58469889   52967632 | 438267364 
       174 |  77090763   13663352  237159397   55391512   54181834 | 437486858 
       175 |  77659263   13685648  238119384   55477409   49864258 | 434805962 
       176 |  77814147   14119946  239275974   58579772   44450461 | 434240300 
       177 |  76499224   14685244  240535930   56335720   43493096 | 431549214 
       178 |  76174532   16322240  239693819   53314838   43445517 | 428950946 
       179 |  76563273   16345599  238239416   57393923   37310313 | 425852524 
       180 |  77321759   17929218  238439651   57517362   35082253 | 426290243 
       181 |  75708212   15852196  241192272   58727940   36691806 | 428172426 
       182 |  75814051   15306245  243540591   56082024   38098882 | 428841793 
       183 |  75340575   15830702  244132356   56681583   33982991 | 425968207 
       184 |  75789432   16133822  244136197   55487118   31374231 | 422920800 
       185 |  76653247   15082906  241481013   57910561   29804953 | 420932680 
       186 |  76468855   14669189  243209154   56192097   29428564 | 419967859 
       187 |  74265428   13232433  245639013   57140711   29013988 | 419291573 
       188 |  74087960   15799726  243477061   55501965   27898711 | 416765423 
       189 |  73759027   14204682  243563046   53464566   28982399 | 413973720 
       190 |  73671162   18737611  241466352   49169881   28654450 | 411699456 
       191 |  72861518   26607547  237028209   41575403   31674709 | 409747386 
       192 |  70801696   18989295  240028918   46087875   29858391 | 405766175 
       193 |  72690087   18215453  237924505   46584095   27785857 | 403199997 
       194 |  72718855   19986592  237642721   43046040   27845967 | 401240175 
       195 |  71554572   16505784  240078430   44658710   24759108 | 397556604 
       196 |  70096444   15871764  241055692   45227588   27072787 | 399324275 
       197 |  72586043   15175255  240978403   44039561   23996590 | 396775852 
       198 |  72796035   16243376  237315958   40175620   24089367 | 390620356 
       199 |  71970476   15636950  242267681   37447991   20834402 | 388157500 
       200 |  67168248   17970359  246343619   31777439   21124588 | 384384253 
       201 |  67153863   15790845  248777210   28541211   23799539 | 384062668 
-----------+-------------------------------------------------------+----------
     Total |5762803703 1188719541  1.718e+10 3993066702 3126516349 | 3.125e+10 
