
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |   3214516    5247874   20077119    7497804    3091854 |  39129167 
       131 |   3483955    4684205   21194957    7804425    2392442 |  39559984 
       132 |   3226226    5832414   19356223    8082356    2261570 |  38758789 
       133 |   3494718    5234824   19699215    9049631    2271514 |  39749902 
       134 |   3533870    4334359   19292834    7224769    3091036 |  37476868 
       135 |   3197151    4680589   19887285    9242576    2345150 |  39352751 
       136 |   2781293    4745638   20180235    9830413    1861150 |  39398729 
       137 |   3778436    3951930   23506523    8843188    1888818 |  41968895 
       138 |   3805629    4225701   22602000    7776488    3390188 |  41800006 
       139 |   3395489    5061355   24820365    8629097    2432023 |  44338329 
       140 |   3007618    4675868   24839765    8165715    2988321 |  43677287 
       141 |   3226006    4167271   25830107    8811921    2563497 |  44598802 
       142 |   2565302    4950056   25411251    9425636    3494256 |  45846501 
       143 |   3229160    3696151   25542422    9174896    4227144 |  45869773 
       144 |   3707989    3835913   25906308    9023605    4379439 |  46853254 
       145 |   3255923    4506979   25466459    8966171    4594502 |  46790034 
       146 |   3272561    3861155   25283463    9313767    5037335 |  46768281 
       147 |   2592997    4456863   24859342    9209804    4915749 |  46034755 
       148 |   2768631    3766771   25945274    9924552    5145406 |  47550634 
       149 |   2763561    4268177   26501427    8374672    5748683 |  47656520 
       150 |   2811007    3913069   26443061    9342659    6369351 |  48879147 
       151 |   2402943    3495507   25374657    8946236    5538291 |  45757634 
       152 |   1908651    3418190   25100720    9008097    5223799 |  44659457 
       153 |   2530516    3234220   24353134    9468135    5477484 |  45063489 
       154 |   2288307    3291704   24886333    9301723    7054277 |  46822344 
       155 |   2229059    3191640   25600467    8856191    6921770 |  46799127 
       156 |   2536343    4066517   23400555    7978627    6963718 |  44945760 
       157 |   2767879    3814119   23972601    8508706    6788824 |  45852129 
       158 |   2771188    4082995   21654802    9075974    7015830 |  44600789 
       159 |   2458537    3169783   22270932    8993352    6151506 |  43044110 
       160 |   2282071    2672156   21913618    8060337    6282082 |  41210264 
       161 |   2541966    3007990   23195160    7536107    6529055 |  42810278 
       162 |   2851126    2864394   21237937    8005852    6334769 |  41294078 
       163 |   2676141    2860363   22231391    7283087    6034836 |  41085818 
       164 |   2505866    2604853   20707466    7888492    6412943 |  40119620 
       165 |   2237323    2411575   19735453    7961272    5835735 |  38181358 
       166 |   2587759    2176766   20178756    8418583    6336839 |  39698703 
       167 |   2354432    2574095   20083562    8090483    5296750 |  38399322 
       168 |   1633814    3015694   20845939    7566398    5132942 |  38194787 
       169 |   1857154    2071023   19281344    7770819    5096758 |  36077098 
       170 |   2445462    2014117   19462380    6964687    4797819 |  35684465 
       171 |   2933779    1856565   19569907    7511918    4702614 |  36574783 
       172 |   2631389    2583226   18619661    6616834    3833240 |  34284350 
       173 |   2994747    2161178   17243089    7318599    4606743 |  34324356 
       174 |   2744658    2036473   16799143    8008570    4036664 |  33625508 
       175 |   3026063    2051777   16473196    7321579    4267754 |  33140369 
       176 |   2466415    2397004   16781706    7118556    3587441 |  32351122 
       177 |   2378042    2837816   18101866    7445590    4044987 |  34808301 
       178 |   1962532    2768502   18511714    7730431    3319134 |  34292313 
       179 |   1972158    3109252   16924091    8011491    2858070 |  32875062 
       180 |   2176045    3558865   16632357    7104290    3794249 |  33265806 
       181 |   1711311    3005835   15479512    7079221    4115114 |  31390993 
       182 |   1697597    3251156   16070193    6239451    3870185 |  31128582 
       183 |   1921138    2388359   17227140    6526140    3298484 |  31361261 
       184 |   2117241    2200387   17689431    7007129    2972771 |  31986959 
       185 |   2028766    2555326   18430715    7490420    2653722 |  33158949 
       186 |   2245055    2084324   17079387    7583212    2628507 |  31620485 
       187 |   2028527    2401117   17301417    7026126    2805033 |  31562220 
       188 |   1860399    3125457   17238700    6674393    3063311 |  31962260 
       189 |   2214769    3260317   17658869    6784948    3353346 |  33272249 
       190 |   2498212    3607949   15509451    6604612    3321804 |  31542028 
       191 |   2384279    4062875   14849913    6157669    4279607 |  31734343 
       192 |   2782378    2564480   15234380    6126645    4080412 |  30788295 
       193 |   1985373    2128026   15530785    6252665    3279288 |  29176137 
       194 |   2027332    2736709   16498211    6535365    3429837 |  31227454 
       195 |   2575035    2852687   15098428    7032130    2743577 |  30301857 
       196 |   2271075    2194400   16226360    7487028    2043100 |  30221963 
       197 |   2710197    2151512   16650281    7565805    1987051 |  31064846 
       198 |   2494480    2671877   19051464    7328409    2293672 |  33839902 
       199 |   2426500    1761997   21728618    6101095    2715846 |  34734056 
       200 |   2435206    2876370   22574141    6234455    2197378 |  36317550 
       201 |   2389252    2320800   21433748    4860284    3070796 |  34074880 
-----------+-------------------------------------------------------+----------
     Total | 187068525  235697481 1478350716  564282363  298969192 |2764368277 
