
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |   6297343   30630900   25772708   11990588    7648253 |  82339792 
       131 |   7090546   28051998   25724745   13765147    6365486 |  80997922 
       132 |   5994928   29494453   27220279   14459509    5487281 |  82656450 
       133 |   6126363   29217140   27559400   14735037    5973507 |  83611447 
       134 |   5949773   28175460   27574045   16695452    7256183 |  85650913 
       135 |   5779599   27506154   26535319   15978385    7837067 |  83636524 
       136 |   5644936   28955235   27578699   14881472    7390224 |  84450566 
       137 |   5657952   26494043   28073796   16195306    7436135 |  83857232 
       138 |   5637763   27155456   29047218   15015774    8204710 |  85060921 
       139 |   6147770   27036806   30088781   14168982    5499675 |  82942014 
       140 |   6380178   27183445   29924546   13807360    6412970 |  83708499 
       141 |   5751007   25416563   30825389   15252501    6824906 |  84070366 
       142 |   6249868   24655519   30759549   16110974    7285912 |  85061822 
       143 |   6102256   24655590   32652464   14399642    8241900 |  86051852 
       144 |   6088634   25930145   32966288   13342186    8339187 |  86666440 
       145 |   5589033   23592030   33693085   14404141   10699667 |  87977956 
       146 |   4943122   22330647   33888506   13036222   12543504 |  86742001 
       147 |   5865431   21913784   34437072   12401007   13866166 |  88483460 
       148 |   5431375   22336997   34289031   11757757   12556281 |  86371441 
       149 |   5432525   21667648   34301493   12837994   13742652 |  87982312 
       150 |   5744409   20999215   34093524   11504884   14335550 |  86677582 
       151 |   5538490   21661326   33840997   11462634   13554048 |  86057495 
       152 |   4076798   20478641   34932735   11996188   14728463 |  86212825 
       153 |   4701768   18775649   33809932   12489479   15294536 |  85071364 
       154 |   4692375   18188322   32934642   10982757   16774456 |  83572552 
       155 |   4532812   16572912   31905409   13196153   16051727 |  82259013 
       156 |   4650469   18469111   31539716   13913660   14685050 |  83258006 
       157 |   5430982   18185768   33928789   11547502   16053558 |  85146599 
       158 |   5553736   16694305   32746866   11364082   17276945 |  83635934 
       159 |   4564409   17220924   31217046   11982016   15961543 |  80945938 
       160 |   4806888   17586326   30536992   11396924   16891737 |  81218867 
       161 |   4849038   15819523   29981067   10977874   17627731 |  79255233 
       162 |   3872094   14430440   30835814    9292815   19517917 |  77949080 
       163 |   4455235   14356250   29706352    9460190   18024347 |  76002374 
       164 |   4482385   14776371   28368376    9063547   17912128 |  74602807 
       165 |   4217569   14042972   28554404    9130796   18838007 |  74783748 
       166 |   4302388   12474614   27938218    9107373   17574108 |  71396701 
       167 |   4809185   13557833   28471999    9095522   15143836 |  71078375 
       168 |   5307394   13844256   27851520    9299731   14406961 |  70709862 
       169 |   4690459   12986888   30639617    8015750   15200225 |  71532939 
       170 |   5340255   13061956   30265128    7033220   15441606 |  71142165 
       171 |   5154318   12977189   29750532    7918538   14333249 |  70133826 
       172 |   4226678   14339856   28046079    9113607   13015079 |  68741299 
       173 |   3881928   14094126   26734955    8954648   13640116 |  67305773 
       174 |   3846564   14589510   25112526    9134525   12914364 |  65597489 
       175 |   3845686   14165255   25138580    9572543   12486353 |  65208417 
       176 |   4180311   14891667   24169312   10165007   11433033 |  64839330 
       177 |   4690170   14573121   23212931    9497210   11436916 |  63410348 
       178 |   4618001   14851353   22941448    9277686   10990992 |  62679480 
       179 |   4507204   14276700   23761962    9089749    9859762 |  61495377 
       180 |   4901340   14763194   22783062    8864482    7633757 |  58945835 
       181 |   5191276   13234155   22952144    9720382    8871469 |  59969426 
       182 |   4463787   14991223   22026439    9427004    8621635 |  59530088 
       183 |   4377999   13131133   21752173   10528546    8328287 |  58118138 
       184 |   4140743   12671240   20868063   11006940    8000992 |  56687978 
       185 |   4398801   12951897   21376210   10396486    7780169 |  56903563 
       186 |   4412827   13682469   20719333   10344133    7550402 |  56709164 
       187 |   4064835   11428637   22251219   10461187    8116014 |  56321892 
       188 |   3567796   11995163   21042017    9516527    8528511 |  54650014 
       189 |   3596648   11350905   19417632   10262564    7994143 |  52621892 
       190 |   3247358   12430975   20123165    9464279    7638975 |  52904752 
       191 |   2999028   16307131   18377882    7608464    6037052 |  51329557 
       192 |   2915388   13047817   19098128    7432613    8554908 |  51048854 
       193 |   2779255   12002687   19212541    9093031    9088948 |  52176462 
       194 |   3953947   11069030   18170096    8269376    6586416 |  48048865 
       195 |   3549473   10474599   17319485    7673632    7040566 |  46057755 
       196 |   3963720   11248687   16381813    7855103    6681670 |  46130993 
       197 |   3450903   11045939   15075860    8472771    7227321 |  45272794 
       198 |   4266514   10532652   13333715    8527244    6067285 |  42727410 
       199 |   3825418   10810230   15750986    7153818    5802663 |  43343115 
       200 |   4173479    9893771   16861357    5046941    6012463 |  41988011 
       201 |   3402869   12392577   19629516    4692949    4849106 |  44967017 
-----------+-------------------------------------------------------+----------
     Total | 343373804 1266798503 1910402717  782090518  784028761 |5086694303 
