
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       566        450      1,581        879        372 |     3,848 
       131 |       530        405      1,614        922        339 |     3,810 
       132 |       541        427      1,559        892        271 |     3,690 
       133 |       540        401      1,508        898        317 |     3,664 
       134 |       568        422      1,554        944        317 |     3,805 
       135 |       608        450      1,619        990        295 |     3,962 
       136 |       575        457      1,659        977        276 |     3,944 
       137 |       576        473      1,699      1,000        279 |     4,027 
       138 |       598        468      1,769        991        325 |     4,151 
       139 |       589        453      1,805      1,071        290 |     4,208 
       140 |       610        480      1,786      1,036        286 |     4,198 
       141 |       612        427      1,798        981        330 |     4,148 
       142 |       614        428      1,794        939        356 |     4,131 
       143 |       626        446      1,864        936        394 |     4,266 
       144 |       587        448      1,855        889        424 |     4,203 
       145 |       572        452      1,787        794        563 |     4,168 
       146 |       532        480      1,769        681        715 |     4,177 
       147 |       473        460      1,790        691        731 |     4,145 
       148 |       504        514      1,870        756        803 |     4,447 
       149 |       461        521      1,869        743        807 |     4,401 
       150 |       450        507      1,853        726        898 |     4,434 
       151 |       447        495      1,806        721        890 |     4,359 
       152 |       459        507      1,734        747        868 |     4,315 
       153 |       475        505      1,683        711        895 |     4,269 
       154 |       453        475      1,645        704        941 |     4,218 
       155 |       439        479      1,648        728        935 |     4,229 
       156 |       428        424      1,608        736        924 |     4,120 
       157 |       423        447      1,551        675        959 |     4,055 
       158 |       432        452      1,573        610      1,098 |     4,165 
       159 |       440        436      1,603        652      1,164 |     4,295 
       160 |       454        448      1,590        651      1,157 |     4,300 
       161 |       464        453      1,532        603      1,274 |     4,326 
       162 |       468        472      1,506        555      1,348 |     4,349 
       163 |       452        503      1,477        609      1,289 |     4,330 
       164 |       460        447      1,470        620      1,240 |     4,237 
       165 |       442        437      1,400        602      1,278 |     4,159 
       166 |       434        471      1,431        588      1,309 |     4,233 
       167 |       437        437      1,455        642      1,226 |     4,197 
       168 |       439        432      1,449        734      1,120 |     4,174 
       169 |       480        409      1,406        692      1,149 |     4,136 
       170 |       429        415      1,387        686      1,156 |     4,073 
       171 |       412        395      1,369        772      1,038 |     3,986 
       172 |       420        410      1,342        794        900 |     3,866 
       173 |       399        409      1,347        755        848 |     3,758 
       174 |       409        384      1,332        699        882 |     3,706 
       175 |       411        410      1,322        722        825 |     3,690 
       176 |       407        390      1,306        746        814 |     3,663 
       177 |       405        387      1,298        764        803 |     3,657 
       178 |       391        392      1,281        702        797 |     3,563 
       179 |       394        422      1,309        740        689 |     3,554 
       180 |       381        400      1,315        780        617 |     3,493 
       181 |       393        409      1,328        767        639 |     3,536 
       182 |       382        417      1,302        742        658 |     3,501 
       183 |       393        400      1,376        795        562 |     3,526 
       184 |       390        403      1,340        834        556 |     3,523 
       185 |       396        410      1,388        767        593 |     3,554 
       186 |       396        433      1,397        723        540 |     3,489 
       187 |       372        405      1,397        708        480 |     3,362 
       188 |       357        422      1,392        785        471 |     3,427 
       189 |       343        447      1,396        728        489 |     3,403 
       190 |       336        441      1,356        640        471 |     3,244 
       191 |       315        507      1,234        508        495 |     3,059 
       192 |       338        421      1,228        573        510 |     3,070 
       193 |       350        394      1,222        619        530 |     3,115 
       194 |       327        402      1,202        532        509 |     2,972 
       195 |       326        364      1,144        574        490 |     2,898 
       196 |       303        335      1,135        576        397 |     2,746 
       197 |       331        354      1,106        552        386 |     2,729 
       198 |       314        352      1,175        512        370 |     2,723 
       199 |       304        342      1,185        459        366 |     2,656 
       200 |       293        289      1,263        407        334 |     2,586 
       201 |       261        305      1,291        343        334 |     2,534 
-----------+-------------------------------------------------------+----------
     Total |    31,936     30,964    107,434     52,620     50,001 |   272,955 
