
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       368      1,142      1,430        495        265 |     3,700 
       131 |       350      1,064      1,392        505        226 |     3,537 
       132 |       319      1,083      1,326        487        196 |     3,411 
       133 |       334      1,066      1,367        545        219 |     3,531 
       134 |       363      1,031      1,453        536        247 |     3,630 
       135 |       363      1,072      1,516        623        214 |     3,788 
       136 |       349      1,088      1,525        628        200 |     3,790 
       137 |       378      1,036      1,640        618        229 |     3,901 
       138 |       421      1,016      1,691        581        277 |     3,986 
       139 |       420      1,008      1,726        627        257 |     4,038 
       140 |       399      1,035      1,718        596        241 |     3,989 
       141 |       427        961      1,793        611        245 |     4,037 
       142 |       395        936      1,811        600        276 |     4,018 
       143 |       425        886      1,762        604        291 |     3,968 
       144 |       422        886      1,773        587        300 |     3,968 
       145 |       394        883      1,791        585        345 |     3,998 
       146 |       373        851      1,826        568        410 |     4,028 
       147 |       359        805      1,812        550        449 |     3,975 
       148 |       406        878      1,928        599        449 |     4,260 
       149 |       378        849      1,937        590        486 |     4,240 
       150 |       342        840      1,940        612        560 |     4,294 
       151 |       344        794      1,929        586        526 |     4,179 
       152 |       354        772      1,870        606        495 |     4,097 
       153 |       348        716      1,887        619        554 |     4,124 
       154 |       357        731      1,905        620        603 |     4,216 
       155 |       352        709      1,939        611        577 |     4,188 
       156 |       346        732      1,872        579        580 |     4,109 
       157 |       341        679      1,839        575        596 |     4,030 
       158 |       356        661      1,786        553        679 |     4,035 
       159 |       356        666      1,830        536        653 |     4,041 
       160 |       343        652      1,710        555        695 |     3,955 
       161 |       343        627      1,763        517        713 |     3,963 
       162 |       348        590      1,752        492        725 |     3,907 
       163 |       365        560      1,768        496        709 |     3,898 
       164 |       354        615      1,730        527        700 |     3,926 
       165 |       351        570      1,719        525        694 |     3,859 
       166 |       331        582      1,700        509        728 |     3,850 
       167 |       340        584      1,693        536        674 |     3,827 
       168 |       311        612      1,647        497        668 |     3,735 
       169 |       310        556      1,544        517        649 |     3,576 
       170 |       316        570      1,503        471        660 |     3,520 
       171 |       309        528      1,506        521        604 |     3,468 
       172 |       314        527      1,444        521        522 |     3,328 
       173 |       314        515      1,451        492        538 |     3,310 
       174 |       306        510      1,474        490        511 |     3,291 
       175 |       337        487      1,462        492        460 |     3,238 
       176 |       324        483      1,490        498        456 |     3,251 
       177 |       320        484      1,508        523        463 |     3,298 
       178 |       300        490      1,546        544        462 |     3,342 
       179 |       289        490      1,496        560        436 |     3,271 
       180 |       296        515      1,456        554        414 |     3,235 
       181 |       267        483      1,478        570        428 |     3,226 
       182 |       289        481      1,475        549        419 |     3,213 
       183 |       288        426      1,505        581        401 |     3,201 
       184 |       277        466      1,556        576        374 |     3,249 
       185 |       291        478      1,625        583        365 |     3,342 
       186 |       289        448      1,621        601        399 |     3,358 
       187 |       286        442      1,574        596        358 |     3,256 
       188 |       270        453      1,534        599        358 |     3,214 
       189 |       266        436      1,568        556        371 |     3,197 
       190 |       273        427      1,476        532        353 |     3,061 
       191 |       254        477      1,322        451        344 |     2,848 
       192 |       261        379      1,313        459        342 |     2,754 
       193 |       249        349      1,355        478        328 |     2,759 
       194 |       222        368      1,280        434        325 |     2,629 
       195 |       235        340      1,173        435        292 |     2,475 
       196 |       210        333      1,118        414        252 |     2,327 
       197 |       204        342      1,170        405        259 |     2,380 
       198 |       207        353      1,179        388        274 |     2,401 
       199 |       220        345      1,292        378        217 |     2,452 
       200 |       214        314      1,266        329        246 |     2,369 
       201 |       196        300      1,290        289        222 |     2,297 
-----------+-------------------------------------------------------+----------
     Total |    23,228     46,863    114,546     38,472     31,053 |   254,162 
