
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       233        193        554        286        154 |     1,420 
       131 |       218        175        583        299        122 |     1,397 
       132 |       215        180        590        307         95 |     1,387 
       133 |       220        173        563        321        110 |     1,387 
       134 |       226        192        570        322        123 |     1,433 
       135 |       244        180        605        353        123 |     1,505 
       136 |       236        197        621        364        113 |     1,531 
       137 |       216        216        642        341        108 |     1,523 
       138 |       227        198        619        350        139 |     1,533 
       139 |       218        189        628        383        111 |     1,529 
       140 |       218        220        624        356        103 |     1,521 
       141 |       228        201        630        325        129 |     1,513 
       142 |       219        202        659        321        148 |     1,549 
       143 |       236        209        698        319        155 |     1,617 
       144 |       243        218        706        306        169 |     1,642 
       145 |       235        230        683        265        236 |     1,649 
       146 |       208        237        673        224        292 |     1,634 
       147 |       199        210        679        221        290 |     1,599 
       148 |       222        231        714        255        328 |     1,750 
       149 |       197        238        703        262        338 |     1,738 
       150 |       198        239        720        247        338 |     1,742 
       151 |       210        215        713        242        358 |     1,738 
       152 |       205        224        703        266        354 |     1,752 
       153 |       194        228        669        271        338 |     1,700 
       154 |       206        211        641        253        341 |     1,652 
       155 |       199        221        651        260        369 |     1,700 
       156 |       203        195        631        276        356 |     1,661 
       157 |       204        200        599        247        369 |     1,619 
       158 |       191        206        620        217        428 |     1,662 
       159 |       206        207        644        248        444 |     1,749 
       160 |       216        212        662        220        442 |     1,752 
       161 |       228        216        630        208        466 |     1,748 
       162 |       235        218        657        208        513 |     1,831 
       163 |       221        227        647        210        527 |     1,832 
       164 |       220        201        676        227        505 |     1,829 
       165 |       191        206        649        230        513 |     1,789 
       166 |       200        227        630        229        544 |     1,830 
       167 |       186        214        634        258        514 |     1,806 
       168 |       187        201        670        276        479 |     1,813 
       169 |       220        207        651        272        494 |     1,844 
       170 |       199        218        637        258        504 |     1,816 
       171 |       194        209        624        312        461 |     1,800 
       172 |       195        215        589        304        410 |     1,713 
       173 |       193        187        611        285        373 |     1,649 
       174 |       191        184        618        266        379 |     1,638 
       175 |       190        194        601        293        342 |     1,620 
       176 |       191        192        614        294        355 |     1,646 
       177 |       200        182        635        299        343 |     1,659 
       178 |       195        180        629        283        365 |     1,652 
       179 |       195        206        635        297        312 |     1,645 
       180 |       201        195        628        312        283 |     1,619 
       181 |       212        209        641        308        269 |     1,639 
       182 |       200        212        643        309        296 |     1,660 
       183 |       209        191        648        316        257 |     1,621 
       184 |       213        177        619        338        246 |     1,593 
       185 |       207        191        636        312        246 |     1,592 
       186 |       201        202        673        289        246 |     1,611 
       187 |       183        185        662        264        219 |     1,513 
       188 |       173        198        634        293        188 |     1,486 
       189 |       162        200        649        263        205 |     1,479 
       190 |       158        192        644        250        187 |     1,431 
       191 |       151        215        576        197        201 |     1,340 
       192 |       169        185        587        220        208 |     1,369 
       193 |       177        165        603        240        245 |     1,430 
       194 |       172        192        575        219        226 |     1,384 
       195 |       170        164        541        229        219 |     1,323 
       196 |       168        144        540        239        163 |     1,254 
       197 |       173        155        534        228        154 |     1,244 
       198 |       176        171        577        199        141 |     1,264 
       199 |       160        153        558        174        171 |     1,216 
       200 |       156        125        555        159        145 |     1,140 
       201 |       149        135        579        132        151 |     1,146 
-----------+-------------------------------------------------------+----------
     Total |    14,461     14,287     45,336     19,426     20,588 |   114,098 
