
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       314        741      1,780        703        362 |     3,900 
       131 |       316        695      1,821        784        336 |     3,952 
       132 |       301        684      1,756        824        294 |     3,859 
       133 |       289        604      1,779        807        326 |     3,805 
       134 |       300        654      1,852        866        322 |     3,994 
       135 |       327        683      1,911        978        325 |     4,224 
       136 |       329        663      1,930        989        308 |     4,219 
       137 |       348        661      1,963        940        290 |     4,202 
       138 |       328        716      2,071        922        318 |     4,355 
       139 |       358        710      2,097        952        323 |     4,440 
       140 |       356        711      2,061        964        265 |     4,357 
       141 |       330        722      2,037        959        316 |     4,364 
       142 |       327        655      2,061        910        357 |     4,310 
       143 |       336        682      2,071        932        335 |     4,356 
       144 |       340        689      2,084        924        330 |     4,367 
       145 |       334        650      2,104        867        402 |     4,357 
       146 |       273        616      2,195        793        514 |     4,391 
       147 |       282        614      2,129        791        520 |     4,336 
       148 |       326        675      2,243        855        530 |     4,629 
       149 |       315        671      2,252        836        612 |     4,686 
       150 |       315        678      2,259        774        649 |     4,675 
       151 |       289        629      2,223        814        680 |     4,635 
       152 |       299        663      2,192        832        705 |     4,691 
       153 |       282        652      2,220        793        695 |     4,642 
       154 |       282        654      2,178        807        710 |     4,631 
       155 |       300        635      2,273        809        689 |     4,706 
       156 |       284        623      2,202        831        717 |     4,657 
       157 |       274        630      2,094        774        815 |     4,587 
       158 |       287        663      2,135        742        875 |     4,702 
       159 |       305        638      2,165        720        899 |     4,727 
       160 |       291        618      2,133        771        915 |     4,728 
       161 |       298        639      2,063        665        965 |     4,630 
       162 |       294        651      2,089        652      1,011 |     4,697 
       163 |       312        643      2,064        672      1,012 |     4,703 
       164 |       323        618      2,043        670        989 |     4,643 
       165 |       321        642      2,017        692      1,017 |     4,689 
       166 |       295        625      1,968        696      1,042 |     4,626 
       167 |       314        605      1,994        753      1,022 |     4,688 
       168 |       316        601      1,950        750        964 |     4,581 
       169 |       318        584      1,850        740      1,001 |     4,493 
       170 |       302        598      1,778        702      1,012 |     4,392 
       171 |       287        609      1,820        734        916 |     4,366 
       172 |       296        595      1,865        785        832 |     4,373 
       173 |       279        593      1,856        801        831 |     4,360 
       174 |       272        583      1,818        773        848 |     4,294 
       175 |       285        583      1,815        817        810 |     4,310 
       176 |       285        571      1,811        804        776 |     4,247 
       177 |       282        534      1,809        831        743 |     4,199 
       178 |       271        551      1,791        799        737 |     4,149 
       179 |       270        571      1,794        879        653 |     4,167 
       180 |       284        587      1,786        886        617 |     4,160 
       181 |       253        607      1,749        834        622 |     4,065 
       182 |       278        597      1,715        811        650 |     4,051 
       183 |       266        586      1,728        844        620 |     4,044 
       184 |       271        600      1,701        865        597 |     4,034 
       185 |       289        599      1,751        846        583 |     4,068 
       186 |       294        566      1,772        825        588 |     4,045 
       187 |       303        605      1,824        818        548 |     4,098 
       188 |       288        626      1,814        879        528 |     4,135 
       189 |       295        577      1,869        861        511 |     4,113 
       190 |       287        623      1,782        772        498 |     3,962 
       191 |       258        726      1,637        614        516 |     3,751 
       192 |       266        598      1,693        710        609 |     3,876 
       193 |       245        557      1,678        783        573 |     3,836 
       194 |       219        564      1,630        735        565 |     3,713 
       195 |       227        534      1,647        751        483 |     3,642 
       196 |       241        510      1,602        767        442 |     3,562 
       197 |       239        504      1,594        763        381 |     3,481 
       198 |       243        458      1,602        731        438 |     3,472 
       199 |       245        432      1,650        695        379 |     3,401 
       200 |       240        442      1,692        608        346 |     3,328 
       201 |       226        409      1,666        561        365 |     3,227 
-----------+-------------------------------------------------------+----------
     Total |    21,014     44,282    138,048     57,437     44,374 |   305,155 
