
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |   9851607    2035594   41117204   14561628    2934989 |  70501022 
       131 |  11109998    1875314   40906675   14389980    3469276 |  71751243 
       132 |  10307947    2287539   40003623   15443632    3351261 |  71394002 
       133 |  10324309    2636720   43201506   16321015    2704380 |  75187930 
       134 |  10828471    2018892   42651954   16498462    3284160 |  75281939 
       135 |  10364005    1956458   42755956   17367915    3841275 |  76285609 
       136 |  10939770    2345397   41174050   17035643    3870534 |  75365394 
       137 |  12187202    2218608   43718969   17916950    2993569 |  79035298 
       138 |  11953021    1955498   44170173   17477076    3743538 |  79299306 
       139 |  12782023    1999747   45081112   16470383    3676855 |  80010120 
       140 |  13822317    2215943   45314683   15763910    3117743 |  80234596 
       141 |  13515782    2872862   47075510   15944846    3052096 |  82461096 
       142 |  13535069    1779922   48171198   15374076    4252563 |  83112828 
       143 |  13353918    1828462   48166082   15502119    4899498 |  83750079 
       144 |  13237618    3141200   48613206   14088483    5805017 |  84885524 
       145 |  12829215    2347477   49095652   13744673    8207008 |  86224025 
       146 |  12518494    2242683   47606878   10616918   11833183 |  84818156 
       147 |  11923433    2459412   48023182   13406665   11312364 |  87125056 
       148 |  11413557    3098217   49266183   13918982   10664289 |  88361228 
       149 |  11924062    2363274   49636830   13575427   11518344 |  89017937 
       150 |  11661628    2318845   50055540   13119949   12065203 |  89221165 
       151 |  11824438    1956826   48610405   12566641   12521331 |  87479641 
       152 |  11061265    2115619   49407509   13045146   11587607 |  87217146 
       153 |  11366915    2189709   49154021   12420580   12122723 |  87253948 
       154 |   9885526    2326456   51382411   12869893   13328070 |  89792356 
       155 |   9703270    2176441   49699561   13691761   11774584 |  87045617 
       156 |   8424627    2349318   49300367   13895736   11837113 |  85807161 
       157 |   8414148    2314359   47481605   13441804   14066652 |  85718568 
       158 |   8940216    2624950   44113990   11100185   15605488 |  82384829 
       159 |   9254935    1904579   42455452   12375679   13847677 |  79838322 
       160 |   8819365    2026597   42399453   12298009   12000006 |  77543430 
       161 |   9073151    2737864   41968402   12132348   12896925 |  78808690 
       162 |   9095867    2353650   41875397   10267758   13390701 |  76983373 
       163 |   9871346    1924590   41923141   11436501   12246566 |  77402144 
       164 |   9941749    2298958   41398802   12008620   11860605 |  77508734 
       165 |   9277670    2574920   40843873   11426372   11086562 |  75209397 
       166 |   9448143    3089575   41277525   10747150   11358596 |  75920989 
       167 |   9798955    2070352   40615564   11598235   10660185 |  74743291 
       168 |   9413677    2211756   39312974   11954126    9986558 |  72879091 
       169 |   9164871    1987013   37376911   11598598    9976033 |  70103426 
       170 |   9544181    2465011   36238557   11890973    9462755 |  69601477 
       171 |   9147179    1623271   36153070   13608977    9166992 |  69699489 
       172 |   8418337    2186356   35095824   12683056    7599345 |  65982918 
       173 |   8058577    1941264   35271863   11859062    7139683 |  64270449 
       174 |   7908205    1532909   36756435   12832817    6981851 |  66012217 
       175 |   7171202    1832226   36872116   12930052    6057978 |  64863574 
       176 |   7343242    1926363   35046423   12745055    6138064 |  63199147 
       177 |   7496248    2126601   35350931   12946962    5847580 |  63768322 
       178 |   8269280    2286888   34823793   12859832    5636695 |  63876488 
       179 |   9295842    1715584   35754788   12040315    6076431 |  64882960 
       180 |   9142224    2162867   36287337   11689230    5147697 |  64429355 
       181 |   8345988    1857494   34725446   10608630    5026984 |  60564542 
       182 |   8007176    1979148   34659594   10237945    5128622 |  60012485 
       183 |   8659160    2032190   34441560   11510441    4986649 |  61630000 
       184 |   8851621    1966289   35287458   12549941    4888532 |  63543841 
       185 |   8546294    2289202   34280652   12694865    4232792 |  62043805 
       186 |   9460134    2276948   35052873   11382693    4149352 |  62322000 
       187 |   7931633    1793354   35997199   10986653    4046826 |  60755665 
       188 |   7064005    2069656   35847763   10776040    3525397 |  59282861 
       189 |   6885652    2666684   35491749   10298710    3704203 |  59046998 
       190 |   6630347    2688920   36779280   10283319    4389055 |  60770921 
       191 |   6695799    3763643   35051363    8072846    6515190 |  60098841 
       192 |   5971615    2345747   35288158    9668126    5569791 |  58843437 
       193 |   6420988    2510100   35130366    9183429    4610969 |  57855852 
       194 |   6669780    3033498   36008952    9287213    4866301 |  59865744 
       195 |   7714304    2330659   34746565    7910245    4523168 |  57224941 
       196 |   7640960    1905421   34343110    9384449    3434687 |  56708627 
       197 |   7622675    3264554   35884879    9310783    2964070 |  59046961 
       198 |   6351866    2881398   38524470    9258937    3169882 |  60186553 
       199 |   6210141    3088581   41715260    8915110    3517121 |  63446213 
       200 |   6644271    3028204   43561214    6968831    3441870 |  63644390 
       201 |   6014525    3409709   42940059    5369061    4214161 |  61947515 
-----------+-------------------------------------------------------+----------
     Total | 679297031  166212335 2955812636  892158472  518911820 |5212392294 
