
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       368      1,142      1,428        494        264 |     3,696 
       131 |       350      1,075      1,389        504        225 |     3,543 
       132 |       317      1,085      1,327        487        194 |     3,410 
       133 |       333      1,071      1,368        547        218 |     3,537 
       134 |       368      1,031      1,453        531        249 |     3,632 
       135 |       363      1,074      1,512        622        213 |     3,784 
       136 |       348      1,090      1,527        631        199 |     3,795 
       137 |       374      1,040      1,639        615        227 |     3,895 
       138 |       418      1,018      1,696        579        276 |     3,987 
       139 |       420      1,010      1,728        623        259 |     4,040 
       140 |       396      1,032      1,722        596        241 |     3,987 
       141 |       427        963      1,798        611        242 |     4,041 
       142 |       393        935      1,806        598        273 |     4,005 
       143 |       424        886      1,765        604        294 |     3,973 
       144 |       423        883      1,780        580        300 |     3,966 
       145 |       395        888      1,787        586        346 |     4,002 
       146 |       374        849      1,830        570        412 |     4,035 
       147 |       361        806      1,816        549        448 |     3,980 
       148 |       405        880      1,929        601        447 |     4,262 
       149 |       378        850      1,937        590        479 |     4,234 
       150 |       343        834      1,950        611        562 |     4,300 
       151 |       344        789      1,929        582        524 |     4,168 
       152 |       355        774      1,871        606        491 |     4,097 
       153 |       348        718      1,889        623        550 |     4,128 
       154 |       357        728      1,901        620        602 |     4,208 
       155 |       353        710      1,941        616        578 |     4,198 
       156 |       345        734      1,876        576        581 |     4,112 
       157 |       343        683      1,839        575        600 |     4,040 
       158 |       355        658      1,789        551        677 |     4,030 
       159 |       353        664      1,825        541        656 |     4,039 
       160 |       345        651      1,713        555        696 |     3,960 
       161 |       343        625      1,765        514        708 |     3,955 
       162 |       348        593      1,751        492        716 |     3,900 
       163 |       363        562      1,763        498        709 |     3,895 
       164 |       356        616      1,728        526        699 |     3,925 
       165 |       350        574      1,719        523        695 |     3,861 
       166 |       328        574      1,697        510        727 |     3,836 
       167 |       339        582      1,689        536        676 |     3,822 
       168 |       312        609      1,645        500        670 |     3,736 
       169 |       310        553      1,540        519        652 |     3,574 
       170 |       315        569      1,506        474        657 |     3,521 
       171 |       309        533      1,513        520        607 |     3,482 
       172 |       314        529      1,448        521        523 |     3,335 
       173 |       314        513      1,451        493        543 |     3,314 
       174 |       307        502      1,475        491        507 |     3,282 
       175 |       335        491      1,461        495        465 |     3,247 
       176 |       323        485      1,489        496        457 |     3,250 
       177 |       320        481      1,508        522        465 |     3,296 
       178 |       299        494      1,546        544        462 |     3,345 
       179 |       290        487      1,494        558        437 |     3,266 
       180 |       296        512      1,456        554        416 |     3,234 
       181 |       268        483      1,476        565        429 |     3,221 
       182 |       289        482      1,474        550        420 |     3,215 
       183 |       288        425      1,505        583        402 |     3,203 
       184 |       277        466      1,558        575        373 |     3,249 
       185 |       291        477      1,625        580        360 |     3,333 
       186 |       289        451      1,622        601        399 |     3,362 
       187 |       285        436      1,573        596        359 |     3,249 
       188 |       271        453      1,538        597        356 |     3,215 
       189 |       266        435      1,569        555        373 |     3,198 
       190 |       271        431      1,475        537        352 |     3,066 
       191 |       255        478      1,321        451        343 |     2,848 
       192 |       262        379      1,310        461        344 |     2,756 
       193 |       249        352      1,354        479        330 |     2,764 
       194 |       223        364      1,279        432        323 |     2,621 
       195 |       234        339      1,175        437        292 |     2,477 
       196 |       211        335      1,115        413        252 |     2,326 
       197 |       205        341      1,170        403        262 |     2,381 
       198 |       209        350      1,177        387        274 |     2,397 
       199 |       220        343      1,293        378        216 |     2,450 
       200 |       213        307      1,267        330        247 |     2,364 
       201 |       196        296      1,288        288        223 |     2,291 
-----------+-------------------------------------------------------+----------
     Total |    23,219     46,858    114,568     38,458     31,043 |   254,146 
