
           |                         state
     ciclo |         A          I          P          T          U |     Total
-----------+-------------------------------------------------------+----------
       130 |       183        416        892        345        165 |     2,001 
       131 |       168        396        879        365        128 |     1,936 
       132 |       153        413        843        350        122 |     1,881 
       133 |       162        405        846        378        141 |     1,932 
       134 |       195        384        915        370        169 |     2,033 
       135 |       195        403        948        447        128 |     2,121 
       136 |       186        402        957        444        122 |     2,111 
       137 |       201        360      1,052        428        139 |     2,180 
       138 |       210        370      1,078        381        168 |     2,207 
       139 |       210        365      1,125        414        149 |     2,263 
       140 |       208        374      1,105        391        154 |     2,232 
       141 |       227        316      1,152        407        149 |     2,251 
       142 |       200        337      1,166        403        176 |     2,282 
       143 |       217        302      1,159        428        198 |     2,304 
       144 |       216        316      1,189        413        212 |     2,346 
       145 |       199        335      1,170        436        228 |     2,368 
       146 |       195        326      1,199        415        260 |     2,395 
       147 |       188        315      1,201        406        266 |     2,376 
       148 |       210        300      1,283        450        274 |     2,517 
       149 |       199        312      1,319        431        299 |     2,560 
       150 |       176        307      1,330        455        348 |     2,616 
       151 |       185        298      1,291        443        324 |     2,541 
       152 |       174        297      1,270        441        321 |     2,503 
       153 |       188        287      1,277        458        343 |     2,553 
       154 |       196        300      1,307        463        393 |     2,659 
       155 |       194        289      1,352        464        388 |     2,687 
       156 |       191        320      1,298        447        369 |     2,625 
       157 |       189        303      1,290        442        375 |     2,599 
       158 |       189        298      1,232        428        435 |     2,582 
       159 |       169        308      1,253        415        406 |     2,551 
       160 |       167        290      1,183        415        433 |     2,488 
       161 |       179        273      1,199        380        443 |     2,474 
       162 |       189        234      1,192        364        455 |     2,434 
       163 |       190        219      1,209        378        430 |     2,426 
       164 |       179        240      1,159        406        437 |     2,421 
       165 |       183        222      1,159        400        412 |     2,376 
       166 |       170        226      1,155        395        429 |     2,375 
       167 |       171        230      1,138        409        387 |     2,335 
       168 |       152        245      1,124        368        383 |     2,272 
       169 |       151        209      1,030        390        384 |     2,164 
       170 |       165        221      1,018        354        387 |     2,145 
       171 |       171        208      1,039        372        363 |     2,153 
       172 |       176        219        995        364        302 |     2,056 
       173 |       188        209        988        356        321 |     2,062 
       174 |       185        201        992        365        308 |     2,051 
       175 |       203        197        986        367        284 |     2,037 
       176 |       188        211      1,019        372        252 |     2,042 
       177 |       176        212      1,064        390        261 |     2,103 
       178 |       150        206      1,083        408        264 |     2,111 
       179 |       152        213      1,040        426        243 |     2,074 
       180 |       158        237      1,000        406        248 |     2,049 
       181 |       155        212      1,002        410        269 |     2,048 
       182 |       162        214      1,004        404        261 |     2,045 
       183 |       155        199      1,019        424        237 |     2,034 
       184 |       167        215      1,081        422        224 |     2,109 
       185 |       165        211      1,132        430        225 |     2,163 
       186 |       171        197      1,119        453        246 |     2,186 
       187 |       177        211      1,064        434        223 |     2,109 
       188 |       159        209      1,044        450        208 |     2,070 
       189 |       153        204      1,057        416        220 |     2,050 
       190 |       165        213        998        392        211 |     1,979 
       191 |       148        255        866        321        225 |     1,815 
       192 |       159        185        876        328        219 |     1,767 
       193 |       135        164        901        344        208 |     1,752 
       194 |       129        162        838        313        201 |     1,643 
       195 |       129        157        775        314        172 |     1,547 
       196 |       110        147        732        294        150 |     1,433 
       197 |       112        155        777        274        139 |     1,457 
       198 |       116        163        788        256        166 |     1,489 
       199 |       120        171        872        257        130 |     1,550 
       200 |       121        139        869        233        142 |     1,504 
       201 |       117        141        878        196        147 |     1,479 
-----------+-------------------------------------------------------+----------
     Total |    12,441     18,800     76,842     28,008     18,998 |   155,089 
